po_id,line_number,supplier_key,product_key,order_date,quantity,expected_receipt_date,shipment_mode,is_launch_order,deposit_pct,balance_days,term_type,shipment_date,deposit_date,balance_due_date,cancellation_date,actual_receipt_date,actual_shipment_date,outstanding_quantity,commitment_status
160,1,3,20,2023-11-01,1000,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
161,1,4,27,2023-11-01,1500,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
162,1,1,34,2023-11-01,1200,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
163,1,4,41,2023-11-01,750,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
164,1,4,53,2023-11-01,750,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
165,1,1,1,2023-12-01,6000,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
166,1,3,2,2023-12-01,3000,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
167,1,1,3,2023-12-01,4800,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
168,1,3,4,2023-12-01,4000,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
169,1,1,7,2023-12-01,2400,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
170,1,3,10,2023-12-01,1000,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
171,1,1,11,2023-12-01,1200,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
172,1,3,12,2023-12-01,2000,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
173,1,3,14,2023-12-01,2000,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
174,1,4,15,2023-12-01,2250,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
175,1,3,17,2023-12-01,1000,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
176,1,1,22,2023-12-01,2400,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
177,1,3,23,2023-12-01,1000,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
178,1,4,24,2023-12-01,1500,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
179,1,3,26,2023-12-01,1000,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
180,1,4,27,2023-12-01,1500,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
181,1,4,30,2023-12-01,1500,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
182,1,4,33,2023-12-01,750,2024-02-29,Ocean,False,0.3,30,core,2024-01-28,2023-12-01,2024-02-27,2024-01-05,2024-02-29,2024-01-28,0,received
183,1,3,10,2024-01-01,1000,2024-03-31,Ocean,False,0.3,30,core,2024-02-28,2024-01-01,2024-03-29,2024-02-05,2024-03-31,2024-02-28,0,received
184,1,4,18,2024-01-01,1500,2024-03-31,Ocean,False,0.3,30,core,2024-02-28,2024-01-01,2024-03-29,2024-02-05,2024-03-31,2024-02-28,0,received
185,1,1,25,2024-01-01,1200,2024-03-31,Ocean,False,0.3,30,core,2024-02-28,2024-01-01,2024-03-29,2024-02-05,2024-03-31,2024-02-28,0,received
186,1,3,29,2024-01-01,1000,2024-03-31,Ocean,False,0.3,30,core,2024-02-28,2024-01-01,2024-03-29,2024-02-05,2024-03-31,2024-02-28,0,received
187,1,3,4,2024-02-01,3000,2024-05-01,Ocean,False,0.3,30,core,2024-03-30,2024-02-01,2024-04-29,2024-03-07,2024-05-01,2024-03-30,0,received
188,1,1,5,2024-02-01,2400,2024-05-01,Ocean,False,0.3,30,core,2024-03-30,2024-02-01,2024-04-29,2024-03-07,2024-05-01,2024-03-30,0,received
189,1,3,6,2024-02-01,2000,2024-05-01,Ocean,False,0.3,30,core,2024-03-30,2024-02-01,2024-04-29,2024-03-07,2024-05-01,2024-03-30,0,received
190,1,1,9,2024-02-01,2400,2024-05-01,Ocean,False,0.3,30,core,2024-03-30,2024-02-01,2024-04-29,2024-03-07,2024-05-01,2024-03-30,0,received
191,1,1,11,2024-02-01,2400,2024-05-01,Ocean,False,0.3,30,core,2024-03-30,2024-02-01,2024-04-29,2024-03-07,2024-05-01,2024-03-30,0,received
192,1,1,16,2024-02-01,1200,2024-05-01,Ocean,False,0.3,30,core,2024-03-30,2024-02-01,2024-04-29,2024-03-07,2024-05-01,2024-03-30,0,received
193,1,1,19,2024-02-01,1200,2024-05-01,Ocean,False,0.3,30,core,2024-03-30,2024-02-01,2024-04-29,2024-03-07,2024-05-01,2024-03-30,0,received
194,1,1,28,2024-02-01,1200,2024-05-01,Ocean,False,0.3,30,core,2024-03-30,2024-02-01,2024-04-29,2024-03-07,2024-05-01,2024-03-30,0,received
195,1,4,30,2024-02-01,750,2024-05-01,Ocean,False,0.3,30,core,2024-03-30,2024-02-01,2024-04-29,2024-03-07,2024-05-01,2024-03-30,0,received
196,1,3,2,2024-03-01,3000,2024-05-30,Ocean,False,0.3,30,core,2024-04-28,2024-03-01,2024-05-28,2024-04-05,2024-05-30,2024-04-28,0,received
197,1,1,3,2024-03-01,2400,2024-05-30,Ocean,False,0.3,30,core,2024-04-28,2024-03-01,2024-05-28,2024-04-05,2024-05-30,2024-04-28,0,received
198,1,3,8,2024-03-01,2000,2024-05-30,Ocean,False,0.3,30,core,2024-04-28,2024-03-01,2024-05-28,2024-04-05,2024-05-30,2024-04-28,0,received
199,1,1,13,2024-03-01,1200,2024-05-30,Ocean,False,0.3,30,core,2024-04-28,2024-03-01,2024-05-28,2024-04-05,2024-05-30,2024-04-28,0,received
200,1,3,17,2024-03-01,2000,2024-05-30,Ocean,False,0.3,30,core,2024-04-28,2024-03-01,2024-05-28,2024-04-05,2024-05-30,2024-04-28,0,received
201,1,3,20,2024-03-01,2000,2024-05-30,Ocean,False,0.3,30,core,2024-04-28,2024-03-01,2024-05-28,2024-04-05,2024-05-30,2024-04-28,0,received
202,1,4,21,2024-03-01,2250,2024-05-30,Ocean,False,0.3,30,core,2024-04-28,2024-03-01,2024-05-28,2024-04-05,2024-05-30,2024-04-28,0,received
203,1,4,24,2024-03-01,2250,2024-05-30,Ocean,False,0.3,30,core,2024-04-28,2024-03-01,2024-05-28,2024-04-05,2024-05-30,2024-04-28,0,received
204,1,1,3,2024-04-01,2400,2024-06-30,Ocean,False,0.3,30,core,2024-05-29,2024-04-01,2024-06-28,2024-05-06,2024-06-30,2024-05-29,0,received
205,1,3,10,2024-04-01,2000,2024-06-30,Ocean,False,0.3,30,core,2024-05-29,2024-04-01,2024-06-28,2024-05-06,2024-06-30,2024-05-29,0,received
206,1,4,15,2024-04-01,2250,2024-06-30,Ocean,False,0.3,30,core,2024-05-29,2024-04-01,2024-06-28,2024-05-06,2024-06-30,2024-05-29,0,received
207,1,3,26,2024-04-01,1000,2024-06-30,Ocean,False,0.3,30,core,2024-05-29,2024-04-01,2024-06-28,2024-05-06,2024-06-30,2024-05-29,0,received
208,1,1,1,2024-05-01,3600,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
209,1,3,2,2024-05-01,3000,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
210,1,3,4,2024-05-01,6000,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
211,1,1,5,2024-05-01,4800,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
212,1,3,6,2024-05-01,3000,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
213,1,1,7,2024-05-01,2400,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
214,1,3,8,2024-05-01,4000,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
215,1,3,10,2024-05-01,2000,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
216,1,3,12,2024-05-01,1000,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
217,1,1,13,2024-05-01,1200,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
218,1,3,14,2024-05-01,3000,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
219,1,4,18,2024-05-01,2250,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
220,1,4,21,2024-05-01,2250,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
221,1,3,23,2024-05-01,1000,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
222,1,1,25,2024-05-01,1200,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
223,1,4,27,2024-05-01,2250,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
224,1,1,28,2024-05-01,2400,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
225,1,4,30,2024-05-01,1500,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
226,1,3,32,2024-05-01,1000,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
227,1,4,33,2024-05-01,2250,2024-07-30,Ocean,False,0.3,30,core,2024-06-28,2024-05-01,2024-07-28,2024-06-05,2024-07-30,2024-06-28,0,received
228,1,1,1,2024-06-01,7200,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
229,1,3,2,2024-06-01,4000,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
230,1,1,3,2024-06-01,6000,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
231,1,1,11,2024-06-01,2400,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
232,1,3,12,2024-06-01,1000,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
233,1,1,13,2024-06-01,2400,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
234,1,4,18,2024-06-01,1500,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
235,1,1,19,2024-06-01,1200,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
236,1,4,21,2024-06-01,3000,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
237,1,3,26,2024-06-01,1000,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
238,1,3,32,2024-06-01,1000,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
239,1,4,36,2024-06-01,3000,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
240,1,1,37,2024-06-01,1200,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
241,1,3,38,2024-06-01,1500,2024-10-14,Ocean,True,0.3,30,core,2024-09-12,2024-06-01,2024-10-12,2024-08-20,2024-10-14,2024-09-12,0,received
242,1,4,39,2024-06-01,1500,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
243,1,1,40,2024-06-01,1200,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
244,1,4,41,2024-06-01,1500,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
245,1,3,43,2024-06-01,1500,2024-10-14,Ocean,True,0.3,30,core,2024-09-12,2024-06-01,2024-10-12,2024-08-20,2024-10-14,2024-09-12,0,received
246,1,4,45,2024-06-01,2250,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
247,1,3,47,2024-06-01,1500,2024-10-14,Ocean,True,0.3,30,core,2024-09-12,2024-06-01,2024-10-12,2024-08-20,2024-10-14,2024-09-12,0,received
248,1,1,48,2024-06-01,1200,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
249,1,4,49,2024-06-01,2250,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
250,1,3,51,2024-06-01,1500,2024-10-14,Ocean,True,0.3,30,core,2024-09-12,2024-06-01,2024-10-12,2024-08-20,2024-10-14,2024-09-12,0,received
251,1,1,52,2024-06-01,1200,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
252,1,4,53,2024-06-01,1500,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
253,1,4,57,2024-06-01,750,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
254,1,1,60,2024-06-01,1200,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
255,1,4,61,2024-06-01,2250,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
256,1,3,68,2024-06-01,1000,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
257,1,3,74,2024-06-01,1000,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
258,1,1,78,2024-06-01,1200,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
259,1,1,82,2024-06-01,1200,2024-08-30,Ocean,False,0.3,30,core,2024-07-29,2024-06-01,2024-08-28,2024-07-06,2024-08-30,2024-07-29,0,received
260,1,3,4,2024-07-01,5000,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
261,1,3,6,2024-07-01,7000,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
262,1,1,7,2024-07-01,2400,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
263,1,1,9,2024-07-01,4800,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
264,1,3,10,2024-07-01,3000,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
265,1,3,12,2024-07-01,2000,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
266,1,4,15,2024-07-01,3000,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
267,1,1,16,2024-07-01,2400,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
268,1,3,20,2024-07-01,2000,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
269,1,3,23,2024-07-01,2000,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
270,1,4,24,2024-07-01,6000,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
271,1,3,26,2024-07-01,3000,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
272,1,3,29,2024-07-01,3000,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
273,1,4,30,2024-07-01,2250,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
274,1,1,31,2024-07-01,1200,2024-09-29,Ocean,False,0.3,30,core,2024-08-28,2024-07-01,2024-09-27,2024-08-05,2024-09-29,2024-08-28,0,received
275,1,3,2,2024-08-01,6000,2024-10-30,Ocean,False,0.3,30,core,2024-09-28,2024-08-01,2024-10-28,2024-09-05,2024-10-30,2024-09-28,0,received
276,1,3,8,2024-08-01,2000,2024-10-30,Ocean,False,0.3,30,core,2024-09-28,2024-08-01,2024-10-28,2024-09-05,2024-10-30,2024-09-28,0,received
277,1,4,27,2024-08-01,2250,2024-10-30,Ocean,False,0.3,30,core,2024-09-28,2024-08-01,2024-10-28,2024-09-05,2024-10-30,2024-09-28,0,received
278,1,3,17,2024-09-01,1000,2024-11-30,Ocean,False,0.3,30,core,2024-10-29,2024-09-01,2024-11-28,2024-10-06,2024-11-30,2024-10-29,0,received
279,1,4,18,2024-09-01,3000,2024-11-30,Ocean,False,0.3,30,core,2024-10-29,2024-09-01,2024-11-28,2024-10-06,2024-11-30,2024-10-29,0,received
280,1,1,19,2024-09-01,1200,2024-11-30,Ocean,False,0.3,30,core,2024-10-29,2024-09-01,2024-11-28,2024-10-06,2024-11-30,2024-10-29,0,received
281,1,1,1,2024-10-01,6000,2024-12-30,Ocean,False,0.3,30,core,2024-11-28,2024-10-01,2024-12-28,2024-11-05,2024-12-30,2024-11-28,0,received
282,1,1,5,2024-10-01,3600,2024-12-30,Ocean,False,0.3,30,core,2024-11-28,2024-10-01,2024-12-28,2024-11-05,2024-12-30,2024-11-28,0,received
283,1,4,15,2024-10-01,2250,2024-12-30,Ocean,False,0.3,30,core,2024-11-28,2024-10-01,2024-12-28,2024-11-05,2024-12-30,2024-11-28,0,received
284,1,3,17,2024-10-01,3000,2024-12-30,Ocean,False,0.3,30,core,2024-11-28,2024-10-01,2024-12-28,2024-11-05,2024-12-30,2024-11-28,0,received
285,1,1,22,2024-10-01,1200,2024-12-30,Ocean,False,0.3,30,core,2024-11-28,2024-10-01,2024-12-28,2024-11-05,2024-12-30,2024-11-28,0,received
286,1,4,27,2024-10-01,2250,2024-12-30,Ocean,False,0.3,30,core,2024-11-28,2024-10-01,2024-12-28,2024-11-05,2024-12-30,2024-11-28,0,received
287,1,4,33,2024-10-01,1500,2024-12-30,Ocean,False,0.3,30,core,2024-11-28,2024-10-01,2024-12-28,2024-11-05,2024-12-30,2024-11-28,0,received
288,1,1,34,2024-10-01,1200,2024-12-30,Ocean,False,0.3,30,core,2024-11-28,2024-10-01,2024-12-28,2024-11-05,2024-12-30,2024-11-28,0,received
289,1,1,3,2024-11-01,3600,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
290,1,3,8,2024-11-01,2000,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
291,1,1,11,2024-11-01,2400,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
292,1,4,21,2024-11-01,2250,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
293,1,1,25,2024-11-01,1200,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
294,1,3,32,2024-11-01,1000,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
295,1,4,36,2024-11-01,750,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
296,1,3,38,2024-11-01,1500,2025-03-16,Ocean,True,0.3,30,core,2025-02-12,2024-11-01,2025-03-14,2025-01-20,2025-03-16,2025-02-12,0,received
297,1,4,39,2024-11-01,1500,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
298,1,4,41,2024-11-01,750,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
299,1,1,44,2024-11-01,1200,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
300,1,4,45,2024-11-01,750,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
301,1,4,49,2024-11-01,750,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
302,1,4,53,2024-11-01,750,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
303,1,5,54,2024-11-01,2000,2025-01-30,Ocean,False,0.5,-5,launch,2024-12-29,2024-11-01,2024-12-24,2024-12-06,2025-01-30,2024-12-29,0,received
304,1,4,57,2024-11-01,1500,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
305,1,3,59,2024-11-01,3000,2025-03-16,Air,True,0.3,30,core,2025-02-12,2024-11-01,2025-03-14,2025-01-20,2025-03-16,2025-02-12,0,received
306,1,3,62,2024-11-01,1000,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
307,1,1,63,2024-11-01,1200,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
308,1,3,65,2024-11-01,1000,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
309,1,1,66,2024-11-01,1200,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
310,1,1,69,2024-11-01,1200,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
311,1,3,71,2024-11-01,1000,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
312,1,1,72,2024-11-01,1200,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
313,1,1,76,2024-11-01,1200,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
314,1,1,80,2024-11-01,1200,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
315,1,1,85,2024-11-01,1200,2025-01-30,Ocean,False,0.3,30,core,2024-12-29,2024-11-01,2025-01-28,2024-12-06,2025-01-30,2024-12-29,0,received
316,1,3,4,2024-12-01,5000,2025-03-01,Ocean,False,0.3,30,core,2025-01-28,2024-12-01,2025-02-27,2025-01-05,2025-03-01,2025-01-28,0,received
317,1,1,7,2024-12-01,1200,2025-03-01,Ocean,False,0.3,30,core,2025-01-28,2024-12-01,2025-02-27,2025-01-05,2025-03-01,2025-01-28,0,received
318,1,3,10,2024-12-01,3000,2025-03-01,Ocean,False,0.3,30,core,2025-01-28,2024-12-01,2025-02-27,2025-01-05,2025-03-01,2025-01-28,0,received
319,1,3,12,2024-12-01,2000,2025-03-01,Ocean,False,0.3,30,core,2025-01-28,2024-12-01,2025-02-27,2025-01-05,2025-03-01,2025-01-28,0,received
320,1,1,13,2024-12-01,1200,2025-03-01,Ocean,False,0.3,30,core,2025-01-28,2024-12-01,2025-02-27,2025-01-05,2025-03-01,2025-01-28,0,received
