month,opening_drawn,interest_expense,unused_line_fee,cash_flow,revolver_drawn,excess_availability,funding_gap,covenant_breached,eligible_ar,dilution_reserve,ar_advance,eligible_inventory,inventory_advance,borrowing_base,facility_commitment,capped_by_facility,version_name,scenario_name
2026-08-01,0,0,83333,-29736405,0,163175102,0,False,758404.584758,1516809,63175102,2471702.408974,100000000,163175102,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2026-09-01,0,0,83333,11843191,0,163175102,0,False,758404.584758,1516809,63175102,2367807.419768,100000000,163175102,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2026-10-01,0,0,83333,10446327,0,163175102,0,False,758404.584758,1516809,63175102,2263912.430562,100000000,163175102,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2026-11-01,0,0,83333,20849143,0,163175102,0,False,758404.584758,1516809,63175102,2115491.017412,100000000,163175102,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2026-12-01,0,0,83333,-1774838,0,163175102,0,False,758404.584758,1516809,63175102,2100648.876097,100000000,163175102,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-01-01,0,0,83333,-25749421,0,162920770,0,False,755351.380506,1510703,62920770,2199523.609263,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-02-01,0,0,83333,-22962842,0,162920770,0,False,755351.380506,1510703,62920770,2272688.926504,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-03-01,0,0,83333,-21040423,0,162920770,0,False,755351.380506,1510703,62920770,2345854.243745,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-04-01,0,0,83333,-16432104,0,162920770,0,False,755351.380506,1510703,62920770,2389753.434089,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-05-01,0,0,83333,-21142048,0,162920770,0,False,755351.380506,1510703,62920770,2448285.687882,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-06-01,0,0,83333,-17528861,0,162920770,0,False,755351.380506,1510703,62920770,2492184.878227,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-07-01,0,0,83333,17630209,0,162920770,0,False,755351.380506,1510703,62920770,2492184.878227,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-08-01,0,0,83333,-26546487,0,162920770,0,False,755351.380506,1510703,62920770,2448285.687882,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-09-01,0,0,83333,13772665,0,162920770,0,False,755351.380506,1510703,62920770,2345854.243745,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-10-01,0,0,83333,12293983,0,162920770,0,False,755351.380506,1510703,62920770,2243422.799607,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-11-01,0,0,83333,23834346,0,162920770,0,False,755351.380506,1510703,62920770,2097092.165125,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2027-12-01,0,0,83333,1284160,0,162920770,0,False,755351.380506,1510703,62920770,2082459.101677,100000000,162920770,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-01-01,0,0,83333,-35042873,0,162936058,0,False,755534.915818,1511070,62936058,2241079.187769,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-02-01,0,0,83333,-22487965,0,162936058,0,False,755534.915818,1511070,62936058,2316431.640721,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-03-01,0,0,83333,-20168857,0,162936058,0,False,755534.915818,1511070,62936058,2391784.093672,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-04-01,0,0,83333,-15376200,5012703,157923356,0,False,755534.915818,1511070,62936058,2436995.565444,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-05-01,5012703,31329,81245,-20430753,25443456,137492603,0,False,755534.915818,1511070,62936058,2497277.527805,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-06-01,25443456,159022,72732,-16613396,42056852,120879206,0,False,755534.915818,1511070,62936058,2542488.999576,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-07-01,42056852,262855,65810,21155563,20901289,142034769,0,False,755534.915818,1511070,62936058,2542488.999576,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-08-01,20901289,130633,74624,-27666336,48567625,114368433,0,False,755534.915818,1511070,62936058,2497277.527805,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-09-01,48567625,303548,63097,15756550,32811075,130124983,0,False,755534.915818,1511070,62936058,2391784.093672,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-10-01,32811075,205069,69662,14274888,18536187,144399872,0,False,755534.915818,1511070,62936058,2286290.65954,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-11-01,18536187,115851,75610,27647931,0,162936058,0,False,755534.915818,1511070,62936058,2135585.753636,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2028-12-01,0,0,83333,4247449,0,162936058,0,False,755534.915818,1511070,62936058,2120515.263046,100000000,162936058,2000000.0,False,Prior Forecast,DTC Recovery / Margin
2026-01-01,0,0,83333,-13771317,0,165955747,0,False,791785.680758,1583571,65955747,2208661.63256,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2026-02-01,0,0,83333,-24965426,0,165955747,0,False,791785.680758,1583571,65955747,2289550.11264,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2026-03-01,0,0,83333,-23495060,0,165955747,0,False,791785.680758,1583571,65955747,2370438.59272,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2026-04-01,0,0,83333,-18520286,0,165955747,0,False,791785.680758,1583571,65955747,2418971.680768,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2026-05-01,0,0,83333,-23354697,0,165955747,0,False,791785.680758,1583571,65955747,2483682.464832,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2026-06-01,0,0,83333,-19769326,0,165955747,0,False,791785.680758,1583571,65955747,2532215.55288,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2026-07-01,0,0,83333,19377416,0,165955747,0,False,791785.680758,1583571,65955747,2532215.55288,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2026-08-01,0,0,83333,-29867981,0,165955747,0,False,791785.680758,1583571,65955747,2483682.464832,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2026-09-01,0,0,83333,14163930,0,165955747,0,False,791785.680758,1583571,65955747,2370438.59272,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2026-10-01,0,0,83333,12656104,0,165955747,0,False,791785.680758,1583571,65955747,2257194.720608,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2026-11-01,0,0,83333,22878346,0,165955747,0,False,791785.680758,1583571,65955747,2095417.760448,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2026-12-01,0,0,83333,-1780261,0,165955747,0,False,791785.680758,1583571,65955747,2079240.064432,100000000,165955747,2000000.0,False,Latest Forecast,Balanced Base
2027-01-01,0,0,83333,-54906074,0,171822968,0,False,862220.502676,1724441,71822968,2301927.763305,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2027-02-01,0,0,83333,-24894412,0,171822968,0,False,862220.502676,1724441,71822968,2387724.987108,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2027-03-01,0,0,83333,-23214738,0,171822968,0,False,862220.502676,1724441,71822968,2473522.210912,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2027-04-01,0,0,83333,-18023724,0,171822968,0,False,862220.502676,1724441,71822968,2525000.545194,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2027-05-01,0,0,83333,-23310964,0,171822968,0,False,862220.502676,1724441,71822968,2593638.324237,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2027-06-01,0,0,83333,-19431339,0,171822968,0,False,862220.502676,1724441,71822968,2645116.658519,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2027-07-01,0,0,83333,26398416,0,171822968,0,False,862220.502676,1724441,71822968,2645116.658519,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2027-08-01,0,0,83333,-34106099,0,171822968,0,False,862220.502676,1724441,71822968,2593638.324237,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2027-09-01,0,0,83333,17045622,0,171822968,0,False,862220.502676,1724441,71822968,2473522.210912,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2027-10-01,0,0,83333,15330244,0,171822968,0,False,862220.502676,1724441,71822968,2353406.097587,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2027-11-01,0,0,83333,26425350,0,171822968,0,False,862220.502676,1724441,71822968,2181811.64998,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2027-12-01,0,0,83333,-21285,0,171822968,0,False,862220.502676,1724441,71822968,2164652.20522,100000000,171822968,2000000.0,False,Latest Forecast,Balanced Base
2028-01-01,0,0,83333,-52495177,0,176486927,0,False,918210.403031,1836421,76486927,2387809.970876,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2028-02-01,0,0,83333,-24740251,12426493,164060433,0,False,918210.403031,1836421,76486927,2478127.310867,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2028-03-01,12426493,77666,78156,-22918021,35344515,141142412,0,False,918210.403031,1836421,76486927,2568444.650858,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2028-04-01,35344515,220903,68606,-17681894,53026408,123460518,0,False,918210.403031,1836421,76486927,2622635.054853,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2028-05-01,53026408,331415,61239,-23522022,76548430,99938497,0,False,918210.403031,1836421,76486927,2694888.926846,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2028-06-01,76548430,478428,51438,-19494280,96042710,80444217,0,False,918210.403031,1836421,76486927,2749079.330841,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2028-07-01,96042710,600267,43316,32379697,63663012,112823914,0,False,918210.403031,1836421,76486927,2749079.330841,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2028-08-01,63663012,397894,56807,-38234703,101897715,74589212,0,False,918210.403031,1836421,76486927,2694888.926846,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2028-09-01,101897715,636861,40876,19279452,82618263,93868664,0,False,918210.403031,1836421,76486927,2568444.650858,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2028-10-01,82618263,516364,48909,17460590,65157673,111329254,0,False,918210.403031,1836421,76486927,2442000.37487,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2028-11-01,65157673,407235,56184,29502036,35655637,140831289,0,False,918210.403031,1836421,76486927,2261365.694888,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2028-12-01,35655637,222848,68477,1514796,34140841,142346086,0,False,918210.403031,1836421,76486927,2243302.226889,100000000,176486927,2000000.0,False,Latest Forecast,Balanced Base
2026-01-01,0,0,83333,-13238556,0,170715257,0,False,848922.648758,1697845,70715257,2178941.559817,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2026-02-01,0,0,83333,-25908809,0,170715257,0,False,848922.648758,1697845,70715257,2272214.005073,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2026-03-01,0,0,83333,-24442052,0,170715257,0,False,848922.648758,1697845,70715257,2365486.450329,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2026-04-01,0,0,83333,-18973074,0,170715257,0,False,848922.648758,1697845,70715257,2421449.917482,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2026-05-01,0,0,83333,-24519152,0,170715257,0,False,848922.648758,1697845,70715257,2496067.873687,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2026-06-01,0,0,83333,-20515378,0,170715257,0,False,848922.648758,1697845,70715257,2552031.34084,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2026-07-01,0,0,83333,22874387,0,170715257,0,False,848922.648758,1697845,70715257,2552031.34084,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2026-08-01,0,0,83333,-29902176,0,170715257,0,False,848922.648758,1697845,70715257,2496067.873687,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2026-09-01,0,0,83333,18760152,0,170715257,0,False,848922.648758,1697845,70715257,2365486.450329,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2026-10-01,0,0,83333,16951749,0,170715257,0,False,848922.648758,1697845,70715257,2234905.02697,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2026-11-01,0,0,83333,27666129,0,170715257,0,False,848922.648758,1697845,70715257,2048360.136459,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2026-12-01,0,0,83333,-1445697,0,170715257,0,False,848922.648758,1697845,70715257,2029705.647408,100000000,170715257,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-01-01,0,0,83333,-109693659,0,192964398,0,False,1116019.188199,2232038,92964398,2449241.021048,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-02-01,0,0,83333,-27603268,0,192964398,0,False,1116019.188199,2232038,92964398,2556739.753737,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-03-01,0,0,83333,-26016125,0,192964398,0,False,1116019.188199,2232038,92964398,2664238.486426,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-04-01,0,0,83333,-20039884,0,192964398,0,False,1116019.188199,2232038,92964398,2728737.72604,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-05-01,0,0,83333,-26622227,18701144,174263255,0,False,1116019.188199,2232038,92964398,2814736.712191,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-06-01,18701144,116882,75541,-22175549,40876692,152087706,0,False,1116019.188199,2232038,92964398,2879235.951805,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-07-01,40876692,255479,66301,40778742,97950,192866448,0,False,1116019.188199,2232038,92964398,2879235.951805,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-08-01,97950,612,83293,-44918084,45016034,147948364,0,False,1116019.188199,2232038,92964398,2814736.712191,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-09-01,45016034,281350,64577,23815714,21200320,171764079,0,False,1116019.188199,2232038,92964398,2664238.486426,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-10-01,21200320,132502,74500,21635404,0,192964398,0,False,1116019.188199,2232038,92964398,2513740.260662,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-11-01,0,0,83333,33095212,0,192964398,0,False,1116019.188199,2232038,92964398,2298742.795283,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2027-12-01,0,0,83333,-1121918,0,192964398,0,False,1116019.188199,2232038,92964398,2277243.048746,100000000,192964398,2000000.0,False,Latest Forecast,Wholesale Acceleration
2028-01-01,0,0,83333,-113164533,80756155,119243845,0,False,1388922.554704,2777845,115697249,2716559.330718,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2028-02-01,80756155,504726,49685,-29210029,109966184,90033816,0,False,1388922.554704,2777845,115697249,2838127.448126,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2028-03-01,109966184,687289,37514,-27702648,137668832,62331168,0,False,1388922.554704,2777845,115697249,2959695.565535,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2028-04-01,137668832,860430,25971,-21383466,159052297,40947703,0,False,1388922.554704,2777845,115697249,3032636.43598,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2028-05-01,159052297,994077,17062,-29103477,188155774,11844226,0,True,1388922.554704,2777845,115697249,3129890.929907,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2028-06-01,188155774,1175974,4935,-24190569,200000000,0,12346343,True,1388922.554704,2777845,115697249,3202831.800352,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2028-07-01,200000000,1250000,0,58326755,141673245,58326755,0,False,1388922.554704,2777845,115697249,3202831.800352,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2028-08-01,141673245,885458,24303,-60093783,200000000,0,1767028,True,1388922.554704,2777845,115697249,3129890.929907,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2028-09-01,200000000,1250000,0,28668957,171331043,28668957,0,False,1388922.554704,2777845,115697249,2959695.565535,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2028-10-01,171331043,1070819,11945,26014232,145316810,54683190,0,False,1388922.554704,2777845,115697249,2789500.201163,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2028-11-01,145316810,908230,22785,37979507,107337304,92662696,0,False,1388922.554704,2777845,115697249,2546363.966346,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2028-12-01,107337304,670858,38609,-996496,108333800,91666200,0,False,1388922.554704,2777845,115697249,2522050.342864,100000000,200000000,2000000.0,True,Latest Forecast,Wholesale Acceleration
2026-01-01,0,0,83333,-12267050,0,161486244,0,False,738130.176758,1476260,61486244,2248395.000448,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-02-01,0,0,83333,-20985909,0,161486244,0,False,738130.176758,1476260,61486244,2312294.826042,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-03-01,0,0,83333,-19301559,0,161486244,0,False,738130.176758,1476260,61486244,2376194.651637,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-04-01,0,0,83333,-15332051,0,161486244,0,False,738130.176758,1476260,61486244,2414534.546994,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-05-01,0,0,83333,-19507928,0,161486244,0,False,738130.176758,1476260,61486244,2465654.407469,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-06-01,0,0,83333,-16349256,0,161486244,0,False,738130.176758,1476260,61486244,2503994.302826,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-07-01,0,0,83333,16999990,0,161486244,0,False,738130.176758,1476260,61486244,2503994.302826,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-08-01,0,0,83333,-26632700,0,161486244,0,False,738130.176758,1476260,61486244,2465654.407469,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-09-01,0,0,83333,11231771,0,161486244,0,False,738130.176758,1476260,61486244,2376194.651637,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-10-01,0,0,83333,9880288,0,161486244,0,False,738130.176758,1476260,61486244,2286734.895805,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-11-01,0,0,83333,19873819,0,161486244,0,False,738130.176758,1476260,61486244,2158935.244616,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-12-01,0,0,83333,67639,0,161486244,0,False,738130.176758,1476260,61486244,2146155.279497,100000000,161486244,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-01-01,0,0,83333,56571,0,157463617,0,False,689839.34147,1379679,57463617,2145156.377633,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-02-01,0,0,83333,-16724631,0,157463617,0,False,689839.34147,1379679,57463617,2203622.5915,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-03-01,0,0,83333,-14670313,0,157463617,0,False,689839.34147,1379679,57463617,2262088.805367,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-04-01,0,0,83333,-11004899,0,157463617,0,False,689839.34147,1379679,57463617,2297168.533688,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-05-01,0,0,83333,-15137638,0,157463617,0,False,689839.34147,1379679,57463617,2343941.504782,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-06-01,0,0,83333,-11922862,0,157463617,0,False,689839.34147,1379679,57463617,2379021.233102,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-07-01,0,0,83333,13723257,0,157463617,0,False,689839.34147,1379679,57463617,2379021.233102,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-08-01,0,0,83333,-16483925,0,157463617,0,False,689839.34147,1379679,57463617,2343941.504782,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-09-01,0,0,83333,13911267,0,157463617,0,False,689839.34147,1379679,57463617,2262088.805367,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-10-01,0,0,83333,12551253,0,157463617,0,False,689839.34147,1379679,57463617,2180236.105953,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-11-01,0,0,83333,23695157,0,157463617,0,False,689839.34147,1379679,57463617,2063303.678218,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2027-12-01,0,0,83333,5110994,0,157463617,0,False,689839.34147,1379679,57463617,2051610.435445,100000000,157463617,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-01-01,0,0,83333,-8143240,0,155647565,0,False,668037.991494,1336076,55647565,2099075.508158,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-02-01,0,0,83333,-13817631,0,155647565,0,False,668037.991494,1336076,55647565,2155116.413106,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-03-01,0,0,83333,-11420774,0,155647565,0,False,668037.991494,1336076,55647565,2211157.318053,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-04-01,0,0,83333,-7883182,0,155647565,0,False,668037.991494,1336076,55647565,2244781.861022,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-05-01,0,0,83333,-12087022,0,155647565,0,False,668037.991494,1336076,55647565,2289614.58498,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-06-01,0,0,83333,-8732850,0,155647565,0,False,668037.991494,1336076,55647565,2323239.127949,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-07-01,0,0,83333,13336602,0,155647565,0,False,668037.991494,1336076,55647565,2323239.127949,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-08-01,0,0,83333,-10669522,0,155647565,0,False,668037.991494,1336076,55647565,2289614.58498,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-09-01,0,0,83333,16454264,0,155647565,0,False,668037.991494,1336076,55647565,2211157.318053,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-10-01,0,0,83333,15063133,0,155647565,0,False,668037.991494,1336076,55647565,2132700.051127,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-11-01,0,0,83333,27464136,0,155647565,0,False,668037.991494,1336076,55647565,2020618.241231,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2028-12-01,0,0,83333,9196277,0,155647565,0,False,668037.991494,1336076,55647565,2009410.060242,100000000,155647565,2000000.0,False,Latest Forecast,Consolidation / Path to Breakeven
2026-01-01,0,0,83333,-14019405,0,163175102,0,False,758404.584758,1516809,63175102,2229409.385697,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2026-02-01,0,0,83333,-24382919,0,163175102,0,False,758404.584758,1516809,63175102,2303620.092273,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2026-03-01,0,0,83333,-22829427,0,163175102,0,False,758404.584758,1516809,63175102,2377830.798848,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2026-04-01,0,0,83333,-18158199,0,163175102,0,False,758404.584758,1516809,63175102,2422357.222793,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2026-05-01,0,0,83333,-22665661,0,163175102,0,False,758404.584758,1516809,63175102,2481725.788054,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2026-06-01,0,0,83333,-19251054,0,163175102,0,False,758404.584758,1516809,63175102,2526252.211999,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2026-07-01,0,0,83333,17554834,0,163175102,0,False,758404.584758,1516809,63175102,2526252.211999,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2026-08-01,0,0,83333,-29639948,0,163175102,0,False,758404.584758,1516809,63175102,2481725.788054,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2026-09-01,0,0,83333,11919004,0,163175102,0,False,758404.584758,1516809,63175102,2377830.798848,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2026-10-01,0,0,83333,10542784,0,163175102,0,False,758404.584758,1516809,63175102,2273935.809642,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2026-11-01,0,0,83333,20829767,0,163175102,0,False,758404.584758,1516809,63175102,2125514.396492,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2026-12-01,0,0,83333,-1687924,0,163175102,0,False,758404.584758,1516809,63175102,2110672.255177,100000000,163175102,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-01-01,0,0,83333,-25566985,0,162920770,0,False,755351.380506,1510703,62920770,2209546.988343,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-02-01,0,0,83333,-22806989,0,162920770,0,False,755351.380506,1510703,62920770,2282712.305584,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-03-01,0,0,83333,-20935935,0,162920770,0,False,755351.380506,1510703,62920770,2355877.622825,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-04-01,0,0,83333,-16305763,0,162920770,0,False,755351.380506,1510703,62920770,2399776.813169,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-05-01,0,0,83333,-20976733,0,162920770,0,False,755351.380506,1510703,62920770,2458309.066962,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-06-01,0,0,83333,-17397790,0,162920770,0,False,755351.380506,1510703,62920770,2502208.257307,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-07-01,0,0,83333,17790794,0,162920770,0,False,755351.380506,1510703,62920770,2502208.257307,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-08-01,0,0,83333,-26480973,0,162920770,0,False,755351.380506,1510703,62920770,2458309.066962,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-09-01,0,0,83333,13816327,0,162920770,0,False,755351.380506,1510703,62920770,2355877.622825,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-10-01,0,0,83333,12359498,0,162920770,0,False,755351.380506,1510703,62920770,2253446.178687,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-11-01,0,0,83333,23758079,0,162920770,0,False,755351.380506,1510703,62920770,2107115.544205,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2027-12-01,0,0,83333,1328595,0,162920770,0,False,755351.380506,1510703,62920770,2092482.480757,100000000,162920770,2000000.0,False,Latest Forecast,DTC Recovery / Margin
