return_id,source,source_id,source_line,customer_key,account_key,product_key,sale_date,quantity,refund_amount,lag_days,recovery_rate,return_initiation_date,return_receipt_date,refund_date,recoverable_quantity,non_sellable_quantity,return_reason
210,DTC,2052,1,1295,0,10,2023-01-12,1,4266,12,0.8,2023-01-19,2023-01-24,2023-01-26,1,0,Damaged in transit
211,DTC,2052,2,1295,0,14,2023-01-12,2,10956,24,0.8,2023-01-26,2023-02-05,2023-02-07,2,0,Defect
212,DTC,2060,1,1300,0,24,2023-01-12,2,3547,26,0.8,2023-01-28,2023-02-07,2023-02-09,2,0,Defect
213,DTC,2065,1,1304,0,21,2023-01-12,1,1805,25,0.8,2023-01-27,2023-02-06,2023-02-08,1,0,Damaged in transit
214,DTC,2114,1,2175,0,2,2023-01-12,2,11492,30,0.8,2023-01-30,2023-02-11,2023-02-13,2,0,Not as expected
215,DTC,2122,1,25997,0,3,2023-01-12,1,5360,6,0.8,2023-01-16,2023-01-18,2023-01-20,1,0,Damaged in transit
216,DTC,2123,1,40420,0,12,2023-01-12,1,4830,18,0.8,2023-01-23,2023-01-30,2023-02-01,1,0,Not as expected
217,DTC,2134,1,1343,0,12,2023-01-12,1,4830,30,0.8,2023-01-30,2023-02-11,2023-02-13,1,0,Fit / size
218,DTC,2139,2,1346,0,10,2023-01-12,1,4266,10,0.8,2023-01-18,2023-01-22,2023-01-24,1,0,Not as expected
219,DTC,2162,1,1357,0,5,2023-01-13,1,6632,35,0.8,2023-02-03,2023-02-17,2023-02-19,1,0,Fit / size
220,DTC,2167,2,1360,0,25,2023-01-13,1,5917,18,0.8,2023-01-24,2023-01-31,2023-02-02,1,0,Damaged in transit
221,DTC,2184,2,49409,0,3,2023-01-13,1,5360,19,0.8,2023-01-24,2023-02-01,2023-02-03,1,0,Not as expected
222,DTC,2187,1,1373,0,3,2023-01-13,1,5360,18,0.8,2023-01-24,2023-01-31,2023-02-02,1,0,Defect
223,DTC,2187,2,1373,0,32,2023-01-13,1,3866,19,0.8,2023-01-24,2023-02-01,2023-02-03,1,0,Defect
224,DTC,2193,1,1377,0,29,2023-01-13,1,4135,9,0.8,2023-01-18,2023-01-22,2023-01-24,1,0,Fit / size
225,DTC,2223,1,38439,0,1,2023-01-13,1,5753,17,0.8,2023-01-23,2023-01-30,2023-02-01,1,0,Fit / size
226,DTC,2224,1,1400,0,40,2023-01-13,1,6742,17,0.8,2023-01-23,2023-01-30,2023-02-01,1,0,Not as expected
227,DTC,2231,1,31869,0,2,2023-01-13,1,5746,9,0.8,2023-01-18,2023-01-22,2023-01-24,1,0,Defect
228,DTC,2235,1,28350,0,1,2023-01-13,1,5753,21,0.8,2023-01-26,2023-02-03,2023-02-05,1,0,Defect
229,DTC,2245,1,41925,0,3,2023-01-13,1,5360,19,0.8,2023-01-24,2023-02-01,2023-02-03,1,0,Fit / size
230,DTC,2250,2,1413,0,1,2023-01-13,2,11507,2,0.8,2023-01-14,2023-01-15,2023-01-17,2,0,Fit / size
231,DTC,2258,1,26563,0,3,2023-01-13,1,5360,20,0.8,2023-01-25,2023-02-02,2023-02-04,1,0,Changed mind
232,DTC,2303,2,1455,0,6,2023-01-13,2,8644,25,0.8,2023-01-28,2023-02-07,2023-02-09,2,0,Damaged in transit
233,DTC,2309,1,46515,0,6,2023-01-14,1,4322,27,0.8,2023-01-30,2023-02-10,2023-02-12,1,0,Defect
234,DTC,2312,1,1459,0,13,2023-01-14,1,4984,19,0.8,2023-01-25,2023-02-02,2023-02-04,1,0,Fit / size
235,DTC,2318,1,1464,0,10,2023-01-14,1,4266,14,0.8,2023-01-22,2023-01-28,2023-01-30,1,0,Fit / size
236,DTC,2330,2,1471,0,4,2023-01-14,1,4467,26,0.8,2023-01-30,2023-02-09,2023-02-11,1,0,Fit / size
237,DTC,2331,1,44545,0,2,2023-01-14,1,5746,3,0.8,2023-01-16,2023-01-17,2023-01-19,1,0,Changed mind
238,DTC,2334,1,40554,0,1,2023-01-14,1,5753,12,0.8,2023-01-21,2023-01-26,2023-01-28,1,0,Changed mind
239,DTC,2342,1,42214,0,10,2023-01-14,1,4266,16,0.8,2023-01-24,2023-01-30,2023-02-01,1,0,Not as expected
240,DTC,2365,2,10410,0,10,2023-01-14,1,4266,27,0.8,2023-01-30,2023-02-10,2023-02-12,1,0,Defect
241,DTC,2374,1,1493,0,30,2023-01-14,1,1747,12,0.8,2023-01-21,2023-01-26,2023-01-28,1,0,Defect
242,DTC,2406,1,1515,0,7,2023-01-14,1,5688,22,0.8,2023-01-27,2023-02-05,2023-02-07,1,0,Fit / size
243,DTC,2428,2,1525,0,3,2023-01-14,1,5360,22,0.8,2023-01-27,2023-02-05,2023-02-07,1,0,Changed mind
244,DTC,2437,1,1529,0,5,2023-01-14,1,6632,19,0.8,2023-01-25,2023-02-02,2023-02-04,1,0,Changed mind
245,DTC,2444,1,1532,0,6,2023-01-14,1,4322,12,0.8,2023-01-21,2023-01-26,2023-01-28,1,0,Not as expected
246,DTC,2452,1,13231,0,7,2023-01-15,2,11376,22,0.8,2023-01-28,2023-02-06,2023-02-08,2,0,Fit / size
247,DTC,2462,2,19491,0,2,2023-01-15,1,5746,10,0.8,2023-01-21,2023-01-25,2023-01-27,1,0,Changed mind
248,DTC,2464,2,1543,0,10,2023-01-15,1,4266,13,0.8,2023-01-23,2023-01-28,2023-01-30,1,0,Defect
249,DTC,2474,1,1549,0,2,2023-01-15,1,5746,21,0.8,2023-01-28,2023-02-05,2023-02-07,1,0,Changed mind
250,DTC,2479,1,16164,0,4,2023-01-15,1,4467,24,0.8,2023-01-29,2023-02-08,2023-02-10,1,0,Not as expected
251,DTC,2480,2,1553,0,37,2023-01-15,1,6827,26,0.8,2023-01-31,2023-02-10,2023-02-12,1,0,Changed mind
252,DTC,2483,1,50943,0,39,2023-01-15,1,2629,19,0.8,2023-01-26,2023-02-03,2023-02-05,1,0,Changed mind
253,DTC,2484,1,1555,0,4,2023-01-15,1,4467,30,0.8,2023-02-02,2023-02-14,2023-02-16,1,0,Defect
254,DTC,2491,1,1559,0,25,2023-01-15,1,5917,13,0.8,2023-01-23,2023-01-28,2023-01-30,1,0,Defect
255,DTC,2497,1,1561,0,3,2023-01-15,1,5360,20,0.8,2023-01-27,2023-02-04,2023-02-06,1,0,Damaged in transit
256,DTC,2500,1,29135,0,21,2023-01-15,2,3611,29,0.8,2023-02-01,2023-02-13,2023-02-15,2,0,Damaged in transit
257,DTC,2508,1,23305,0,2,2023-01-15,1,5746,27,0.8,2023-01-31,2023-02-11,2023-02-13,1,0,Damaged in transit
258,DTC,2510,1,44603,0,5,2023-01-15,1,6632,24,0.8,2023-01-29,2023-02-08,2023-02-10,1,0,Fit / size
259,DTC,2528,1,1576,0,3,2023-01-15,1,5360,18,0.8,2023-01-26,2023-02-02,2023-02-04,1,0,Fit / size
260,DTC,2536,1,1582,0,32,2023-01-15,1,3866,16,0.8,2023-01-25,2023-01-31,2023-02-02,1,0,Changed mind
261,DTC,2537,1,1583,0,8,2023-01-15,1,5223,24,0.8,2023-01-29,2023-02-08,2023-02-10,1,0,Damaged in transit
262,DTC,2544,1,16899,0,32,2023-01-15,1,3866,23,0.8,2023-01-29,2023-02-07,2023-02-09,1,0,Damaged in transit
263,DTC,2550,2,49426,0,14,2023-01-15,1,5478,17,0.8,2023-01-25,2023-02-01,2023-02-03,1,0,Defect
264,DTC,2558,1,27894,0,4,2023-01-15,1,4467,14,0.8,2023-01-23,2023-01-29,2023-01-31,1,0,Defect
265,DTC,2566,1,43621,0,68,2023-01-15,1,4329,19,0.8,2023-01-26,2023-02-03,2023-02-05,1,0,Changed mind
266,DTC,2579,1,1610,0,27,2023-01-15,2,3372,13,0.8,2023-01-23,2023-01-28,2023-01-30,2,0,Damaged in transit
267,DTC,2590,1,39736,0,14,2023-01-15,1,5478,11,0.8,2023-01-22,2023-01-26,2023-01-28,1,0,Changed mind
268,DTC,2607,2,27500,0,9,2023-01-15,2,11951,26,0.8,2023-01-31,2023-02-10,2023-02-12,2,0,Damaged in transit
269,DTC,2619,1,8326,0,27,2023-01-15,1,1686,30,0.8,2023-02-02,2023-02-14,2023-02-16,1,0,Not as expected
270,DTC,2628,1,36723,0,63,2023-01-15,2,13030,6,0.8,2023-01-19,2023-01-21,2023-01-23,2,0,Changed mind
271,DTC,2634,1,1646,0,13,2023-01-15,1,4984,34,0.8,2023-02-04,2023-02-18,2023-02-20,1,0,Damaged in transit
272,DTC,2635,1,1647,0,10,2023-01-15,2,8533,14,0.8,2023-01-23,2023-01-29,2023-01-31,2,0,Not as expected
273,DTC,2637,1,1569,0,5,2023-01-15,2,13264,25,0.8,2023-01-30,2023-02-09,2023-02-11,2,0,Not as expected
274,DTC,2641,2,1651,0,17,2023-01-15,1,5471,18,0.8,2023-01-26,2023-02-02,2023-02-04,1,0,Changed mind
275,DTC,2655,1,1663,0,1,2023-01-16,1,5753,17,0.8,2023-01-26,2023-02-02,2023-02-04,1,0,Defect
276,DTC,2664,2,5030,0,30,2023-01-16,1,1747,9,0.8,2023-01-21,2023-01-25,2023-01-27,1,0,Fit / size
277,DTC,2675,2,38385,0,23,2023-01-16,1,4050,21,0.8,2023-01-29,2023-02-06,2023-02-08,1,0,Changed mind
278,DTC,2683,1,9490,0,24,2023-01-16,1,1773,27,0.8,2023-02-01,2023-02-12,2023-02-14,1,0,Changed mind
279,DTC,2687,1,49835,0,13,2023-01-16,1,4984,20,0.8,2023-01-28,2023-02-05,2023-02-07,1,0,Not as expected
280,DTC,2691,1,1686,0,17,2023-01-16,1,5471,11,0.8,2023-01-23,2023-01-27,2023-01-29,1,0,Not as expected
281,DTC,2704,3,49623,0,13,2023-01-16,1,4984,17,0.8,2023-01-26,2023-02-02,2023-02-04,1,0,Damaged in transit
282,DTC,2707,2,1693,0,1,2023-01-16,1,5753,33,0.8,2023-02-05,2023-02-18,2023-02-20,1,0,Damaged in transit
283,DTC,2710,2,1695,0,73,2023-01-16,1,5263,17,0.8,2023-01-26,2023-02-02,2023-02-04,1,0,Fit / size
284,DTC,2723,1,1707,0,74,2023-01-16,1,3880,30,0.8,2023-02-03,2023-02-15,2023-02-17,1,0,Not as expected
285,DTC,2730,1,1711,0,3,2023-01-16,1,5360,15,0.8,2023-01-25,2023-01-31,2023-02-02,1,0,Damaged in transit
286,DTC,2739,1,1716,0,21,2023-01-16,1,1805,24,0.8,2023-01-30,2023-02-09,2023-02-11,1,0,Changed mind
287,DTC,2744,1,3014,0,25,2023-01-16,1,5917,15,0.8,2023-01-25,2023-01-31,2023-02-02,1,0,Fit / size
288,DTC,2765,1,1730,0,1,2023-01-16,1,5753,16,0.8,2023-01-26,2023-02-01,2023-02-03,1,0,Not as expected
289,DTC,2768,1,50545,0,12,2023-01-16,1,4830,17,0.8,2023-01-26,2023-02-02,2023-02-04,1,0,Fit / size
290,DTC,2770,1,32467,0,6,2023-01-16,1,4322,18,0.8,2023-01-27,2023-02-03,2023-02-05,1,0,Defect
291,DTC,2773,2,1735,0,1,2023-01-16,1,5753,20,0.8,2023-01-28,2023-02-05,2023-02-07,1,0,Damaged in transit
292,DTC,2777,2,47637,0,49,2023-01-16,2,3372,22,0.8,2023-01-29,2023-02-07,2023-02-09,2,0,Not as expected
293,DTC,2781,1,1740,0,16,2023-01-16,2,13131,26,0.8,2023-02-01,2023-02-11,2023-02-13,2,0,Fit / size
294,DTC,2822,1,17303,0,26,2023-01-17,1,3901,11,0.8,2023-01-24,2023-01-28,2023-01-30,1,0,Defect
295,DTC,2824,1,1770,0,10,2023-01-17,1,4266,27,0.8,2023-02-02,2023-02-13,2023-02-15,1,0,Not as expected
296,DTC,2846,1,1787,0,10,2023-01-17,1,4266,16,0.8,2023-01-27,2023-02-02,2023-02-04,1,0,Fit / size
297,DTC,2852,1,1793,0,26,2023-01-17,1,3901,15,0.8,2023-01-26,2023-02-01,2023-02-03,1,0,Damaged in transit
298,DTC,2867,2,44632,0,7,2023-01-17,2,11376,22,0.8,2023-01-30,2023-02-08,2023-02-10,2,0,Not as expected
299,DTC,2870,1,1806,0,1,2023-01-17,2,11507,17,0.8,2023-01-27,2023-02-03,2023-02-05,2,0,Not as expected
300,DTC,2874,1,13484,0,44,2023-01-17,1,6472,5,0.8,2023-01-20,2023-01-22,2023-01-24,1,0,Defect
301,DTC,2879,1,12515,0,11,2023-01-17,1,5114,25,0.8,2023-02-01,2023-02-11,2023-02-13,1,0,Fit / size
302,DTC,2886,1,1814,0,1,2023-01-17,1,5753,17,0.8,2023-01-27,2023-02-03,2023-02-05,1,0,Damaged in transit
303,DTC,2894,1,1822,0,61,2023-01-17,1,1735,29,0.8,2023-02-03,2023-02-15,2023-02-17,1,0,Changed mind
304,DTC,2901,1,1826,0,3,2023-01-17,1,5360,19,0.8,2023-01-28,2023-02-05,2023-02-07,1,0,Defect
305,DTC,2905,1,40622,0,5,2023-01-17,2,13264,20,0.8,2023-01-29,2023-02-06,2023-02-08,2,0,Not as expected
306,DTC,2919,2,3026,0,2,2023-01-17,1,5746,14,0.8,2023-01-25,2023-01-31,2023-02-02,1,0,Changed mind
307,DTC,2921,1,1837,0,1,2023-01-17,1,5753,21,0.8,2023-01-30,2023-02-07,2023-02-09,1,0,Fit / size
308,DTC,2924,1,1840,0,20,2023-01-17,2,7985,17,0.8,2023-01-27,2023-02-03,2023-02-05,2,0,Not as expected
309,DTC,2925,1,1841,0,8,2023-01-17,1,5223,24,0.8,2023-01-31,2023-02-10,2023-02-12,1,0,Defect
310,DTC,2927,1,5025,0,3,2023-01-17,1,5360,32,0.8,2023-02-05,2023-02-18,2023-02-20,1,0,Defect
311,DTC,2929,1,1843,0,5,2023-01-17,1,6632,16,0.8,2023-01-27,2023-02-02,2023-02-04,1,0,Damaged in transit
312,DTC,2936,1,1848,0,6,2023-01-17,1,4322,8,0.8,2023-01-22,2023-01-25,2023-01-27,1,0,Defect
313,DTC,2939,2,1850,0,32,2023-01-17,1,3866,7,0.8,2023-01-21,2023-01-24,2023-01-26,1,0,Not as expected
314,DTC,2941,2,1852,0,3,2023-01-17,1,5360,17,0.8,2023-01-27,2023-02-03,2023-02-05,1,0,Not as expected
315,DTC,2971,1,50237,0,27,2023-01-17,1,1686,6,0.8,2023-01-21,2023-01-23,2023-01-25,1,0,Not as expected
316,DTC,2987,1,27536,0,26,2023-01-17,1,3901,17,0.8,2023-01-27,2023-02-03,2023-02-05,1,0,Not as expected
317,DTC,2988,1,1885,0,27,2023-01-17,1,1686,21,0.8,2023-01-30,2023-02-07,2023-02-09,1,0,Not as expected
318,DTC,3009,1,26167,0,2,2023-01-18,1,5746,30,0.8,2023-02-05,2023-02-17,2023-02-19,1,0,Defect
319,DTC,3028,2,1905,0,1,2023-01-18,1,5753,19,0.8,2023-01-29,2023-02-06,2023-02-08,1,0,Changed mind
320,DTC,3034,2,7223,0,7,2023-01-18,1,5688,11,0.8,2023-01-25,2023-01-29,2023-01-31,1,0,Not as expected
321,DTC,3043,2,1911,0,20,2023-01-18,1,3992,9,0.8,2023-01-23,2023-01-27,2023-01-29,1,0,Changed mind
322,DTC,3062,2,1925,0,10,2023-01-18,1,4266,22,0.8,2023-01-31,2023-02-09,2023-02-11,1,0,Damaged in transit
323,DTC,3073,1,1931,0,45,2023-01-18,1,2458,30,0.8,2023-02-05,2023-02-17,2023-02-19,1,0,Fit / size
324,DTC,3091,1,193,0,3,2023-01-18,1,5360,22,0.8,2023-01-31,2023-02-09,2023-02-11,1,0,Damaged in transit
325,DTC,3127,1,27553,0,2,2023-01-18,1,5746,12,0.8,2023-01-25,2023-01-30,2023-02-01,1,0,Not as expected
326,DTC,3143,1,17013,0,18,2023-01-18,1,2582,14,0.8,2023-01-26,2023-02-01,2023-02-03,1,0,Fit / size
327,DTC,3148,1,1980,0,10,2023-01-18,1,4266,18,0.8,2023-01-29,2023-02-05,2023-02-07,1,0,Damaged in transit
328,DTC,3153,1,41313,0,59,2023-01-18,2,7982,13,0.8,2023-01-26,2023-01-31,2023-02-02,2,0,Changed mind
329,DTC,3163,1,24575,0,21,2023-01-18,2,3611,25,0.8,2023-02-02,2023-02-12,2023-02-14,2,0,Defect
330,DTC,3197,1,2011,0,11,2023-01-19,1,5114,28,0.8,2023-02-05,2023-02-16,2023-02-18,1,0,Fit / size
331,DTC,3210,1,2021,0,3,2023-01-19,1,5360,23,0.8,2023-02-02,2023-02-11,2023-02-13,1,0,Changed mind
332,DTC,3215,2,2025,0,1,2023-01-19,1,5753,37,0.8,2023-02-10,2023-02-25,2023-02-27,1,0,Damaged in transit
333,DTC,3234,1,2038,0,35,2023-01-19,1,5044,19,0.8,2023-01-30,2023-02-07,2023-02-09,1,0,Damaged in transit
334,DTC,3244,2,39520,0,7,2023-01-19,1,5688,19,0.8,2023-01-30,2023-02-07,2023-02-09,1,0,Changed mind
335,DTC,3261,1,21346,0,62,2023-01-19,1,4730,23,0.8,2023-02-02,2023-02-11,2023-02-13,1,0,Not as expected
336,DTC,3264,1,2056,0,14,2023-01-19,1,5478,18,0.8,2023-01-30,2023-02-06,2023-02-08,1,0,Fit / size
337,DTC,3269,2,52478,0,35,2023-01-19,1,5044,24,0.8,2023-02-02,2023-02-12,2023-02-14,1,0,Fit / size
338,DTC,3291,1,31065,0,17,2023-01-19,1,5471,17,0.8,2023-01-29,2023-02-05,2023-02-07,1,0,Defect
339,DTC,3307,1,2082,0,3,2023-01-19,1,5360,20,0.8,2023-01-31,2023-02-08,2023-02-10,1,0,Changed mind
340,DTC,3308,1,2083,0,47,2023-01-19,1,4744,13,0.8,2023-01-27,2023-02-01,2023-02-03,1,0,Not as expected
341,DTC,3320,1,2089,0,20,2023-01-19,1,3992,12,0.8,2023-01-26,2023-01-31,2023-02-02,1,0,Changed mind
342,DTC,3354,1,2110,0,20,2023-01-19,1,3992,18,0.8,2023-01-30,2023-02-06,2023-02-08,1,0,Defect
343,DTC,3365,1,2116,0,2,2023-01-19,1,5746,13,0.8,2023-01-27,2023-02-01,2023-02-03,1,0,Fit / size
344,DTC,3381,1,11811,0,7,2023-01-20,1,5688,25,0.8,2023-02-04,2023-02-14,2023-02-16,1,0,Not as expected
345,DTC,3385,1,2929,0,7,2023-01-20,1,5688,19,0.8,2023-01-31,2023-02-08,2023-02-10,1,0,Defect
346,DTC,3411,2,2147,0,4,2023-01-20,1,4467,20,0.8,2023-02-01,2023-02-09,2023-02-11,1,0,Not as expected
347,DTC,3417,2,11819,0,17,2023-01-20,1,5471,19,0.8,2023-01-31,2023-02-08,2023-02-10,1,0,Damaged in transit
348,DTC,3418,1,13896,0,20,2023-01-20,1,3992,15,0.8,2023-01-29,2023-02-04,2023-02-06,1,0,Changed mind
349,DTC,3419,1,2150,0,36,2023-01-20,1,1844,20,0.8,2023-02-01,2023-02-09,2023-02-11,1,0,Fit / size
350,DTC,3425,3,49385,0,2,2023-01-20,1,5746,14,0.8,2023-01-28,2023-02-03,2023-02-05,1,0,Defect
351,DTC,3454,2,4566,0,32,2023-01-20,1,3866,14,0.8,2023-01-28,2023-02-03,2023-02-05,1,0,Not as expected
352,DTC,3457,1,37486,0,1,2023-01-20,1,5753,26,0.8,2023-02-05,2023-02-15,2023-02-17,1,0,Changed mind
353,DTC,3467,1,12935,0,7,2023-01-20,1,5688,7,0.8,2023-01-24,2023-01-27,2023-01-29,1,0,Fit / size
354,DTC,3510,1,4138,0,20,2023-01-20,1,3992,16,0.8,2023-01-30,2023-02-05,2023-02-07,1,0,Not as expected
355,DTC,3528,1,13279,0,14,2023-01-20,1,5478,20,0.8,2023-02-01,2023-02-09,2023-02-11,1,0,Damaged in transit
356,DTC,3536,2,2212,0,11,2023-01-20,1,5114,29,0.8,2023-02-06,2023-02-18,2023-02-20,1,0,Changed mind
357,DTC,3537,1,25413,0,36,2023-01-20,2,3687,21,0.8,2023-02-02,2023-02-10,2023-02-12,2,0,Fit / size
358,DTC,3538,1,35086,0,17,2023-01-20,1,5471,8,0.8,2023-01-25,2023-01-28,2023-01-30,1,0,Fit / size
359,DTC,3544,1,2218,0,23,2023-01-20,1,4050,25,0.8,2023-02-04,2023-02-14,2023-02-16,1,0,Not as expected
360,DTC,3582,1,2245,0,2,2023-01-20,1,5746,15,0.8,2023-01-29,2023-02-04,2023-02-06,1,0,Not as expected
361,DTC,3593,1,2252,0,54,2023-01-20,2,11141,15,0.8,2023-01-29,2023-02-04,2023-02-06,2,0,Defect
362,DTC,3604,1,27701,0,2,2023-01-21,1,5746,21,0.8,2023-02-03,2023-02-11,2023-02-13,1,0,Changed mind
363,DTC,3607,1,2260,0,28,2023-01-21,1,4820,20,0.8,2023-02-02,2023-02-10,2023-02-12,1,0,Damaged in transit
364,DTC,3622,1,48197,0,2,2023-01-21,1,5746,27,0.8,2023-02-06,2023-02-17,2023-02-19,1,0,Fit / size
365,DTC,3623,2,1097,0,7,2023-01-21,1,5688,19,0.8,2023-02-01,2023-02-09,2023-02-11,1,0,Changed mind
366,DTC,3626,2,2270,0,18,2023-01-21,2,5163,28,0.8,2023-02-07,2023-02-18,2023-02-20,2,0,Damaged in transit
367,DTC,3639,2,2279,0,5,2023-01-21,1,6632,20,0.8,2023-02-02,2023-02-10,2023-02-12,1,0,Defect
368,DTC,3641,2,2280,0,5,2023-01-21,1,6632,22,0.8,2023-02-03,2023-02-12,2023-02-14,1,0,Defect
369,DTC,3673,1,7673,0,14,2023-01-21,1,5478,24,0.8,2023-02-04,2023-02-14,2023-02-16,1,0,Changed mind
370,DTC,3698,1,8610,0,21,2023-01-21,1,1805,23,0.8,2023-02-04,2023-02-13,2023-02-15,1,0,Changed mind
371,DTC,3702,1,2319,0,4,2023-01-21,1,4467,23,0.8,2023-02-04,2023-02-13,2023-02-15,1,0,Fit / size
372,DTC,3720,1,2333,0,21,2023-01-21,2,3611,20,0.8,2023-02-02,2023-02-10,2023-02-12,2,0,Defect
373,DTC,3727,1,2335,0,56,2023-01-21,1,6269,13,0.8,2023-01-29,2023-02-03,2023-02-05,1,0,Fit / size
374,DTC,3735,1,2338,0,13,2023-01-21,1,4984,18,0.8,2023-02-01,2023-02-08,2023-02-10,1,0,Defect
375,DTC,3741,2,2344,0,10,2023-01-21,1,4266,23,0.8,2023-02-04,2023-02-13,2023-02-15,1,0,Changed mind
376,DTC,3745,3,21113,0,61,2023-01-21,1,1735,23,0.8,2023-02-04,2023-02-13,2023-02-15,1,0,Changed mind
377,DTC,3750,1,46603,0,1,2023-01-21,1,5753,11,0.8,2023-01-28,2023-02-01,2023-02-03,1,0,Not as expected
378,DTC,3760,1,4703,0,2,2023-01-21,1,5746,12,0.8,2023-01-28,2023-02-02,2023-02-04,1,0,Fit / size
379,DTC,3761,2,30252,0,22,2023-01-21,1,5736,21,0.8,2023-02-03,2023-02-11,2023-02-13,1,0,Damaged in transit
380,DTC,3772,1,2360,0,28,2023-01-21,1,4820,19,0.8,2023-02-01,2023-02-09,2023-02-11,1,0,Not as expected
381,DTC,3781,1,2364,0,10,2023-01-22,1,4266,29,0.8,2023-02-08,2023-02-20,2023-02-22,1,0,Defect
382,DTC,3785,2,13703,0,7,2023-01-22,2,11376,30,0.8,2023-02-09,2023-02-21,2023-02-23,2,0,Damaged in transit
383,DTC,3799,1,2373,0,20,2023-01-22,1,3992,12,0.8,2023-01-29,2023-02-03,2023-02-05,1,0,Fit / size
384,DTC,3804,1,2377,0,6,2023-01-22,1,4322,9,0.8,2023-01-27,2023-01-31,2023-02-02,1,0,Defect
385,DTC,3805,1,2378,0,2,2023-01-22,2,11492,18,0.8,2023-02-02,2023-02-09,2023-02-11,2,0,Fit / size
386,DTC,3809,1,10258,0,21,2023-01-22,1,1805,15,0.8,2023-01-31,2023-02-06,2023-02-08,1,0,Changed mind
387,DTC,3819,1,2386,0,2,2023-01-22,2,11492,15,0.8,2023-01-31,2023-02-06,2023-02-08,2,0,Fit / size
388,DTC,3821,1,2388,0,12,2023-01-22,1,4830,19,0.8,2023-02-02,2023-02-10,2023-02-12,1,0,Not as expected
389,DTC,3824,1,2389,0,2,2023-01-22,1,5746,19,0.8,2023-02-02,2023-02-10,2023-02-12,1,0,Defect
390,DTC,3826,1,2391,0,11,2023-01-22,1,5114,10,0.8,2023-01-28,2023-02-01,2023-02-03,1,0,Defect
391,DTC,3835,1,2398,0,27,2023-01-22,1,1686,23,0.8,2023-02-05,2023-02-14,2023-02-16,1,0,Damaged in transit
392,DTC,3840,1,2401,0,12,2023-01-22,1,4830,22,0.8,2023-02-04,2023-02-13,2023-02-15,1,0,Changed mind
393,DTC,3843,1,2403,0,33,2023-01-22,1,2230,19,0.8,2023-02-02,2023-02-10,2023-02-12,1,0,Not as expected
394,DTC,3873,1,2419,0,2,2023-01-22,1,5746,19,0.8,2023-02-02,2023-02-10,2023-02-12,1,0,Fit / size
395,DTC,3874,3,2420,0,4,2023-01-22,1,4467,22,0.8,2023-02-04,2023-02-13,2023-02-15,1,0,Defect
396,DTC,3883,1,45007,0,8,2023-01-22,1,5223,10,0.8,2023-01-28,2023-02-01,2023-02-03,1,0,Not as expected
397,DTC,3891,2,2426,0,17,2023-01-22,2,10941,15,0.8,2023-01-31,2023-02-06,2023-02-08,2,0,Damaged in transit
398,DTC,3914,1,2441,0,1,2023-01-22,2,11507,15,0.8,2023-01-31,2023-02-06,2023-02-08,2,0,Defect
399,DTC,3922,1,2449,0,75,2023-01-22,1,7964,19,0.8,2023-02-02,2023-02-10,2023-02-12,1,0,Defect
400,DTC,3927,1,2453,0,2,2023-01-22,1,5746,19,0.8,2023-02-02,2023-02-10,2023-02-12,1,0,Damaged in transit
401,DTC,3929,1,2454,0,2,2023-01-22,2,11492,16,0.8,2023-02-01,2023-02-07,2023-02-09,2,0,Fit / size
402,DTC,3930,1,9057,0,29,2023-01-23,1,4135,14,0.8,2023-01-31,2023-02-06,2023-02-08,1,0,Defect
403,DTC,3934,1,50829,0,41,2023-01-23,1,2682,14,0.8,2023-01-31,2023-02-06,2023-02-08,1,0,Changed mind
404,DTC,3950,1,2467,0,1,2023-01-23,1,5753,16,0.8,2023-02-02,2023-02-08,2023-02-10,1,0,Defect
405,DTC,3961,1,44572,0,1,2023-01-23,1,5753,19,0.8,2023-02-03,2023-02-11,2023-02-13,1,0,Not as expected
406,DTC,3968,1,2478,0,8,2023-01-23,2,10445,11,0.8,2023-01-30,2023-02-03,2023-02-05,2,0,Defect
407,DTC,3994,1,2493,0,7,2023-01-23,1,5688,9,0.8,2023-01-28,2023-02-01,2023-02-03,1,0,Changed mind
408,DTC,4002,1,2498,0,4,2023-01-23,1,4467,15,0.8,2023-02-01,2023-02-07,2023-02-09,1,0,Not as expected
409,DTC,4011,2,2501,0,7,2023-01-23,1,5688,23,0.8,2023-02-06,2023-02-15,2023-02-17,1,0,Changed mind
410,DTC,4026,1,38418,0,8,2023-01-23,1,5223,17,0.8,2023-02-02,2023-02-09,2023-02-11,1,0,Changed mind
411,DTC,4029,1,52122,0,4,2023-01-23,1,4467,15,0.8,2023-02-01,2023-02-07,2023-02-09,1,0,Damaged in transit
412,DTC,4036,1,26590,0,31,2023-01-23,1,5363,11,0.8,2023-01-30,2023-02-03,2023-02-05,1,0,Defect
413,DTC,4041,2,47049,0,2,2023-01-23,1,5746,28,0.8,2023-02-09,2023-02-20,2023-02-22,1,0,Not as expected
414,DTC,4042,1,13410,0,9,2023-01-23,2,11951,23,0.8,2023-02-06,2023-02-15,2023-02-17,2,0,Fit / size
415,DTC,4066,1,2542,0,4,2023-01-23,1,4467,18,0.8,2023-02-03,2023-02-10,2023-02-12,1,0,Defect
416,DTC,4072,1,2547,0,2,2023-01-23,1,5746,19,0.8,2023-02-03,2023-02-11,2023-02-13,1,0,Defect
