date,account_code,department_name,memo,amount,version_name,scenario_name
2023-01-18,1000,Finance,DTC delivery cost,-2016.0,Actual,
2023-01-18,1000,Finance,Processor settlement,16506.754746,Actual,
2023-01-18,1000,Finance,Refund paid,-340.448533,Actual,
2023-01-18,1150,Marketing / Ecommerce,DTC sale,15661.693662,Actual,
2023-01-18,1150,Marketing / Ecommerce,Processor settlement,-16506.754746,Actual,
2023-01-18,1200,Supply Chain / Operations,COGS on shipment,-4316.245323,Actual,
2023-01-18,1200,Supply Chain / Operations,Return to stock,105.007616,Actual,
2023-01-18,2200,Finance,Refund paid,340.448533,Actual,
2023-01-18,2200,Finance,Returns reserve,-574.506128,Actual,
2023-01-18,4000,Marketing / Ecommerce,DTC sale,-15209.115843,Actual,
2023-01-18,4020,Marketing / Ecommerce,DTC sale,-452.577819,Actual,
2023-01-18,4110,Marketing / Ecommerce,Returns reserve,574.506128,Actual,
2023-01-18,5000,Supply Chain / Operations,COGS on shipment,3366.671352,Actual,
2023-01-18,5000,Supply Chain / Operations,Return to stock,-105.007616,Actual,
2023-01-18,5010,Supply Chain / Operations,COGS on shipment,517.949439,Actual,
2023-01-18,5020,Supply Chain / Operations,COGS on shipment,431.624532,Actual,
2023-01-18,5100,Supply Chain / Operations,DTC delivery cost,1392.0,Actual,
2023-01-18,5200,Supply Chain / Operations,DTC delivery cost,624.0,Actual,
2023-01-19,1000,Finance,DTC delivery cost,-2026.5,Actual,
2023-01-19,1000,Finance,Processor settlement,14593.416278,Actual,
2023-01-19,1000,Finance,Refund paid,-459.37783,Actual,
2023-01-19,1000,Finance,Wholesale delivery cost,-247.804337,Actual,
2023-01-19,1100,Wholesale Sales,Wholesale sale,6016.907617,Actual,
2023-01-19,1150,Marketing / Ecommerce,DTC sale,15139.302247,Actual,
2023-01-19,1150,Marketing / Ecommerce,Processor settlement,-14593.416278,Actual,
2023-01-19,1200,Supply Chain / Operations,COGS on shipment,-7974.711399,Actual,
2023-01-19,1200,Supply Chain / Operations,Return to stock,150.01088,Actual,
2023-01-19,2200,Finance,Refund paid,459.37783,Actual,
2023-01-19,2200,Finance,Returns reserve,-807.127747,Actual,
2023-01-19,4000,Marketing / Ecommerce,DTC sale,-14715.368594,Actual,
2023-01-19,4010,Wholesale Sales,Wholesale sale,-6193.449766,Actual,
2023-01-19,4020,Marketing / Ecommerce,DTC sale,-423.933653,Actual,
2023-01-19,4110,Marketing / Ecommerce,Returns reserve,715.155417,Actual,
2023-01-19,4120,Wholesale Sales,Returns reserve,91.97233,Actual,
2023-01-19,4130,Wholesale Sales,Wholesale sale,79.443967,Actual,
2023-01-19,4140,Wholesale Sales,Wholesale sale,52.962645,Actual,
2023-01-19,4150,Wholesale Sales,Wholesale sale,44.135537,Actual,
2023-01-19,5000,Supply Chain / Operations,COGS on shipment,6220.274891,Actual,
2023-01-19,5000,Supply Chain / Operations,Return to stock,-150.01088,Actual,
2023-01-19,5010,Supply Chain / Operations,COGS on shipment,956.965368,Actual,
2023-01-19,5020,Supply Chain / Operations,COGS on shipment,797.47114,Actual,
2023-01-19,5100,Supply Chain / Operations,DTC delivery cost,1399.25,Actual,
2023-01-19,5110,Supply Chain / Operations,Wholesale delivery cost,108.304337,Actual,
2023-01-19,5200,Supply Chain / Operations,DTC delivery cost,627.25,Actual,
2023-01-19,5210,Supply Chain / Operations,Wholesale delivery cost,139.5,Actual,
2023-01-20,1000,Finance,DTC delivery cost,-2268.0,Actual,
2023-01-20,1000,Finance,Processor settlement,14257.035188,Actual,
2023-01-20,1000,Finance,Refund paid,-515.380855,Actual,
2023-01-20,1000,Finance,Wholesale delivery cost,-490.992271,Actual,
2023-01-20,1100,Wholesale Sales,Wholesale sale,11852.348402,Actual,
2023-01-20,1150,Marketing / Ecommerce,DTC sale,17156.990097,Actual,
2023-01-20,1150,Marketing / Ecommerce,Processor settlement,-14257.035188,Actual,
2023-01-20,1200,Supply Chain / Operations,COGS on shipment,-13103.2728,Actual,
2023-01-20,1200,Supply Chain / Operations,Return to stock,180.013056,Actual,
2023-01-20,2200,Finance,Refund paid,515.380855,Actual,
2023-01-20,2200,Finance,Returns reserve,-928.838179,Actual,
2023-01-20,4000,Marketing / Ecommerce,DTC sale,-16601.293282,Actual,
2023-01-20,4010,Wholesale Sales,Wholesale sale,-12582.188763,Actual,
2023-01-20,4020,Marketing / Ecommerce,DTC sale,-555.696815,Actual,
2023-01-20,4110,Marketing / Ecommerce,Returns reserve,928.838179,Actual,
2023-01-20,4130,Wholesale Sales,Wholesale sale,328.428162,Actual,
2023-01-20,4140,Wholesale Sales,Wholesale sale,218.952108,Actual,
2023-01-20,4150,Wholesale Sales,Wholesale sale,182.46009,Actual,
2023-01-20,5000,Supply Chain / Operations,COGS on shipment,10220.552784,Actual,
2023-01-20,5000,Supply Chain / Operations,Return to stock,-180.013056,Actual,
2023-01-20,5010,Supply Chain / Operations,COGS on shipment,1572.392736,Actual,
2023-01-20,5020,Supply Chain / Operations,COGS on shipment,1310.32728,Actual,
2023-01-20,5100,Supply Chain / Operations,DTC delivery cost,1566.0,Actual,
2023-01-20,5110,Supply Chain / Operations,Wholesale delivery cost,213.342271,Actual,
2023-01-20,5200,Supply Chain / Operations,DTC delivery cost,702.0,Actual,
2023-01-20,5210,Supply Chain / Operations,Wholesale delivery cost,277.65,Actual,
2023-01-21,1000,Finance,DTC delivery cost,-1879.5,Actual,
2023-01-21,1000,Finance,Processor settlement,15661.693662,Actual,
2023-01-21,1000,Finance,Refund paid,-773.688327,Actual,
2023-01-21,1000,Finance,Wholesale delivery cost,-330.498897,Actual,
2023-01-21,1100,Wholesale Sales,Wholesale sale,8761.049846,Actual,
2023-01-21,1150,Marketing / Ecommerce,DTC sale,13970.085277,Actual,
2023-01-21,1150,Marketing / Ecommerce,Processor settlement,-15661.693662,Actual,
2023-01-21,1200,Supply Chain / Operations,COGS on shipment,-8886.850089,Actual,
2023-01-21,1200,Supply Chain / Operations,Return to stock,225.01632,Actual,
2023-01-21,2200,Finance,Refund paid,773.688327,Actual,
2023-01-21,2200,Finance,Returns reserve,-951.002443,Actual,
2023-01-21,4000,Marketing / Ecommerce,DTC sale,-13551.880457,Actual,
2023-01-21,4010,Wholesale Sales,Wholesale sale,-8868.286782,Actual,
2023-01-21,4020,Marketing / Ecommerce,DTC sale,-418.20482,Actual,
2023-01-21,4110,Marketing / Ecommerce,Returns reserve,951.002443,Actual,
2023-01-21,4130,Wholesale Sales,Wholesale sale,48.256621,Actual,
2023-01-21,4140,Wholesale Sales,Wholesale sale,32.171081,Actual,
2023-01-21,4150,Wholesale Sales,Wholesale sale,26.809234,Actual,
2023-01-21,5000,Supply Chain / Operations,COGS on shipment,6931.74307,Actual,
2023-01-21,5000,Supply Chain / Operations,Return to stock,-225.01632,Actual,
2023-01-21,5010,Supply Chain / Operations,COGS on shipment,1066.422011,Actual,
2023-01-21,5020,Supply Chain / Operations,COGS on shipment,888.685009,Actual,
2023-01-21,5100,Supply Chain / Operations,DTC delivery cost,1297.75,Actual,
2023-01-21,5110,Supply Chain / Operations,Wholesale delivery cost,157.698897,Actual,
2023-01-21,5200,Supply Chain / Operations,DTC delivery cost,581.75,Actual,
2023-01-21,5210,Supply Chain / Operations,Wholesale delivery cost,172.8,Actual,
2023-01-22,1000,Finance,DTC delivery cost,-1648.5,Actual,
2023-01-22,1000,Finance,Processor settlement,15139.302247,Actual,
2023-01-22,1000,Finance,Refund paid,-579.71399,Actual,
2023-01-22,1150,Marketing / Ecommerce,DTC sale,12368.626273,Actual,
2023-01-22,1150,Marketing / Ecommerce,Processor settlement,-15139.302247,Actual,
2023-01-22,1200,Supply Chain / Operations,COGS on shipment,-3414.883257,Actual,
2023-01-22,1200,Supply Chain / Operations,Return to stock,180.013056,Actual,
2023-01-22,2200,Finance,Refund paid,579.71399,Actual,
2023-01-22,2200,Finance,Returns reserve,-1362.670336,Actual,
2023-01-22,4000,Marketing / Ecommerce,DTC sale,-12013.438618,Actual,
2023-01-22,4020,Marketing / Ecommerce,DTC sale,-355.187655,Actual,
2023-01-22,4110,Marketing / Ecommerce,Returns reserve,1362.670336,Actual,
2023-01-22,5000,Supply Chain / Operations,COGS on shipment,2663.60894,Actual,
2023-01-22,5000,Supply Chain / Operations,Return to stock,-180.013056,Actual,
2023-01-22,5010,Supply Chain / Operations,COGS on shipment,409.785991,Actual,
2023-01-22,5020,Supply Chain / Operations,COGS on shipment,341.488326,Actual,
2023-01-22,5100,Supply Chain / Operations,DTC delivery cost,1138.25,Actual,
2023-01-22,5200,Supply Chain / Operations,DTC delivery cost,510.25,Actual,
2023-01-23,1000,Finance,DTC delivery cost,-2268.0,Actual,
2023-01-23,1000,Finance,Processor settlement,17156.990097,Actual,
2023-01-23,1000,Finance,Refund paid,-607.098457,Actual,
2023-01-23,1000,Finance,Wholesale delivery cost,-128.718448,Actual,
2023-01-23,1100,Wholesale Sales,Wholesale sale,3351.024868,Actual,
2023-01-23,1150,Marketing / Ecommerce,DTC sale,16765.495077,Actual,
2023-01-23,1150,Marketing / Ecommerce,Processor settlement,-17156.990097,Actual,
2023-01-23,1200,Supply Chain / Operations,COGS on shipment,-6608.619651,Actual,
2023-01-23,1200,Supply Chain / Operations,Return to stock,225.01632,Actual,
2023-01-23,2200,Finance,Refund paid,607.098457,Actual,
2023-01-23,2200,Finance,Returns reserve,-1508.574101,Actual,
2023-01-23,4000,Marketing / Ecommerce,DTC sale,-16272.815426,Actual,
2023-01-23,4010,Wholesale Sales,Wholesale sale,-3392.983,Actual,
2023-01-23,4020,Marketing / Ecommerce,DTC sale,-492.679651,Actual,
2023-01-23,4110,Marketing / Ecommerce,Returns reserve,1352.550794,Actual,
2023-01-23,4120,Wholesale Sales,Returns reserve,156.023307,Actual,
2023-01-23,4130,Wholesale Sales,Wholesale sale,18.881159,Actual,
2023-01-23,4140,Wholesale Sales,Wholesale sale,12.58744,Actual,
2023-01-23,4150,Wholesale Sales,Wholesale sale,10.489533,Actual,
2023-01-23,5000,Supply Chain / Operations,COGS on shipment,5154.723328,Actual,
2023-01-23,5000,Supply Chain / Operations,Return to stock,-225.01632,Actual,
2023-01-23,5010,Supply Chain / Operations,COGS on shipment,793.034358,Actual,
2023-01-23,5020,Supply Chain / Operations,COGS on shipment,660.861965,Actual,
2023-01-23,5100,Supply Chain / Operations,DTC delivery cost,1566.0,Actual,
2023-01-23,5110,Supply Chain / Operations,Wholesale delivery cost,60.318448,Actual,
2023-01-23,5200,Supply Chain / Operations,DTC delivery cost,702.0,Actual,
2023-01-23,5210,Supply Chain / Operations,Wholesale delivery cost,68.4,Actual,
2023-01-24,1000,Finance,DTC delivery cost,-1491.0,Actual,
2023-01-24,1000,Finance,Processor settlement,13970.085277,Actual,
2023-01-24,1000,Finance,Refund paid,-489.563682,Actual,
2023-01-24,1150,Marketing / Ecommerce,DTC sale,10699.126681,Actual,
2023-01-24,1150,Marketing / Ecommerce,Processor settlement,-13970.085277,Actual,
2023-01-24,1200,Supply Chain / Operations,COGS on shipment,-2960.912857,Actual,
2023-01-24,1200,Supply Chain / Operations,Return to stock,165.011968,Actual,
2023-01-24,2200,Finance,Refund paid,489.563682,Actual,
2023-01-24,2200,Finance,Returns reserve,-857.520091,Actual,
2023-01-24,4000,Marketing / Ecommerce,DTC sale,-10338.210193,Actual,
2023-01-24,4020,Marketing / Ecommerce,DTC sale,-360.916488,Actual,
2023-01-24,4110,Marketing / Ecommerce,Returns reserve,857.520091,Actual,
2023-01-24,5000,Supply Chain / Operations,COGS on shipment,2309.512028,Actual,
2023-01-24,5000,Supply Chain / Operations,Return to stock,-165.011968,Actual,
2023-01-24,5010,Supply Chain / Operations,COGS on shipment,355.309543,Actual,
2023-01-24,5020,Supply Chain / Operations,COGS on shipment,296.091286,Actual,
2023-01-24,5100,Supply Chain / Operations,DTC delivery cost,1029.5,Actual,
2023-01-24,5200,Supply Chain / Operations,DTC delivery cost,461.5,Actual,
2023-01-25,1000,Finance,DTC delivery cost,-2068.5,Actual,
2023-01-25,1000,Finance,Processor settlement,12368.626273,Actual,
2023-01-25,1000,Finance,Refund paid,-792.199684,Actual,
2023-01-25,1000,Finance,Wholesale delivery cost,-83.285627,Actual,
2023-01-25,1100,Wholesale Sales,Wholesale sale,2026.979273,Actual,
2023-01-25,1150,Marketing / Ecommerce,DTC sale,16005.431108,Actual,
2023-01-25,1150,Marketing / Ecommerce,Processor settlement,-12368.626273,Actual,
2023-01-25,1200,Supply Chain / Operations,COGS on shipment,-5580.752103,Actual,
2023-01-25,1200,Supply Chain / Operations,Return to stock,255.018496,Actual,
2023-01-25,2200,Finance,Refund paid,792.199684,Actual,
2023-01-25,2200,Finance,Returns reserve,-1228.734499,Actual,
2023-01-25,4000,Marketing / Ecommerce,DTC sale,-15512.751458,Actual,
2023-01-25,4010,Wholesale Sales,Wholesale sale,-2048.111588,Actual,
2023-01-25,4020,Marketing / Ecommerce,DTC sale,-492.679651,Actual,
2023-01-25,4110,Marketing / Ecommerce,Returns reserve,1228.734499,Actual,
2023-01-25,4130,Wholesale Sales,Wholesale sale,9.509542,Actual,
2023-01-25,4140,Wholesale Sales,Wholesale sale,6.339695,Actual,
2023-01-25,4150,Wholesale Sales,Wholesale sale,5.283079,Actual,
2023-01-25,5000,Supply Chain / Operations,COGS on shipment,4352.98664,Actual,
2023-01-25,5000,Supply Chain / Operations,Return to stock,-255.018496,Actual,
2023-01-25,5010,Supply Chain / Operations,COGS on shipment,669.690252,Actual,
2023-01-25,5020,Supply Chain / Operations,COGS on shipment,558.07521,Actual,
2023-01-25,5100,Supply Chain / Operations,DTC delivery cost,1428.25,Actual,
2023-01-25,5110,Supply Chain / Operations,Wholesale delivery cost,36.485627,Actual,
2023-01-25,5200,Supply Chain / Operations,DTC delivery cost,640.25,Actual,
2023-01-25,5210,Supply Chain / Operations,Wholesale delivery cost,46.8,Actual,
2023-01-26,1000,Finance,DTC delivery cost,-1995.0,Actual,
2023-01-26,1000,Finance,Processor settlement,16765.495077,Actual,
2023-01-26,1000,Finance,Refund paid,-647.811101,Actual,
2023-01-26,1150,Marketing / Ecommerce,DTC sale,16212.316685,Actual,
2023-01-26,1150,Marketing / Ecommerce,Processor settlement,-16765.495077,Actual,
2023-01-26,1200,Supply Chain / Operations,COGS on shipment,-4439.74194,Actual,
2023-01-26,1200,Supply Chain / Operations,Return to stock,270.019584,Actual,
2023-01-26,2200,Finance,Refund paid,647.811101,Actual,
2023-01-26,2200,Finance,Returns reserve,-914.559752,Actual,
2023-01-26,4000,Marketing / Ecommerce,DTC sale,-15713.908202,Actual,
2023-01-26,4020,Marketing / Ecommerce,DTC sale,-498.408484,Actual,
2023-01-26,4110,Marketing / Ecommerce,Returns reserve,914.559752,Actual,
2023-01-26,5000,Supply Chain / Operations,COGS on shipment,3462.998713,Actual,
2023-01-26,5000,Supply Chain / Operations,Return to stock,-270.019584,Actual,
2023-01-26,5010,Supply Chain / Operations,COGS on shipment,532.769033,Actual,
2023-01-26,5020,Supply Chain / Operations,COGS on shipment,443.974194,Actual,
2023-01-26,5100,Supply Chain / Operations,DTC delivery cost,1377.5,Actual,
2023-01-26,5200,Supply Chain / Operations,DTC delivery cost,617.5,Actual,
2023-01-27,1000,Finance,DTC delivery cost,-1617.0,Actual,
2023-01-27,1000,Finance,Processor settlement,10699.126681,Actual,
2023-01-27,1000,Finance,Refund paid,-736.134955,Actual,
2023-01-27,1150,Marketing / Ecommerce,DTC sale,12265.376959,Actual,
2023-01-27,1150,Marketing / Ecommerce,Processor settlement,-10699.126681,Actual,
2023-01-27,1200,Supply Chain / Operations,COGS on shipment,-3485.185035,Actual,
2023-01-27,1200,Supply Chain / Operations,Return to stock,255.018496,Actual,
2023-01-27,2200,Finance,Refund paid,736.134955,Actual,
2023-01-27,2200,Finance,Returns reserve,-437.102497,Actual,
2023-01-27,4000,Marketing / Ecommerce,DTC sale,-11921.64697,Actual,
2023-01-27,4020,Marketing / Ecommerce,DTC sale,-343.729989,Actual,
2023-01-27,4110,Marketing / Ecommerce,Returns reserve,437.102497,Actual,
2023-01-27,5000,Supply Chain / Operations,COGS on shipment,2718.444327,Actual,
2023-01-27,5000,Supply Chain / Operations,Return to stock,-255.018496,Actual,
2023-01-27,5010,Supply Chain / Operations,COGS on shipment,418.222204,Actual,
2023-01-27,5020,Supply Chain / Operations,COGS on shipment,348.518503,Actual,
2023-01-27,5100,Supply Chain / Operations,DTC delivery cost,1116.5,Actual,
2023-01-27,5200,Supply Chain / Operations,DTC delivery cost,500.5,Actual,
2023-01-28,1000,Finance,DTC delivery cost,-1449.0,Actual,
2023-01-28,1000,Finance,Processor settlement,16005.431108,Actual,
2023-01-28,1000,Finance,Refund paid,-696.903219,Actual,
2023-01-28,1150,Marketing / Ecommerce,DTC sale,9823.273312,Actual,
2023-01-28,1150,Marketing / Ecommerce,Processor settlement,-16005.431108,Actual,
2023-01-28,1200,Supply Chain / Operations,COGS on shipment,-2695.032901,Actual,
2023-01-28,1200,Supply Chain / Operations,Return to stock,210.015232,Actual,
2023-01-28,2200,Finance,Refund paid,696.903219,Actual,
2023-01-28,2200,Finance,Returns reserve,-625.6962,Actual,
2023-01-28,4000,Marketing / Ecommerce,DTC sale,-9450.899158,Actual,
2023-01-28,4020,Marketing / Ecommerce,DTC sale,-372.374154,Actual,
2023-01-28,4110,Marketing / Ecommerce,Returns reserve,625.6962,Actual,
2023-01-28,5000,Supply Chain / Operations,COGS on shipment,2102.125663,Actual,
2023-01-28,5000,Supply Chain / Operations,Return to stock,-210.015232,Actual,
2023-01-28,5010,Supply Chain / Operations,COGS on shipment,323.403948,Actual,
2023-01-28,5020,Supply Chain / Operations,COGS on shipment,269.50329,Actual,
2023-01-28,5100,Supply Chain / Operations,DTC delivery cost,1000.5,Actual,
2023-01-28,5200,Supply Chain / Operations,DTC delivery cost,448.5,Actual,
2023-01-29,1000,Finance,DTC delivery cost,-1522.5,Actual,
2023-01-29,1000,Finance,Processor settlement,16212.316685,Actual,
2023-01-29,1000,Finance,Refund paid,-1001.600152,Actual,
2023-01-29,1150,Marketing / Ecommerce,DTC sale,10748.54935,Actual,
2023-01-29,1150,Marketing / Ecommerce,Processor settlement,-16212.316685,Actual,
2023-01-29,1200,Supply Chain / Operations,COGS on shipment,-2962.037666,Actual,
2023-01-29,1200,Supply Chain / Operations,Return to stock,330.023936,Actual,
2023-01-29,2200,Finance,Refund paid,1001.600152,Actual,
2023-01-29,2200,Finance,Returns reserve,-838.26828,Actual,
2023-01-29,4000,Marketing / Ecommerce,DTC sale,-10393.361695,Actual,
2023-01-29,4020,Marketing / Ecommerce,DTC sale,-355.187655,Actual,
2023-01-29,4110,Marketing / Ecommerce,Returns reserve,838.26828,Actual,
2023-01-29,5000,Supply Chain / Operations,COGS on shipment,2310.38938,Actual,
2023-01-29,5000,Supply Chain / Operations,Return to stock,-330.023936,Actual,
2023-01-29,5010,Supply Chain / Operations,COGS on shipment,355.44452,Actual,
2023-01-29,5020,Supply Chain / Operations,COGS on shipment,296.203767,Actual,
2023-01-29,5100,Supply Chain / Operations,DTC delivery cost,1051.25,Actual,
2023-01-29,5200,Supply Chain / Operations,DTC delivery cost,471.25,Actual,
2023-01-30,1000,Finance,DTC delivery cost,-2058.0,Actual,
2023-01-30,1000,Finance,Processor settlement,12265.376959,Actual,
2023-01-30,1000,Finance,Refund paid,-1069.721945,Actual,
2023-01-30,1150,Marketing / Ecommerce,DTC sale,16751.774519,Actual,
2023-01-30,1150,Marketing / Ecommerce,Processor settlement,-12265.376959,Actual,
2023-01-30,1200,Supply Chain / Operations,COGS on shipment,-4671.673347,Actual,
2023-01-30,1200,Supply Chain / Operations,Return to stock,360.026112,Actual,
2023-01-30,2200,Finance,Refund paid,1069.721945,Actual,
2023-01-30,2200,Finance,Returns reserve,-1046.274226,Actual,
2023-01-30,4000,Marketing / Ecommerce,DTC sale,-16333.569699,Actual,
2023-01-30,4020,Marketing / Ecommerce,DTC sale,-418.20482,Actual,
2023-01-30,4110,Marketing / Ecommerce,Returns reserve,1046.274226,Actual,
2023-01-30,5000,Supply Chain / Operations,COGS on shipment,3643.905211,Actual,
2023-01-30,5000,Supply Chain / Operations,Return to stock,-360.026112,Actual,
2023-01-30,5010,Supply Chain / Operations,COGS on shipment,560.600802,Actual,
2023-01-30,5020,Supply Chain / Operations,COGS on shipment,467.167335,Actual,
2023-01-30,5100,Supply Chain / Operations,DTC delivery cost,1421.0,Actual,
2023-01-30,5200,Supply Chain / Operations,DTC delivery cost,637.0,Actual,
2023-01-31,1000,Finance,DTC delivery cost,-2026.5,Actual,
2023-01-31,1000,Finance,Processor settlement,9823.273312,Actual,
2023-01-31,1000,Finance,Refund paid,-1300.052587,Actual,
2023-01-31,1150,Marketing / Ecommerce,DTC sale,15932.661976,Actual,
2023-01-31,1150,Marketing / Ecommerce,Processor settlement,-9823.273312,Actual,
2023-01-31,1200,Supply Chain / Operations,COGS on shipment,-4462.488561,Actual,
2023-01-31,1200,Supply Chain / Operations,Return to stock,405.029376,Actual,
2023-01-31,2200,Finance,Refund paid,1300.052587,Actual,
2023-01-31,2200,Finance,Returns reserve,-1537.047317,Actual,
2023-01-31,4000,Marketing / Ecommerce,DTC sale,-15508.728323,Actual,
2023-01-31,4020,Marketing / Ecommerce,DTC sale,-423.933653,Actual,
2023-01-31,4110,Marketing / Ecommerce,Returns reserve,1537.047317,Actual,
2023-01-31,5000,Supply Chain / Operations,COGS on shipment,3480.741077,Actual,
2023-01-31,5000,Supply Chain / Operations,Return to stock,-405.029376,Actual,
2023-01-31,5010,Supply Chain / Operations,COGS on shipment,535.498627,Actual,
2023-01-31,5020,Supply Chain / Operations,COGS on shipment,446.248856,Actual,
2023-01-31,5100,Supply Chain / Operations,DTC delivery cost,1399.25,Actual,
2023-01-31,5200,Supply Chain / Operations,DTC delivery cost,627.25,Actual,
2023-02-01,1000,Finance,DTC delivery cost,-1638.0,Actual,
2023-02-01,1000,Finance,Fixed operating costs,-49833.333333,Actual,
2023-02-01,1000,Finance,Marketing,-32642.280944,Actual,
2023-02-01,1000,Finance,Payment processing,-4503.913617,Actual,
2023-02-01,1000,Finance,Payroll,-180583.333333,Actual,
2023-02-01,1000,Finance,Processor settlement,10748.54935,Actual,
2023-02-01,1000,Finance,Refund paid,-1075.806011,Actual,
2023-02-01,1000,Finance,Supplier deposit,-34652.51328,Actual,
2023-02-01,1000,Finance,Wholesale delivery cost,-323.889737,Actual,
2023-02-01,1100,Wholesale Sales,Wholesale sale,7593.874287,Actual,
2023-02-01,1150,Marketing / Ecommerce,DTC sale,12297.336447,Actual,
2023-02-01,1150,Marketing / Ecommerce,Processor settlement,-10748.54935,Actual,
2023-02-01,1180,Finance,Bad debt,-565.76257,Actual,
2023-02-01,1200,Supply Chain / Operations,COGS on shipment,-8610.960006,Actual,
2023-02-01,1200,Supply Chain / Operations,Return to stock,330.023936,Actual,
2023-02-01,1200,Supply Chain / Operations,Shrink and damage,-51.8863,Actual,
2023-02-01,1300,Supply Chain / Operations,Supplier deposit,34652.51328,Actual,
2023-02-01,1400,Executive / Corporate,Depreciation,-4166.666667,Actual,
2023-02-01,2200,Finance,Refund paid,1075.806011,Actual,
2023-02-01,2200,Finance,Returns reserve,-957.765259,Actual,
2023-02-01,4000,Marketing / Ecommerce,DTC sale,-11907.775793,Actual,
2023-02-01,4010,Wholesale Sales,Wholesale sale,-7807.129007,Actual,
2023-02-01,4020,Marketing / Ecommerce,DTC sale,-389.560654,Actual,
2023-02-01,4110,Marketing / Ecommerce,Returns reserve,957.765259,Actual,
2023-02-01,4130,Wholesale Sales,Wholesale sale,95.964624,Actual,
2023-02-01,4140,Wholesale Sales,Wholesale sale,63.976416,Actual,
2023-02-01,4150,Wholesale Sales,Wholesale sale,53.31368,Actual,
2023-02-01,5000,Supply Chain / Operations,COGS on shipment,6716.548805,Actual,
2023-02-01,5000,Supply Chain / Operations,Return to stock,-330.023936,Actual,
2023-02-01,5010,Supply Chain / Operations,COGS on shipment,1033.315201,Actual,
2023-02-01,5020,Supply Chain / Operations,COGS on shipment,861.096001,Actual,
2023-02-01,5100,Supply Chain / Operations,DTC delivery cost,1131.0,Actual,
2023-02-01,5110,Supply Chain / Operations,Wholesale delivery cost,136.689737,Actual,
2023-02-01,5200,Supply Chain / Operations,DTC delivery cost,507.0,Actual,
2023-02-01,5210,Supply Chain / Operations,Wholesale delivery cost,187.2,Actual,
2023-02-01,5310,Supply Chain / Operations,Shrink and damage,51.8863,Actual,
2023-02-01,6000,Customer Experience,Payroll,19348.214286,Actual,
2023-02-01,6000,Executive / Corporate,Payroll,12898.809524,Actual,
2023-02-01,6000,Finance,Payroll,19348.214286,Actual,
2023-02-01,6000,Marketing / Ecommerce,Payroll,45145.833333,Actual,
2023-02-01,6000,People / Administration,Payroll,6449.404762,Actual,
2023-02-01,6000,Product / Merchandising,Payroll,32247.02381,Actual,
2023-02-01,6000,Supply Chain / Operations,Payroll,25797.619048,Actual,
2023-02-01,6000,Wholesale Sales,Payroll,19348.214286,Actual,
2023-02-01,6100,Marketing / Ecommerce,Marketing,22196.751042,Actual,
2023-02-01,6110,Marketing / Ecommerce,Marketing,10445.529902,Actual,
2023-02-01,6200,Marketing / Ecommerce,Payment processing,4503.913617,Actual,
2023-02-01,6300,Supply Chain / Operations,Fixed operating costs,9769.561479,Actual,
2023-02-01,6310,People / Administration,Fixed operating costs,6427.343078,Actual,
2023-02-01,6320,Technology / Shared Services,Fixed operating costs,11997.707079,Actual,
2023-02-01,6330,Finance,Fixed operating costs,8998.28031,Actual,
2023-02-01,6340,Finance,Fixed operating costs,4070.650616,Actual,
2023-02-01,6350,Executive / Corporate,Fixed operating costs,8569.790771,Actual,
2023-02-01,6400,Finance,Bad debt,565.76257,Actual,
2023-02-01,6500,Executive / Corporate,Depreciation,4166.666667,Actual,
2023-02-02,1000,Finance,DTC delivery cost,-1869.0,Actual,
2023-02-02,1000,Finance,Processor settlement,16751.774519,Actual,
2023-02-02,1000,Finance,Refund paid,-1109.49668,Actual,
2023-02-02,1000,Finance,Wholesale collection,4553.296661,Actual,
2023-02-02,1000,Finance,Wholesale delivery cost,-84.664071,Actual,
2023-02-02,1100,Wholesale Sales,Wholesale collection,-4553.296661,Actual,
2023-02-02,1100,Wholesale Sales,Wholesale sale,1778.559518,Actual,
2023-02-02,1150,Marketing / Ecommerce,DTC sale,14277.24681,Actual,
2023-02-02,1150,Marketing / Ecommerce,Processor settlement,-16751.774519,Actual,
2023-02-02,1200,Supply Chain / Operations,COGS on shipment,-5040.745529,Actual,
2023-02-02,1200,Supply Chain / Operations,Return to stock,375.0272,Actual,
2023-02-02,2200,Finance,Refund paid,1109.49668,Actual,
2023-02-02,2200,Finance,Returns reserve,-1390.770576,Actual,
2023-02-02,4000,Marketing / Ecommerce,DTC sale,-13893.41499,Actual,
2023-02-02,4010,Wholesale Sales,Wholesale sale,-1800.625102,Actual,
2023-02-02,4020,Marketing / Ecommerce,DTC sale,-383.831821,Actual,
2023-02-02,4110,Marketing / Ecommerce,Returns reserve,1390.770576,Actual,
2023-02-02,4130,Wholesale Sales,Wholesale sale,9.929513,Actual,
2023-02-02,4140,Wholesale Sales,Wholesale sale,6.619675,Actual,
2023-02-02,4150,Wholesale Sales,Wholesale sale,5.516396,Actual,
2023-02-02,5000,Supply Chain / Operations,COGS on shipment,3931.781513,Actual,
2023-02-02,5000,Supply Chain / Operations,Return to stock,-375.0272,Actual,
2023-02-02,5010,Supply Chain / Operations,COGS on shipment,604.889463,Actual,
2023-02-02,5020,Supply Chain / Operations,COGS on shipment,504.074553,Actual,
2023-02-02,5100,Supply Chain / Operations,DTC delivery cost,1290.5,Actual,
