month,scenario_name,fiscal_year,dtc_revenue,wholesale_revenue,revenue,gross_profit,gross_margin,payment_processing,marketing,payroll,fixed_costs,bad_debt,ebitda,receivables,processor_receivable,inventory,supplier_advances,accounts_payable,working_capital,capex,version_name
2026-04-01,Wholesale Acceleration,2026,49297950,46631520,973684.1205,41111785,0.428563,14732.840995,113196.7746,267766.666667,104166.666667,1865.2608,-91969.519975,846394.027397,50134.440771,2289414.565371,618141.93265,480777.058728,332330791,4166.666667,Prior Forecast
2026-05-01,Wholesale Acceleration,2026,46011420,40802580,881162.1,37171663,0.428176,13750.651595,102440.52,267766.666667,104166.666667,1632.1032,-119810.578611,846394.027397,46792.144719,2374207.697422,641036.078304,498583.616459,340984633,4166.666667,Prior Forecast
2026-06-01,Wholesale Acceleration,2026,52584480,40802580,947878.659,40012839,0.428462,15715.030394,110196.7308,267766.666667,104166.666667,1632.1032,-100839.039425,846394.027397,53476.736822,2437802.54646,658206.687544,511938.534757,348394146,4166.666667,Prior Forecast
2026-07-01,Wholesale Acceleration,2026,42724890,46631520,906967.5615,38270608,0.428292,12768.462195,105440.5638,267766.666667,104166.666667,1865.2608,-110941.059161,846394.027397,43449.848668,2437802.54646,658206.687544,511938.534757,347391458,4166.666667,Prior Forecast
2026-08-01,Wholesale Acceleration,2026,52584480,58289400,1125369.882,47571440,0.429059,15715.030394,130831.1784,267766.666667,104166.666667,2331.576,-45773.172297,846394.027397,53476.736822,2374207.697422,641036.078304,498583.616459,341653092,4166.666667,Prior Forecast
2026-09-01,Wholesale Acceleration,2026,52584480,64118340,1184533.623,50090973,0.429218,15715.030394,137709.3276,267766.666667,104166.666667,2564.7336,-27417.883254,846394.027397,53476.736822,2225819.716333,600971.32341,467422.14043,325923966,4166.666667,Prior Forecast
2026-10-01,Wholesale Acceleration,2026,52584480,58289400,1125369.882,47571440,0.429059,15715.030394,130831.1784,267766.666667,104166.666667,2331.576,-45773.172297,846394.027397,53476.736822,2077431.735244,560906.568516,436260.664401,310194840,4166.666667,Prior Forecast
2026-11-01,Wholesale Acceleration,2026,98595900,46631520,1474058.313,58935147,0.405813,29465.681989,171368.3556,267766.666667,104166.666667,1865.2608,14939.624407,846394.027397,100268.881542,1865448.905117,503671.204382,391744.270075,292403875,4166.666667,Prior Forecast
2026-12-01,Wholesale Acceleration,2026,78876720,34973640,1155581.154,47036404,0.413142,23572.545591,134343.4248,267766.666667,104166.666667,1398.9456,-61797.470188,846394.027397,80215.105233,1844250.622105,497947.667968,387292.630642,288151479,4166.666667,Prior Forecast
2027-01-01,Wholesale Acceleration,2027,45352874,51862684,986737.90761,40932826,0.421052,13545.931557,104992.801992,307200.0,111666.666667,2074.507344,-132103.920577,1136716.352877,46095.502121,2320995.364878,626668.748517,487409.026624,364306694,4166.666667,Prior Forecast
2027-02-01,Wholesale Acceleration,2027,41864191,66680593,1101729.56166,45748103,0.421468,12503.936822,117228.367152,307200.0,111666.666667,2667.223728,-95191.944764,1136716.352877,42549.694266,2443153.015661,659651.314228,513062.133289,376900824,4166.666667,Prior Forecast
2027-03-01,Wholesale Acceleration,2027,52330239,66680593,1207959.94683,50196501,0.421781,15629.921027,128531.698776,307200.0,111666.666667,2667.223728,-64686.457267,1136716.352877,53187.117832,2565310.666444,692633.87994,538715.239953,390913278,4166.666667,Prior Forecast
2027-04-01,Wholesale Acceleration,2027,52330239,59271638,1132759.05561,47047463,0.421565,15629.921027,120530.027592,307200.0,111666.666667,2370.865536,-88226.69309,1136716.352877,53187.117832,2638605.256914,712423.419367,554107.103952,398682504,4166.666667,Prior Forecast
2027-05-01,Wholesale Acceleration,2027,48841556,51862684,1022148.036,42415626,0.42119,14587.926292,108760.5792,307200.0,111666.666667,2074.507344,-121935.424745,1136716.352877,49641.309977,2736331.37754,738809.471936,574629.589283,408686892,4166.666667,Prior Forecast
2027-06-01,Wholesale Acceleration,2027,55818922,51862684,1092968.29278,45381224,0.421439,16671.915762,116296.133616,307200.0,111666.666667,2074.507344,-101598.43308,1136716.352877,56732.925688,2809625.96801,758599.011363,590021.453282,417165280,4166.666667,Prior Forecast
2027-07-01,Wholesale Acceleration,2027,45352874,59271638,1061938.79883,44081864,0.421334,13545.931557,112994.473176,307200.0,111666.666667,2370.865536,-108563.684754,1136716.352877,46095.502121,2809625.96801,758599.011363,590021.453282,416101538,4166.666667,Prior Forecast
2027-08-01,Wholesale Acceleration,2027,55818922,74089548,1318570.96644,54828338,0.422054,16671.915762,140301.147168,307200.0,111666.666667,2963.58192,-30977.725611,1136716.352877,56732.925688,2736331.37754,738809.471936,574629.589283,409396054,4166.666667,Prior Forecast
2027-09-01,Wholesale Acceleration,2027,55818922,81498503,1393771.85766,57977376,0.422214,16671.915762,148302.818352,307200.0,111666.666667,3259.940112,-7437.489788,1136716.352877,56732.925688,2565310.666444,692633.87994,538715.239953,391267858,4166.666667,Prior Forecast
2027-10-01,Wholesale Acceleration,2027,55818922,74089548,1318570.96644,54828338,0.422054,16671.915762,140301.147168,307200.0,111666.666667,2963.58192,-30977.725611,1136716.352877,56732.925688,2394289.955348,646458.287944,502800.890623,373139663,4166.666667,Prior Forecast
2027-11-01,Wholesale Acceleration,2027,104660478,59271638,1663910.98146,65355084,0.398672,31259.842054,177046.685712,307200.0,111666.666667,2370.865536,24366.88084,1136716.352877,106374.235665,2149974.653782,580493.156521,451494.677294,352206372,4166.666667,Prior Forecast
2027-12-01,Wholesale Acceleration,2027,83728382,44453729,1301048.42868,52043668,0.406014,25007.873643,138436.680096,307200.0,111666.666667,1778.149152,-64607.477104,1136716.352877,85099.388532,2125543.123625,573896.643379,446364.055961,347489145,4166.666667,Prior Forecast
2028-01-01,Wholesale Acceleration,2028,47971184,63141558,1127794.336578,46124937,0.415118,14319.919862,113334.99737,339433.333333,119166.666667,2525.662339,-129444.175745,1433350.446904,48729.309875,2624766.171321,708686.866257,551200.895977,426433190,4166.666667,Prior Forecast
2028-02-01,Wholesale Acceleration,2028,44281093,81182004,1273450.431708,52135557,0.415545,13218.387565,127972.358654,339433.333333,119166.666667,3247.28015,-82907.688679,1433350.446904,44980.901423,2762911.759285,745986.175007,580211.46945,440701781,4166.666667,Prior Forecast
2028-03-01,Wholesale Acceleration,2028,55351366,81182004,1385813.705094,56772322,0.415813,16522.984456,139264.037359,339433.333333,119166.666667,3247.28015,-50659.751829,1433350.446904,56226.126779,2901057.347249,783285.483757,609222.042922,456469736,4166.666667,Prior Forecast
2028-04-01,Wholesale Acceleration,2028,55351366,72161781,1294258.445298,52994217,0.415598,16522.984456,130063.410266,339433.333333,119166.666667,2886.471245,-79302.651504,1433350.446904,56226.126779,2983944.700028,805665.069007,626628.387006,465255796,4166.666667,Prior Forecast
2028-05-01,Wholesale Acceleration,2028,51661275,63141558,1165248.76104,47670525,0.415238,15421.452159,117098.890272,339433.333333,119166.666667,2525.662339,-118694.863462,1433350.446904,52477.718327,3094461.170399,835504.516008,649836.845784,476595701,4166.666667,Prior Forecast
2028-06-01,Wholesale Acceleration,2028,59041457,63141558,1240157.609964,50761701,0.415456,17624.516753,124626.676075,339433.333333,119166.666667,2525.662339,-97196.238895,1433350.446904,59974.53523,3177348.523178,857884.101258,667243.189867,486131442,4166.666667,Prior Forecast
2028-07-01,Wholesale Acceleration,2028,47971184,72161781,1219349.596374,49903041,0.415398,14319.919862,122535.624463,339433.333333,119166.666667,2886.471245,-100801.27607,1433350.446904,48729.309875,3177348.523178,857884.101258,667243.189867,485006919,4166.666667,Prior Forecast
2028-08-01,Wholesale Acceleration,2028,59041457,90202226,1514823.389352,62096014,0.416071,17624.516753,152228.557354,339433.333333,119166.666667,3608.089056,-11267.53987,1433350.446904,59974.53523,3094461.170399,835504.516008,649836.845784,477345382,4166.666667,Prior Forecast
2028-09-01,Wholesale Acceleration,2028,59041457,99222449,1606378.649148,65874118,0.41623,17624.516753,161429.184446,339433.333333,119166.666667,3968.897962,17375.359805,1433350.446904,59974.53523,2901057.347249,783285.483757,609222.042922,456844577,4166.666667,Prior Forecast
2028-10-01,Wholesale Acceleration,2028,59041457,90202226,1514823.389352,62096014,0.416071,17624.516753,152228.557354,339433.333333,119166.666667,3608.089056,-11267.53987,1433350.446904,59974.53523,2707653.524099,731066.451507,568607.240061,436343772,4166.666667,Prior Forecast
2028-11-01,Wholesale Acceleration,2028,110702732,72161781,1856074.812228,71789290,0.392582,33045.968912,186521.80379,339433.333333,119166.666667,2886.471245,37391.237253,1433350.446904,112452.253557,2431362.348171,656467.834006,510586.093116,412304679,4166.666667,Prior Forecast
2028-12-01,Wholesale Acceleration,2028,88562186,54121336,1448237.745864,57065365,0.399944,26436.77513,145537.192195,339433.333333,119166.666667,2164.853434,-63016.444237,1433350.446904,89961.802846,2403733.230578,649007.972256,504783.978421,407126947,4166.666667,Prior Forecast
2026-01-01,Wholesale Acceleration,2026,42724890,40802580,835274.7,35751075,0.428016,12768.462195,98562.4146,267766.666667,104166.666667,1632.1032,-127385.564732,846394.027397,43449.848668,2013836.886206,543735.959276,422905.746103,302451098,4166.666667,Latest Forecast
2026-02-01,Wholesale Acceleration,2026,39438360,52460460,918988.2,39369554,0.428401,11786.272796,108440.6076,267766.666667,104166.666667,2098.4184,-100563.093311,846394.027397,40107.552617,2119828.30127,572353.641343,445163.943267,313351958,4166.666667,Latest Forecast
2026-03-01,Wholesale Acceleration,2026,49297950,52460460,1017584.1,43631318,0.428774,14732.840995,120074.9238,267766.666667,104166.666667,2098.4184,-72526.335894,846394.027397,50134.440771,2225819.716333,600971.32341,467422.14043,325589737,4166.666667,Latest Forecast
2026-04-01,Wholesale Acceleration,2026,49297950,46631520,959294.7,41111785,0.428563,14732.840995,113196.7746,267766.666667,104166.666667,1865.2608,-90610.364507,846394.027397,50134.440771,2289414.565371,618141.93265,480777.058728,332330791,4166.666667,Latest Forecast
2026-05-01,Wholesale Acceleration,2026,46011420,40802580,868140.0,37171663,0.428176,13750.651595,102440.52,267766.666667,104166.666667,1632.1032,-118039.978927,846394.027397,46792.144719,2374207.697422,641036.078304,498583.616459,340984633,4166.666667,Latest Forecast
2026-06-01,Wholesale Acceleration,2026,52584480,40802580,933870.6,40012839,0.428462,15715.030394,110196.7308,267766.666667,104166.666667,1632.1032,-99348.807315,846394.027397,53476.736822,2437802.54646,658206.687544,511938.534757,348394146,4166.666667,Latest Forecast
2026-07-01,Wholesale Acceleration,2026,42724890,46631520,893564.1,38270608,0.428292,12768.462195,105440.5638,267766.666667,104166.666667,1865.2608,-109301.536119,846394.027397,43449.848668,2437802.54646,658206.687544,511938.534757,347391458,4166.666667,Latest Forecast
2026-08-01,Wholesale Acceleration,2026,52584480,58289400,1108738.8,47571440,0.429059,15715.030394,130831.1784,267766.666667,104166.666667,2331.576,-45096.721475,846394.027397,53476.736822,2374207.697422,641036.078304,498583.616459,341653092,4166.666667,Latest Forecast
2026-09-01,Wholesale Acceleration,2026,52584480,64118340,1167028.2,50090973,0.429218,15715.030394,137709.3276,267766.666667,104166.666667,2564.7336,-27012.692861,846394.027397,53476.736822,2225819.716333,600971.32341,467422.14043,325923966,4166.666667,Latest Forecast
2026-10-01,Wholesale Acceleration,2026,52584480,58289400,1108738.8,47571440,0.429059,15715.030394,130831.1784,267766.666667,104166.666667,2331.576,-45096.721475,846394.027397,53476.736822,2077431.735244,560906.568516,436260.664401,310194840,4166.666667,Latest Forecast
2026-11-01,Wholesale Acceleration,2026,98595900,46631520,1452274.2,58935147,0.405813,29465.681989,171368.3556,267766.666667,104166.666667,1865.2608,14718.84178,846394.027397,100268.881542,1865448.905117,503671.204382,391744.270075,292403875,4166.666667,Latest Forecast
2026-12-01,Wholesale Acceleration,2026,78876720,34973640,1138503.6,47036404,0.413142,23572.545591,134343.4248,267766.666667,104166.666667,1398.9456,-60884.207082,846394.027397,80215.105233,1844250.622105,497947.667968,387292.630642,288151479,4166.666667,Latest Forecast
2027-01-01,Wholesale Acceleration,2027,45352874,51862684,972155.574,40932826,0.421052,13545.931557,104992.801992,307200.0,111666.666667,2074.507344,-130151.645889,1136716.352877,46095.502121,2320995.364878,626668.748517,487409.026624,364306694,4166.666667,Latest Forecast
2027-02-01,Wholesale Acceleration,2027,41864191,66680593,1085447.844,45748103,0.421468,12503.936822,117228.367152,307200.0,111666.666667,2667.223728,-93785.167255,1136716.352877,42549.694266,2443153.015661,659651.314228,513062.133289,376900824,4166.666667,Latest Forecast
2027-03-01,Wholesale Acceleration,2027,52330239,66680593,1190108.322,50196501,0.421781,15629.921027,128531.698776,307200.0,111666.666667,2667.223728,-63730.49977,1136716.352877,53187.117832,2565310.666444,692633.87994,538715.239953,390913278,4166.666667,Latest Forecast
2027-04-01,Wholesale Acceleration,2027,52330239,59271638,1116018.774,47047463,0.421565,15629.921027,120530.027592,307200.0,111666.666667,2370.865536,-86922.850335,1136716.352877,53187.117832,2638605.256914,712423.419367,554107.103952,398682504,4166.666667,Latest Forecast
2027-05-01,Wholesale Acceleration,2027,48841556,51862684,1007042.4,42415626,0.42119,14587.926292,108760.5792,307200.0,111666.666667,2074.507344,-120133.423394,1136716.352877,49641.309977,2736331.37754,738809.471936,574629.589283,408686892,4166.666667,Latest Forecast
2027-06-01,Wholesale Acceleration,2027,55818922,51862684,1076816.052,45381224,0.421439,16671.915762,116296.133616,307200.0,111666.666667,2074.507344,-100096.978404,1136716.352877,56732.925688,2809625.96801,758599.011363,590021.453282,417165280,4166.666667,Latest Forecast
2027-07-01,Wholesale Acceleration,2027,45352874,59271638,1046245.122,44081864,0.421334,13545.931557,112994.473176,307200.0,111666.666667,2370.865536,-106959.295325,1136716.352877,46095.502121,2809625.96801,758599.011363,590021.453282,416101538,4166.666667,Latest Forecast
2027-08-01,Wholesale Acceleration,2027,55818922,74089548,1299084.696,54828338,0.422054,16671.915762,140301.147168,307200.0,111666.666667,2963.58192,-30519.926711,1136716.352877,56732.925688,2736331.37754,738809.471936,574629.589283,409396054,4166.666667,Latest Forecast
2027-09-01,Wholesale Acceleration,2027,55818922,81498503,1373174.244,57977376,0.422214,16671.915762,148302.818352,307200.0,111666.666667,3259.940112,-7327.576146,1136716.352877,56732.925688,2565310.666444,692633.87994,538715.239953,391267858,4166.666667,Latest Forecast
2027-10-01,Wholesale Acceleration,2027,55818922,74089548,1299084.696,54828338,0.422054,16671.915762,140301.147168,307200.0,111666.666667,2963.58192,-30519.926711,1136716.352877,56732.925688,2394289.955348,646458.287944,502800.890623,373139663,4166.666667,Latest Forecast
2027-11-01,Wholesale Acceleration,2027,104660478,59271638,1639321.164,65355084,0.398672,31259.842054,177046.685712,307200.0,111666.666667,2370.865536,24006.779153,1136716.352877,106374.235665,2149974.653782,580493.156521,451494.677294,352206372,4166.666667,Latest Forecast
2027-12-01,Wholesale Acceleration,2027,83728382,44453729,1281821.112,52043668,0.406014,25007.873643,138436.680096,307200.0,111666.666667,1778.149152,-63652.686802,1136716.352877,85099.388532,2125543.123625,573896.643379,446364.055961,347489145,4166.666667,Latest Forecast
2028-01-01,Wholesale Acceleration,2028,47971184,63141558,1111127.4252,46124937,0.415118,14319.919862,113334.99737,339433.333333,119166.666667,2525.662339,-127531.207631,1433350.446904,48729.309875,2624766.171321,708686.866257,551200.895977,426433190,4166.666667,Latest Forecast
2028-02-01,Wholesale Acceleration,2028,44281093,81182004,1254630.9672,52135557,0.415545,13218.387565,127972.358654,339433.333333,119166.666667,3247.28015,-81682.4519,1433350.446904,44980.901423,2762911.759285,745986.175007,580211.46945,440701781,4166.666667,Latest Forecast
2028-03-01,Wholesale Acceleration,2028,55351366,81182004,1365333.6996,56772322,0.415813,16522.984456,139264.037359,339433.333333,119166.666667,3247.28015,-49911.085545,1433350.446904,56226.126779,2901057.347249,783285.483757,609222.042922,456469736,4166.666667,Latest Forecast
2028-04-01,Wholesale Acceleration,2028,55351366,72161781,1275131.4732,52994217,0.415598,16522.984456,130063.410266,339433.333333,119166.666667,2886.471245,-78130.691136,1433350.446904,56226.126779,2983944.700028,805665.069007,626628.387006,465255796,4166.666667,Latest Forecast
2028-05-01,Wholesale Acceleration,2028,51661275,63141558,1148028.336,47670525,0.415238,15421.452159,117098.890272,339433.333333,119166.666667,2525.662339,-116940.752179,1433350.446904,52477.718327,3094461.170399,835504.516008,649836.845784,476595701,4166.666667,Latest Forecast
2028-06-01,Wholesale Acceleration,2028,59041457,63141558,1221830.1576,50761701,0.415456,17624.516753,124626.676075,339433.333333,119166.666667,2525.662339,-95759.841276,1433350.446904,59974.53523,3177348.523178,857884.101258,667243.189867,486131442,4166.666667,Latest Forecast
2028-07-01,Wholesale Acceleration,2028,47971184,72161781,1201329.6516,49903041,0.415398,14319.919862,122535.624463,339433.333333,119166.666667,2886.471245,-99311.60204,1433350.446904,48729.309875,3177348.523178,857884.101258,667243.189867,485006919,4166.666667,Latest Forecast
2028-08-01,Wholesale Acceleration,2028,59041457,90202226,1492436.8368,62096014,0.416071,17624.516753,152228.557354,339433.333333,119166.666667,3608.089056,-11101.024503,1433350.446904,59974.53523,3094461.170399,835504.516008,649836.845784,477345382,4166.666667,Latest Forecast
2028-09-01,Wholesale Acceleration,2028,59041457,99222449,1582639.0632,65874118,0.41623,17624.516753,161429.184446,339433.333333,119166.666667,3968.897962,17118.581088,1433350.446904,59974.53523,2901057.347249,783285.483757,609222.042922,456844577,4166.666667,Latest Forecast
2028-10-01,Wholesale Acceleration,2028,59041457,90202226,1492436.8368,62096014,0.416071,17624.516753,152228.557354,339433.333333,119166.666667,3608.089056,-11101.024503,1433350.446904,59974.53523,2707653.524099,731066.451507,568607.240061,436343772,4166.666667,Latest Forecast
2028-11-01,Wholesale Acceleration,2028,110702732,72161781,1828645.1352,71789290,0.392582,33045.968912,186521.80379,339433.333333,119166.666667,2886.471245,36838.657392,1433350.446904,112452.253557,2431362.348171,656467.834006,510586.093116,412304679,4166.666667,Latest Forecast
2028-12-01,Wholesale Acceleration,2028,88562186,54121336,1426835.2176,57065365,0.399944,26436.77513,145537.192195,339433.333333,119166.666667,2164.853434,-62085.166736,1433350.446904,89961.802846,2403733.230578,649007.972256,504783.978421,407126947,4166.666667,Latest Forecast
2026-01-01,Consolidation / Path to Breakeven,2026,43572360,28759920,734172.642,32448321,0.448601,13017.892884,85352.0904,249300.0,93333.333333,1150.3968,-119435.557975,517791.123288,44298.637309,1379655.325336,372506.937841,289727.618321,202452441,4166.666667,Prior Forecast
2026-02-01,Consolidation / Path to Breakeven,2026,40220640,36977040,783556.452,34642341,0.448748,12016.516508,91093.2624,249300.0,93333.333333,1479.0816,-102310.770354,517791.123288,40891.049823,1452268.763512,392112.566148,304976.440337,209808706,4166.666667,Prior Forecast
2026-03-01,Consolidation / Path to Breakeven,2026,50275800,36977040,885616.326,39176647,0.449001,15020.645635,102958.3512,249300.0,93333.333333,1479.0816,-71379.816363,517791.123288,51113.812279,1524882.201687,411718.194456,320225.262354,218528007,4166.666667,Prior Forecast
2026-04-01,Consolidation / Path to Breakeven,2026,50275800,32868480,843914.442,37323920,0.448905,15020.645635,98110.2504,249300.0,93333.333333,1314.7392,-85097.369172,517791.123288,51113.812279,1568450.264593,423481.57144,329374.555564,223146222,4166.666667,Prior Forecast
2026-05-01,Consolidation / Path to Breakeven,2026,46924080,28759920,768192.6,33959757,0.448705,14019.269259,89307.12,249300.0,93333.333333,1150.3968,-109125.239978,517791.123288,47706.224794,1626541.015133,439166.074086,341573.613178,228963082,4166.666667,Prior Forecast
2026-06-01,Consolidation / Path to Breakeven,2026,53627520,28759920,836232.516,36982628,0.448887,16022.022011,97217.1792,249300.0,93333.333333,1150.3968,-88504.603984,517791.123288,54521.399764,1670109.078039,450929.45107,350722.906388,234262815,4166.666667,Prior Forecast
2026-07-01,Consolidation / Path to Breakeven,2026,43572360,32868480,775874.526,34301049,0.448727,13017.892884,90200.1912,249300.0,93333.333333,1314.7392,-105718.005166,517791.123288,44298.637309,1670109.078039,450929.45107,350722.906388,233240538,4166.666667,Prior Forecast
2026-08-01,Consolidation / Path to Breakeven,2026,53627520,41085600,961338.168,42540810,0.449154,16022.022011,111761.4816,249300.0,93333.333333,1643.424,-47351.945558,517791.123288,54521.399764,1626541.015133,439166.074086,341573.613178,229644600,4166.666667,Prior Forecast
2026-09-01,Consolidation / Path to Breakeven,2026,53627520,45194160,1003040.052,44393537,0.449229,16022.022011,116609.5824,249300.0,93333.333333,1807.7664,-33634.392749,517791.123288,54521.399764,1524882.201687,411718.194456,320225.262354,218868766,4166.666667,Prior Forecast
2026-10-01,Consolidation / Path to Breakeven,2026,53627520,41085600,961338.168,42540810,0.449154,16022.022011,111761.4816,249300.0,93333.333333,1643.424,-47351.945558,517791.123288,54521.399764,1423223.388242,384270.314825,298876.911531,208092931,4166.666667,Prior Forecast
2026-11-01,Consolidation / Path to Breakeven,2026,100551600,32868480,1354213.812,56793370,0.425673,30041.29127,157435.6944,249300.0,93333.333333,1314.7392,37056.269292,517791.123288,102227.624558,1277996.51189,345059.05821,268379.267497,197469505,4166.666667,Prior Forecast
2026-12-01,Consolidation / Path to Breakeven,2026,80441280,24651360,1066690.296,45539902,0.433331,24033.033016,124009.3152,249300.0,93333.333333,986.0544,-36806.657555,517791.123288,81782.099647,1263473.824255,341137.932549,265329.503094,193885548,4166.666667,Prior Forecast
2027-01-01,Consolidation / Path to Breakeven,2027,46594314,27019188,747177.0453,33839480,0.459691,13908.909189,77294.1771,240000.0,89166.666667,1080.76752,-84301.553311,465301.084932,47330.680089,1262338.708501,340831.451295,265091.128785,185071080,4166.666667,Prior Forecast
2027-02-01,Consolidation / Path to Breakeven,2027,43010136,34738956,789153.2838,35747418,0.459779,12838.993097,81636.5466,240000.0,89166.666667,1389.55824,-68570.951956,465301.084932,43689.858544,1328777.587895,358769.948732,279043.293458,191749519,4166.666667,Prior Forecast
2027-03-01,Consolidation / Path to Breakeven,2027,53762670,34738956,898291.5039,40708055,0.45997,16048.741372,92926.7073,240000.0,89166.666667,1389.55824,-32937.892787,465301.084932,54612.32318,1395216.46729,376708.446168,292995.458131,199884286,4166.666667,Prior Forecast
2027-04-01,Consolidation / Path to Breakeven,2027,53762670,30879072,859113.6813,38927313,0.459907,16048.741372,88873.8291,240000.0,89166.666667,1235.16288,-46742.03666,465301.084932,54612.32318,1435079.794927,387471.54463,301366.756935,204109799,4166.666667,Prior Forecast
2027-05-01,Consolidation / Path to Breakeven,2027,50178492,27019188,783556.452,35493026,0.459768,14978.82528,81057.564,240000.0,89166.666667,1080.76752,-72423.866921,465301.084932,50971.501635,1488230.898443,401822.34258,312528.488673,209379734,4166.666667,Prior Forecast
2027-06-01,Consolidation / Path to Breakeven,2027,57346848,27019188,856315.2654,38800117,0.459902,17118.657463,88584.3378,240000.0,89166.666667,1080.76752,-48668.494142,465301.084932,58253.144725,1528094.22608,412585.441042,320899.787477,214333411,4166.666667,Prior Forecast
2027-07-01,Consolidation / Path to Breakeven,2027,46594314,30879072,786354.8679,35620222,0.459774,13908.909189,81347.0553,240000.0,89166.666667,1235.16288,-70497.409439,465301.084932,47330.680089,1528094.22608,412585.441042,320899.787477,213241164,4166.666667,Prior Forecast
2027-08-01,Consolidation / Path to Breakeven,2027,57346848,38598840,973848.7332,44142342,0.460076,17118.657463,100742.9724,240000.0,89166.666667,1543.9536,-7256.062526,465301.084932,58253.144725,1488230.898443,401822.34258,312528.488673,210107898,4166.666667,Prior Forecast
2027-09-01,Consolidation / Path to Breakeven,2027,57346848,42458724,1013026.5558,45923084,0.460125,17118.657463,104795.8506,240000.0,89166.666667,1698.34896,6548.081347,465301.084932,58253.144725,1395216.46729,376708.446168,292995.458131,200248368,4166.666667,Prior Forecast
2027-10-01,Consolidation / Path to Breakeven,2027,57346848,38598840,973848.7332,44142342,0.460076,17118.657463,100742.9724,240000.0,89166.666667,1543.9536,-7256.062526,465301.084932,58253.144725,1302202.036137,351594.549757,273462.427589,190388839,4166.666667,Prior Forecast
2027-11-01,Consolidation / Path to Breakeven,2027,107525340,30879072,1404804.7818,60408793,0.436466,32097.482744,145324.6326,240000.0,89166.666667,1235.16288,97707.944421,465301.084932,109224.64636,1169324.277348,315717.554884,245558.098243,181400947,4166.666667,Prior Forecast
2027-12-01,Consolidation / Path to Breakeven,2027,86020272,23159304,1108172.6964,48500868,0.44423,25677.986195,114638.5548,240000.0,89166.666667,926.37216,14818.08996,465301.084932,87379.717088,1156036.501469,312129.855397,242767.665308,177807949,4166.666667,Prior Forecast
2028-01-01,Consolidation / Path to Breakeven,2028,49468825,26239491,768439.409308,35485625,0.468715,14755.122099,71922.900379,239600.0,85000.0,1049.579657,-58333.426821,441603.965392,50210.261228,1209974.084098,326693.002706,254094.557661,177438676,4166.666667,Prior Forecast
2028-02-01,Consolidation / Path to Breakeven,2028,45663531,33736489,805910.198209,37221157,0.46878,13620.112707,75430.018552,239600.0,85000.0,1349.459559,-43429.842367,441603.965392,46347.933441,1273656.930629,343887.37127,267467.955432,183802825,4166.666667,Prior Forecast
2028-03-01,Consolidation / Path to Breakeven,2028,57079413,33736489,921781.406965,42587957,0.468948,17025.140884,86275.107056,239600.0,85000.0,1349.459559,-3420.691626,441603.965392,57934.916801,1337339.777161,361081.739833,280841.353204,191711905,4166.666667,Prior Forecast
2028-04-01,Consolidation / Path to Breakeven,2028,57079413,29987990,883734.144388,40825724,0.468898,17025.140884,82714.033219,239600.0,85000.0,1199.519608,-17540.675643,441603.965392,57934.916801,1375549.48508,371398.360971,288865.391867,195762134,4166.666667,Prior Forecast
2028-05-01,Consolidation / Path to Breakeven,2028,53274119,26239491,807063.14556,37274558,0.468782,15890.131492,75537.92988,239600.0,85000.0,1049.579657,-44997.04324,441603.965392,54072.589015,1426495.762305,385153.855822,299564.110084,200776206,4166.666667,Prior Forecast
2028-06-01,Consolidation / Path to Breakeven,2028,60884707,26239491,884310.618064,40852424,0.468899,18160.150276,82767.988883,239600.0,85000.0,1049.579657,-18324.276079,441603.965392,61797.244588,1464705.470224,395470.47696,307588.148747,205598901,4166.666667,Prior Forecast
2028-07-01,Consolidation / Path to Breakeven,2028,49468825,29987990,806486.671885,37247857,0.468781,14755.122099,75483.974216,239600.0,85000.0,1199.519608,-44213.442804,441603.965392,50210.261228,1464705.470224,395470.47696,307588.148747,204440203,4166.666667,Prior Forecast
2028-08-01,Consolidation / Path to Breakeven,2028,60884707,37484988,998452.405793,46139123,0.469038,18160.150276,93451.210394,239600.0,85000.0,1499.39951,24035.675972,441603.965392,61797.244588,1426495.762305,385153.855822,299564.110084,201548672,4166.666667,Prior Forecast
2028-09-01,Consolidation / Path to Breakeven,2028,60884707,41233487,1036499.668369,47901356,0.469078,18160.150276,97012.284232,239600.0,85000.0,1649.339461,38155.659989,441603.965392,61797.244588,1337339.777161,361081.739833,280841.353204,192098137,4166.666667,Prior Forecast
2028-10-01,Consolidation / Path to Breakeven,2028,60884707,37484988,998452.405793,46139123,0.469038,18160.150276,93451.210394,239600.0,85000.0,1499.39951,24035.675972,441603.965392,61797.244588,1248183.792017,337009.623844,262118.596323,182647603,4166.666667,Prior Forecast
2028-11-01,Consolidation / Path to Breakeven,2028,114158826,29987990,1463090.188165,64200200,0.445381,34050.281768,136939.47574,239600.0,85000.0,1199.519608,147390.91355,441603.965392,115869.833603,1120818.098954,302620.886718,235371.80078,174554098,4166.666667,Prior Forecast
2028-12-01,Consolidation / Path to Breakeven,2028,91327061,22490993,1155253.245502,51580569,0.453184,27240.225414,108127.151057,239600.0,85000.0,899.639706,55762.756621,441603.965392,92695.866882,1108081.529647,299182.013005,232697.121226,170886625,4166.666667,Prior Forecast
