invoice_id,line_number,account_key,shipment_date,product_key,cartons,units,gross_invoice_amount,deduction_rate,payment_terms_days,realised_dso,fiscal_year,invoice_date,co_op_allowance,markdown_allowance,chargeback,other_deduction,total_deductions,net_revenue,due_date,collection_date
10,22,1,2023-10-02,22,6,131,309687,0.047919,60,65,2023,2023-10-02,6678,4452,25.227862,1187,148.399188,294847,2023-12-01,2023-12-06
10,23,1,2023-10-02,43,11,240,478467,0.047919,60,65,2023,2023-10-02,10317,6878,38.977083,1834,229.276958,455539,2023-12-01,2023-12-06
10,24,1,2023-10-02,6,2,44,77777,0.047919,60,65,2023,2023-10-02,1677,1118,6.335913,298,37.270077,74050,2023-12-01,2023-12-06
11,1,1,2023-11-05,45,7,152,154843,0.047919,60,65,2023,2023-11-05,3339,2226,12.613931,594,74.199594,147423,2024-01-04,2024-01-09
11,2,1,2023-11-05,18,7,152,162617,0.047919,60,65,2023,2023-11-05,3507,2338,13.24716,623,77.924473,154824,2024-01-04,2024-01-09
11,3,1,2023-11-05,13,12,261,538221,0.047919,60,65,2023,2023-11-05,11606,7737,43.844808,2063,257.910637,512430,2024-01-04,2024-01-09
11,4,1,2023-11-05,16,11,240,649845,0.047919,60,65,2023,2023-11-05,14013,9342,52.937983,2491,311.399903,618705,2024-01-04,2024-01-09
11,5,1,2023-11-05,36,6,131,99542,0.047919,60,65,2023,2023-11-05,2146,1431,8.108956,382,47.699739,94772,2024-01-04,2024-01-09
11,6,1,2023-11-05,61,9,196,140518,0.047919,60,65,2023,2023-11-05,3030,2020,11.44698,539,67.335174,133785,2024-01-04,2024-01-09
11,7,1,2023-11-05,28,10,218,433748,0.047919,60,65,2023,2023-11-05,9353,6235,35.334204,1663,207.84826,412963,2024-01-04,2024-01-09
11,8,1,2023-11-05,2,12,261,620440,0.047919,60,65,2023,2023-11-05,13379,8919,50.542567,2378,297.309217,590709,2024-01-04,2024-01-09
12,1,1,2023-12-03,8,6,131,281970,0.047919,60,65,2023,2023-12-03,6080,4054,22.969947,1081,135.117333,268458,2024-02-01,2024-02-06
12,2,1,2023-12-03,2,2,44,103407,0.047919,60,65,2023,2023-12-03,2230,1487,8.423761,396,49.551536,98451,2024-02-01,2024-02-06
12,3,1,2023-12-03,24,3,65,47872,0.047919,60,65,2023,2023-12-03,1032,688,3.899789,184,22.939935,45578,2024-02-01,2024-02-06
12,4,1,2023-12-03,28,4,87,173499,0.047919,60,65,2023,2023-12-03,3741,2494,14.133682,665,83.139304,165185,2024-02-01,2024-02-06
12,5,1,2023-12-03,62,4,87,170257,0.047919,60,65,2023,2023-12-03,3671,2448,13.869535,653,81.585497,162098,2024-02-01,2024-02-06
12,6,1,2023-12-03,9,10,218,537688,0.047919,60,65,2023,2023-12-03,11594,7730,43.801387,2061,257.655217,511922,2024-02-01,2024-02-06
12,7,1,2023-12-03,27,5,109,75845,0.047919,60,65,2023,2023-12-03,1635,1090,6.17851,291,36.344179,72210,2024-02-01,2024-02-06
12,8,1,2023-12-03,1,7,152,362390,0.047919,60,65,2023,2023-12-03,7814,5210,29.521158,1389,173.653869,345024,2024-02-01,2024-02-06
12,9,1,2023-12-03,46,11,240,757582,0.047919,60,65,2023,2023-12-03,16336,10891,61.714544,2904,363.026729,721280,2024-02-01,2024-02-06
12,10,1,2023-12-03,30,10,218,157242,0.047919,60,65,2023,2023-12-03,3391,2260,12.809328,603,75.348985,149707,2024-02-01,2024-02-06
12,11,1,2023-12-03,58,2,44,102429,0.047919,60,65,2023,2023-12-03,2209,1472,8.344155,393,49.083266,97521,2024-02-01,2024-02-06
12,12,1,2023-12-03,4,8,174,321591,0.047919,60,65,2023,2023-12-03,6935,4623,26.197608,1233,154.103574,306181,2024-02-01,2024-02-06
12,13,1,2023-12-03,26,13,283,456324,0.047919,60,65,2023,2023-12-03,9840,6560,37.173284,1749,218.666374,434457,2024-02-01,2024-02-06
12,14,1,2023-12-03,3,7,152,337593,0.047919,60,65,2023,2023-12-03,7280,4853,27.501156,1294,161.771504,321416,2024-02-01,2024-02-06
12,15,1,2023-12-03,15,5,109,119986,0.047919,60,65,2023,2023-12-03,2587,1725,9.774349,460,57.496171,114236,2024-02-01,2024-02-06
12,16,1,2023-12-03,57,12,261,211211,0.047919,60,65,2023,2023-12-03,4554,3036,17.205749,810,101.21029,201090,2024-02-01,2024-02-06
12,17,1,2023-12-03,13,8,174,358814,0.047919,60,65,2023,2023-12-03,7737,5158,29.229872,1376,171.940425,341620,2024-02-01,2024-02-06
12,18,1,2023-12-03,25,7,152,372728,0.047919,60,65,2023,2023-12-03,8037,5358,30.363353,1429,178.607958,354867,2024-02-01,2024-02-06
13,1,2,2023-01-06,36,6,78,59766,0.059208,60,65,2023,2023-01-06,1592,1062,6.015687,283,35.386391,56228,2023-03-07,2023-03-12
13,2,2,2023-01-06,5,13,170,465797,0.059208,60,65,2023,2023-01-06,12410,8274,46.883968,2206,275.788048,438218,2023-03-07,2023-03-12
13,3,2,2023-01-06,12,9,118,234866,0.059208,60,65,2023,2023-01-06,6258,4172,23.639957,1112,139.05857,220960,2023-03-07,2023-03-12
13,4,2,2023-01-06,6,8,105,186794,0.059208,60,65,2023,2023-01-06,4977,3318,18.801369,885,110.596289,175734,2023-03-07,2023-03-12
13,5,2,2023-01-06,45,13,170,172659,0.059208,60,65,2023,2023-01-06,4600,3067,17.37865,818,102.227352,162436,2023-03-07,2023-03-12
13,6,2,2023-01-06,2,13,170,403564,0.059208,60,65,2023,2023-01-06,10752,7168,40.619977,1912,238.941041,379670,2023-03-07,2023-03-12
13,7,2,2023-01-06,3,6,78,173739,0.059208,60,65,2023,2023-01-06,4629,3086,17.487367,823,102.866866,163452,2023-03-07,2023-03-12
13,8,2,2023-01-06,29,8,105,178739,0.059208,60,65,2023,2023-01-06,4762,3175,17.990688,847,105.827574,168157,2023-03-07,2023-03-12
13,9,2,2023-01-06,30,8,105,75528,0.059208,60,65,2023,2023-01-06,2012,1342,7.602153,358,44.718545,71056,2023-03-07,2023-03-12
13,10,2,2023-01-06,18,4,52,55793,0.059208,60,65,2023,2023-01-06,1487,991,5.615714,264,33.033615,52489,2023-03-07,2023-03-12
13,11,2,2023-01-06,23,10,131,218824,0.059208,60,65,2023,2023-01-06,5830,3887,22.025305,1036,129.560616,205868,2023-03-07,2023-03-12
13,12,2,2023-01-06,10,11,144,253541,0.059208,60,65,2023,2023-01-06,6755,4503,25.519691,1201,150.11583,238529,2023-03-07,2023-03-12
13,13,2,2023-01-06,1,8,105,248667,0.059208,60,65,2023,2023-01-06,6625,4417,25.029121,1178,147.230126,233944,2023-03-07,2023-03-12
13,14,2,2023-01-06,15,9,118,129674,0.059208,60,65,2023,2023-01-06,3455,2303,13.052107,614,76.7771,121996,2023-03-07,2023-03-12
13,15,2,2023-01-06,51,11,144,249214,0.059208,60,65,2023,2023-01-06,6640,4427,25.084151,1180,147.55383,234458,2023-03-07,2023-03-12
13,16,2,2023-01-06,21,7,92,68281,0.059208,60,65,2023,2023-01-06,1819,1213,6.872674,323,40.427491,64238,2023-03-07,2023-03-12
13,17,2,2023-01-06,25,13,170,415612,0.059208,60,65,2023,2023-01-06,11073,7382,41.832644,1969,246.074375,391004,2023-03-07,2023-03-12
13,18,2,2023-01-06,20,4,52,86276,0.059208,60,65,2023,2023-01-06,2299,1532,8.683956,409,51.082095,81168,2023-03-07,2023-03-12
13,19,2,2023-01-06,41,13,170,188347,0.059208,60,65,2023,2023-01-06,5018,3345,18.957734,892,111.516083,177196,2023-03-07,2023-03-12
13,20,2,2023-01-06,27,11,144,100184,0.059208,60,65,2023,2023-01-06,2669,1780,10.083858,475,59.316813,94253,2023-03-07,2023-03-12
13,21,2,2023-01-06,77,13,170,354505,0.059208,60,65,2023,2023-01-06,9445,6297,35.682067,1679,209.894514,333516,2023-03-07,2023-03-12
14,1,2,2023-02-07,15,7,92,100858,0.059208,60,65,2023,2023-02-07,2687,1791,10.151639,478,59.715522,94886,2023-04-08,2023-04-13
14,2,2,2023-02-07,21,7,92,68281,0.059208,60,65,2023,2023-02-07,1819,1213,6.872674,323,40.427491,64238,2023-04-08,2023-04-13
14,3,2,2023-02-07,3,12,157,347478,0.059208,60,65,2023,2023-02-07,9258,6172,34.974734,1646,205.733731,326904,2023-04-08,2023-04-13
14,4,2,2023-02-07,1,11,144,341917,0.059208,60,65,2023,2023-02-07,9110,6073,34.415042,1620,202.441423,321673,2023-04-08,2023-04-13
14,5,2,2023-02-07,29,10,131,223424,0.059208,60,65,2023,2023-02-07,5953,3969,22.48836,1058,132.284468,210196,2023-04-08,2023-04-13
14,6,2,2023-02-07,25,4,52,127881,0.059208,60,65,2023,2023-02-07,3407,2271,12.871583,606,75.715192,120309,2023-04-08,2023-04-13
14,7,2,2023-02-07,10,8,105,184393,0.059208,60,65,2023,2023-02-07,4913,3275,18.559775,873,109.175149,173476,2023-04-08,2023-04-13
14,8,2,2023-02-07,59,6,78,129374,0.059208,60,65,2023,2023-02-07,3447,2298,13.021908,613,76.599457,121714,2023-04-08,2023-04-13
14,9,2,2023-02-07,17,11,144,325122,0.059208,60,65,2023,2023-02-07,8662,5775,32.724556,1540,192.497389,305872,2023-04-08,2023-04-13
14,10,2,2023-02-07,42,11,144,484273,0.059208,60,65,2023,2023-02-07,12903,8602,48.74357,2294,286.72688,455600,2023-04-08,2023-04-13
14,11,2,2023-02-07,27,11,144,100184,0.059208,60,65,2023,2023-02-07,2669,1780,10.083858,475,59.316813,94253,2023-04-08,2023-04-13
14,12,2,2023-02-07,6,9,118,210143,0.059208,60,65,2023,2023-02-07,5599,3733,21.15154,995,124.420825,197701,2023-04-08,2023-04-13
14,13,2,2023-02-07,19,13,170,352338,0.059208,60,65,2023,2023-02-07,9388,6258,35.463962,1669,208.61154,331477,2023-04-08,2023-04-13
14,14,2,2023-02-07,33,3,39,36144,0.059208,60,65,2023,2023-02-07,963,642,3.638001,171,21.400003,34004,2023-04-08,2023-04-13
14,15,2,2023-02-07,4,6,78,144816,0.059208,60,65,2023,2023-02-07,3858,2572,14.576161,686,85.742126,136242,2023-04-08,2023-04-13
15,1,2,2023-03-27,18,9,118,125534,0.059208,60,65,2023,2023-03-27,3345,2230,12.635358,595,74.325633,118101,2023-05-26,2023-05-31
15,2,2,2023-03-27,3,3,39,86869,0.059208,60,65,2023,2023-03-27,2315,1543,8.743684,411,51.433433,81726,2023-05-26,2023-05-31
15,3,2,2023-03-27,35,8,105,217997,0.059208,60,65,2023,2023-03-27,5808,3872,21.942089,1033,129.071112,205090,2023-05-26,2023-05-31
15,4,2,2023-03-27,16,11,144,390176,0.059208,60,65,2023,2023-03-27,10396,6930,39.27242,1848,231.014236,367074,2023-05-26,2023-05-31
15,5,2,2023-03-27,24,8,105,76648,0.059208,60,65,2023,2023-03-27,2042,1361,7.714896,363,45.381744,72110,2023-05-26,2023-05-31
15,6,2,2023-03-27,13,6,78,161578,0.059208,60,65,2023,2023-03-27,4305,2870,16.263292,765,95.666422,152011,2023-05-26,2023-05-31
15,7,2,2023-03-27,6,2,26,46698,0.059208,60,65,2023,2023-03-27,1244,829,4.700342,221,27.649072,43933,2023-05-26,2023-05-31
15,8,2,2023-03-27,2,2,26,62087,0.059208,60,65,2023,2023-03-27,1654,1103,6.249227,294,36.76016,58411,2023-05-26,2023-05-31
15,9,2,2023-03-27,7,5,65,153650,0.059208,60,65,2023,2023-03-27,4094,2729,15.465361,728,90.972712,144553,2023-05-26,2023-05-31
15,10,2,2023-03-27,5,4,52,143322,0.059208,60,65,2023,2023-03-27,3819,2546,14.425836,679,84.857861,134836,2023-05-26,2023-05-31
15,11,2,2023-03-27,1,6,78,186500,0.059208,60,65,2023,2023-03-27,4969,3313,18.771841,883,110.422594,175458,2023-05-26,2023-05-31
15,12,2,2023-03-27,47,7,92,179406,0.059208,60,65,2023,2023-03-27,4780,3187,18.057797,850,106.222335,168784,2023-05-26,2023-05-31
15,13,2,2023-03-27,4,12,157,289631,0.059208,60,65,2023,2023-03-27,7717,5145,29.152323,1372,171.484252,272483,2023-05-26,2023-05-31
15,14,2,2023-03-27,30,12,157,113292,0.059208,60,65,2023,2023-03-27,3019,2012,11.403229,537,67.077818,106585,2023-05-26,2023-05-31
15,15,2,2023-03-27,10,13,170,299639,0.059208,60,65,2023,2023-03-27,7983,5322,30.159635,1419,177.409617,281898,2023-05-26,2023-05-31
15,16,2,2023-03-27,23,7,92,153177,0.059208,60,65,2023,2023-03-27,4081,2721,15.417713,726,90.692431,144107,2023-05-26,2023-05-31
15,17,2,2023-03-27,40,9,118,327816,0.059208,60,65,2023,2023-03-27,8734,5823,32.995678,1553,194.092224,308406,2023-05-26,2023-05-31
15,18,2,2023-03-27,43,3,39,78349,0.059208,60,65,2023,2023-03-27,2087,1392,7.886025,371,46.388385,73710,2023-05-26,2023-05-31
15,19,2,2023-03-27,21,6,78,58526,0.059208,60,65,2023,2023-03-27,1559,1040,5.890863,277,34.652135,55061,2023-05-26,2023-05-31
15,20,2,2023-03-27,49,12,157,109292,0.059208,60,65,2023,2023-03-27,2912,1941,11.000573,518,64.709251,102821,2023-05-26,2023-05-31
16,1,2,2023-06-01,45,10,131,132814,0.059208,60,65,2023,2023-06-01,3539,2359,13.368192,629,78.636425,124951,2023-07-31,2023-08-05
16,2,2,2023-06-01,54,3,39,90290,0.059208,60,65,2023,2023-06-01,2406,1604,9.087955,428,53.458558,84944,2023-07-31,2023-08-05
16,3,2,2023-06-01,33,5,65,60240,0.059208,60,65,2023,2023-06-01,1605,1070,6.063334,285,35.666672,56673,2023-07-31,2023-08-05
16,4,2,2023-06-01,2,11,144,341477,0.059208,60,65,2023,2023-06-01,9098,6065,34.37075,1617,202.180881,321259,2023-07-31,2023-08-05
16,5,2,2023-06-01,6,9,118,210143,0.059208,60,65,2023,2023-06-01,5599,3733,21.15154,995,124.420825,197701,2023-07-31,2023-08-05
16,6,2,2023-06-01,1,7,92,217584,0.059208,60,65,2023,2023-06-01,5797,3865,21.900481,1031,128.82636,204701,2023-07-31,2023-08-05
16,7,2,2023-06-01,4,13,170,313767,0.059208,60,65,2023,2023-06-01,8360,5573,31.581683,1486,185.774606,295190,2023-07-31,2023-08-05
16,8,2,2023-06-01,3,2,26,57913,0.059208,60,65,2023,2023-06-01,1543,1029,5.829122,274,34.288955,54484,2023-07-31,2023-08-05
16,9,2,2023-06-01,26,8,105,168605,0.059208,60,65,2023,2023-06-01,4492,2995,16.970625,799,99.827205,158622,2023-07-31,2023-08-05
16,10,2,2023-06-01,68,8,105,187114,0.059208,60,65,2023,2023-06-01,4985,3324,18.833582,886,110.785775,176035,2023-07-31,2023-08-05
16,11,2,2023-06-01,29,8,105,178739,0.059208,60,65,2023,2023-06-01,4762,3175,17.990688,847,105.827574,168157,2023-07-31,2023-08-05
16,12,2,2023-06-01,32,8,105,167111,0.059208,60,65,2023,2023-06-01,4452,2968,16.8203,792,98.94294,157217,2023-07-31,2023-08-05
16,13,2,2023-06-01,85,10,131,307633,0.059208,60,65,2023,2023-06-01,8196,5464,30.964277,1457,182.142804,289419,2023-07-31,2023-08-05
16,14,2,2023-06-01,15,3,39,43225,0.059208,60,65,2023,2023-06-01,1152,768,4.350702,205,25.592367,40665,2023-07-31,2023-08-05
16,15,2,2023-06-01,5,13,170,465797,0.059208,60,65,2023,2023-06-01,12410,8274,46.883968,2206,275.788048,438218,2023-07-31,2023-08-05
16,16,2,2023-06-01,10,8,105,184393,0.059208,60,65,2023,2023-06-01,4913,3275,18.559775,873,109.175149,173476,2023-07-31,2023-08-05
16,17,2,2023-06-01,7,10,131,307300,0.059208,60,65,2023,2023-06-01,8188,5458,30.930722,1456,181.945423,289106,2023-07-31,2023-08-05
16,18,2,2023-06-01,13,10,131,269296,0.059208,60,65,2023,2023-06-01,7175,4783,27.105486,1276,159.444036,253352,2023-07-31,2023-08-05
17,1,2,2023-06-15,66,7,92,256415,0.059208,60,65,2023,2023-06-15,6832,4555,25.808933,1215,151.817251,241233,2023-08-14,2023-08-19
17,2,2,2023-06-15,1,7,92,217584,0.059208,60,65,2023,2023-06-15,5797,3865,21.900481,1031,128.82636,204701,2023-08-14,2023-08-19
17,3,2,2023-06-15,16,7,92,248294,0.059208,60,65,2023,2023-06-15,6615,4410,24.99154,1176,147.00906,233593,2023-08-14,2023-08-19
17,4,2,2023-06-15,12,6,78,156577,0.059208,60,65,2023,2023-06-15,4172,2781,15.759971,742,92.705713,147306,2023-08-14,2023-08-19
17,5,2,2023-06-15,41,6,78,86929,0.059208,60,65,2023,2023-06-15,2316,1544,8.749723,412,51.468961,81783,2023-08-14,2023-08-19
17,6,2,2023-06-15,52,11,144,413425,0.059208,60,65,2023,2023-06-15,11015,7343,41.612525,1958,244.779558,388947,2023-08-14,2023-08-19
17,7,2,2023-06-15,5,5,65,179153,0.059208,60,65,2023,2023-06-15,4773,3182,18.032295,849,106.072326,168546,2023-08-14,2023-08-19
17,8,2,2023-06-15,7,6,78,184380,0.059208,60,65,2023,2023-06-15,4913,3275,18.558433,873,109.167254,173463,2023-08-14,2023-08-19
17,9,2,2023-06-15,18,5,65,69741,0.059208,60,65,2023,2023-06-15,1858,1239,7.019643,330,41.292018,65612,2023-08-14,2023-08-19
17,10,2,2023-06-15,10,10,131,230492,0.059208,60,65,2023,2023-06-15,6141,4094,23.199719,1092,136.468936,216845,2023-08-14,2023-08-19
17,11,2,2023-06-15,2,5,65,155217,0.059208,60,65,2023,2023-06-15,4136,2757,15.623068,735,91.9004,146027,2023-08-14,2023-08-19
18,1,2,2023-08-18,1,8,105,248667,0.059208,60,65,2023,2023-08-18,6625,4417,25.029121,1178,147.230126,233944,2023-10-17,2023-10-22
18,2,2,2023-08-18,22,5,65,154950,0.059208,60,65,2023,2023-08-18,4128,2752,15.596224,734,91.742496,145776,2023-10-17,2023-10-22
18,3,2,2023-08-18,10,4,52,92197,0.059208,60,65,2023,2023-08-18,2456,1638,9.279888,437,54.587575,86738,2023-10-17,2023-10-22
18,4,2,2023-08-18,18,12,157,167378,0.059208,60,65,2023,2023-08-18,4460,2973,16.847143,793,99.100844,157468,2023-10-17,2023-10-22
18,5,2,2023-08-18,5,2,26,71661,0.059208,60,65,2023,2023-08-18,1909,1273,7.212918,339,42.42893,67418,2023-10-17,2023-10-22
18,6,2,2023-08-18,7,6,78,184380,0.059208,60,65,2023,2023-08-18,4913,3275,18.558433,873,109.167254,173463,2023-10-17,2023-10-22
18,7,2,2023-08-18,32,13,170,271556,0.059208,60,65,2023,2023-08-18,7235,4823,27.332987,1286,160.782277,255478,2023-10-17,2023-10-22
18,8,2,2023-08-18,15,7,92,100858,0.059208,60,65,2023,2023-08-18,2687,1791,10.151639,478,59.715522,94886,2023-10-17,2023-10-22
18,9,2,2023-08-18,12,10,131,260962,0.059208,60,65,2023,2023-08-18,6953,4635,26.266619,1236,154.509522,245511,2023-10-17,2023-10-22
18,10,2,2023-08-18,3,5,65,144782,0.059208,60,65,2023,2023-08-18,3858,2572,14.572806,686,85.722388,136210,2023-10-17,2023-10-22
18,11,2,2023-08-18,2,6,78,186260,0.059208,60,65,2023,2023-08-18,4963,3308,18.747682,882,110.28048,175232,2023-10-17,2023-10-22
18,12,2,2023-08-18,9,12,157,387402,0.059208,60,65,2023,2023-08-18,10322,6881,38.993245,1835,229.37203,364465,2023-10-17,2023-10-22
18,13,2,2023-08-18,24,8,105,76648,0.059208,60,65,2023,2023-08-18,2042,1361,7.714896,363,45.381744,72110,2023-10-17,2023-10-22
18,14,2,2023-08-18,23,11,144,240706,0.059208,60,65,2023,2023-08-18,6413,4276,24.227835,1140,142.516677,226454,2023-10-17,2023-10-22
18,15,2,2023-08-18,26,10,131,210756,0.059208,60,65,2023,2023-08-18,5615,3744,21.213281,998,124.784006,198278,2023-10-17,2023-10-22
18,16,2,2023-08-18,16,8,105,283764,0.059208,60,65,2023,2023-08-18,7560,5040,28.56176,1344,168.010354,266963,2023-10-17,2023-10-22
18,17,2,2023-08-18,30,9,118,84969,0.059208,60,65,2023,2023-08-18,2264,1509,8.552422,402,50.308363,79938,2023-10-17,2023-10-22
18,18,2,2023-08-18,11,2,26,55259,0.059208,60,65,2023,2023-08-18,1472,982,5.562027,262,32.717806,51988,2023-10-17,2023-10-22
18,19,2,2023-08-18,21,13,170,126807,0.059208,60,65,2023,2023-08-18,3379,2252,12.763537,601,75.079627,119299,2023-10-17,2023-10-22
18,20,2,2023-08-18,6,13,170,303540,0.059208,60,65,2023,2023-08-18,8087,5392,30.552225,1438,179.71897,285568,2023-10-17,2023-10-22
18,21,2,2023-08-18,74,7,92,146736,0.059208,60,65,2023,2023-08-18,3910,2606,14.769436,695,86.879038,138048,2023-10-17,2023-10-22
18,22,2,2023-08-18,46,12,157,496214,0.059208,60,65,2023,2023-08-18,13221,8814,49.945499,2350,293.797053,466834,2023-10-17,2023-10-22
18,23,2,2023-08-18,4,2,26,48272,0.059208,60,65,2023,2023-08-18,1286,857,4.85872,229,28.580709,45414,2023-10-17,2023-10-22
18,24,2,2023-08-18,20,13,170,280397,0.059208,60,65,2023,2023-08-18,7471,4981,28.222858,1328,166.01681,263795,2023-10-17,2023-10-22
19,1,2,2023-09-25,2,4,52,124173,0.059208,60,65,2023,2023-09-25,3308,2206,12.498454,588,73.52032,116821,2023-11-24,2023-11-29
19,2,2,2023-09-25,3,13,170,376434,0.059208,60,65,2023,2023-09-25,10030,6686,37.889295,1783,222.878209,354146,2023-11-24,2023-11-29
19,3,2,2023-09-25,18,13,170,181326,0.059208,60,65,2023,2023-09-25,4831,3221,18.251072,859,107.359248,170590,2023-11-24,2023-11-29
19,4,2,2023-09-25,6,7,92,163444,0.059208,60,65,2023,2023-09-25,4355,2903,16.451198,774,96.771753,153767,2023-11-24,2023-11-29
19,5,2,2023-09-25,11,8,105,221037,0.059208,60,65,2023,2023-09-25,5889,3926,22.248108,1047,130.871223,207950,2023-11-24,2023-11-29
19,6,2,2023-09-25,10,6,78,138295,0.059208,60,65,2023,2023-09-25,3685,2456,13.919832,655,81.881362,130107,2023-11-24,2023-11-29
19,7,2,2023-09-25,20,11,144,237259,0.059208,60,65,2023,2023-09-25,6321,4214,23.88088,1124,140.475762,223212,2023-11-24,2023-11-29
19,8,2,2023-09-25,14,9,118,266369,0.059208,60,65,2023,2023-09-25,7097,4731,26.810876,1262,157.711035,250598,2023-11-24,2023-11-29
19,9,2,2023-09-25,57,6,78,63407,0.059208,60,65,2023,2023-09-25,1689,1126,6.382104,300,37.541787,59653,2023-11-24,2023-11-29
19,10,2,2023-09-25,80,6,78,200502,0.059208,60,65,2023,2023-09-25,5342,3561,20.181138,950,118.712579,188631,2023-11-24,2023-11-29
19,11,2,2023-09-25,21,11,144,107298,0.059208,60,65,2023,2023-09-25,2859,1906,10.799916,508,63.528915,100945,2023-11-24,2023-11-29
19,12,2,2023-09-25,27,11,144,100184,0.059208,60,65,2023,2023-09-25,2669,1780,10.083858,475,59.316813,94253,2023-11-24,2023-11-29
19,13,2,2023-09-25,4,4,52,96544,0.059208,60,65,2023,2023-09-25,2572,1715,9.717441,457,57.161417,90828,2023-11-24,2023-11-29
19,14,2,2023-09-25,26,13,170,273983,0.059208,60,65,2023,2023-09-25,7300,4867,27.577265,1298,162.219207,257761,2023-11-24,2023-11-29
19,15,2,2023-09-25,13,8,105,215437,0.059208,60,65,2023,2023-09-25,5740,3827,21.684389,1020,127.555229,202681,2023-11-24,2023-11-29
19,16,2,2023-09-25,16,3,39,106412,0.059208,60,65,2023,2023-09-25,2835,1890,10.71066,504,63.003883,100111,2023-11-24,2023-11-29
19,17,2,2023-09-25,8,2,26,56433,0.059208,60,65,2023,2023-09-25,1504,1002,5.68014,267,33.412585,53092,2023-11-24,2023-11-29
19,18,2,2023-09-25,1,10,131,310834,0.059208,60,65,2023,2023-09-25,8282,5521,31.286402,1472,184.037657,292430,2023-11-24,2023-11-29
20,1,2,2023-10-09,18,13,170,181326,0.059208,60,65,2023,2023-10-09,4831,3221,18.251072,859,107.359248,170590,2023-12-08,2023-12-13
20,2,2,2023-10-09,1,7,92,217584,0.059208,60,65,2023,2023-10-09,5797,3865,21.900481,1031,128.82636,204701,2023-12-08,2023-12-13
20,3,2,2023-10-09,27,4,52,36431,0.059208,60,65,2023,2023-10-09,971,647,3.666858,173,21.56975,34274,2023-12-08,2023-12-13
20,4,2,2023-10-09,2,9,118,279390,0.059208,60,65,2023,2023-10-09,7444,4963,28.121522,1323,165.42072,262848,2023-12-08,2023-12-13
20,5,2,2023-10-09,14,8,105,236772,0.059208,60,65,2023,2023-10-09,6308,4206,23.83189,1122,140.187586,222754,2023-12-08,2023-12-13
20,6,2,2023-10-09,3,6,78,173739,0.059208,60,65,2023,2023-10-09,4629,3086,17.487367,823,102.866866,163452,2023-12-08,2023-12-13
20,7,2,2023-10-09,15,9,118,129674,0.059208,60,65,2023,2023-10-09,3455,2303,13.052107,614,76.7771,121996,2023-12-08,2023-12-13
20,8,2,2023-10-09,23,9,118,196941,0.059208,60,65,2023,2023-10-09,5247,3498,19.822774,933,116.604554,185281,2023-12-08,2023-12-13
20,9,2,2023-10-09,21,12,157,117053,0.059208,60,65,2023,2023-10-09,3119,2079,11.781726,554,69.304271,110122,2023-12-08,2023-12-13
20,10,2,2023-10-09,10,2,26,46098,0.059208,60,65,2023,2023-10-09,1228,819,4.639944,218,27.293787,43369,2023-12-08,2023-12-13
20,11,2,2023-10-09,33,8,105,96384,0.059208,60,65,2023,2023-10-09,2568,1712,9.701335,457,57.066675,90677,2023-12-08,2023-12-13
20,12,2,2023-10-09,4,10,131,241360,0.059208,60,65,2023,2023-10-09,6431,4287,24.293602,1143,142.903543,227069,2023-12-08,2023-12-13
20,13,2,2023-10-09,42,11,144,484273,0.059208,60,65,2023,2023-10-09,12903,8602,48.74357,2294,286.72688,455600,2023-12-08,2023-12-13
20,14,2,2023-10-09,7,2,26,61460,0.059208,60,65,2023,2023-10-09,1638,1092,6.186144,291,36.389085,57821,2023-12-08,2023-12-13
20,15,2,2023-10-09,53,11,144,125120,0.059208,60,65,2023,2023-10-09,3334,2222,12.59375,593,74.080881,117712,2023-12-08,2023-12-13
20,16,2,2023-10-09,11,11,144,303926,0.059208,60,65,2023,2023-10-09,8098,5398,30.591148,1440,179.947931,285932,2023-12-08,2023-12-13
21,1,2,2023-10-10,11,5,65,138148,0.059208,60,65,2023,2023-10-10,3681,2454,13.905067,654,81.794514,129969,2023-12-09,2023-12-14
21,2,2,2023-10-10,1,10,131,310834,0.059208,60,65,2023,2023-10-10,8282,5521,31.286402,1472,184.037657,292430,2023-12-09,2023-12-14
21,3,2,2023-10-10,30,4,52,37764,0.059208,60,65,2023,2023-10-10,1006,671,3.801076,179,22.359273,35528,2023-12-09,2023-12-14
21,4,2,2023-10-10,33,7,92,84336,0.059208,60,65,2023,2023-10-10,2247,1498,8.488668,399,49.93334,79342,2023-12-09,2023-12-14
21,5,2,2023-10-10,48,11,144,378734,0.059208,60,65,2023,2023-10-10,10091,6727,38.120823,1794,224.240135,356310,2023-12-09,2023-12-14
21,6,2,2023-10-10,20,10,131,215690,0.059208,60,65,2023,2023-10-10,5747,3831,21.709891,1022,127.705238,202920,2023-12-09,2023-12-14
21,7,2,2023-10-10,8,2,26,56433,0.059208,60,65,2023,2023-10-10,1504,1002,5.68014,267,33.412585,53092,2023-12-09,2023-12-14
21,8,2,2023-10-10,5,13,170,465797,0.059208,60,65,2023,2023-10-10,12410,8274,46.883968,2206,275.788048,438218,2023-12-09,2023-12-14
21,9,2,2023-10-10,7,13,170,399490,0.059208,60,65,2023,2023-10-10,10644,7096,40.209938,1892,236.52905,375837,2023-12-09,2023-12-14
