customer_key,acquisition_channel,is_paid_acquired,first_order_date,first_order_cohort,lifetime_order_count,geography
519,Referral,False,2023-01-05,2023-01,3,Midwest
520,Paid search,True,2023-01-05,2023-01,2,South
521,Paid search,True,2023-01-05,2023-01,1,West
522,Affiliate / creator,True,2023-01-05,2023-01,2,Midwest
523,Paid social,True,2023-01-05,2023-01,2,Northeast
524,Organic,False,2023-01-05,2023-01,3,South
525,Email / SMS,False,2023-01-05,2023-01,3,West
526,Paid search,True,2023-01-05,2023-01,3,Northeast
527,Paid social,True,2023-01-05,2023-01,3,South
528,Email / SMS,False,2023-01-05,2023-01,3,West
529,Paid social,True,2023-01-05,2023-01,2,Northeast
530,Paid social,True,2023-01-05,2023-01,2,West
531,Organic,False,2023-01-05,2023-01,3,West
532,Paid social,True,2023-01-05,2023-01,3,South
533,Paid social,True,2023-01-05,2023-01,2,West
534,Paid social,True,2023-01-05,2023-01,5,Northeast
535,Email / SMS,False,2023-01-05,2023-01,1,Northeast
536,Paid social,True,2023-01-05,2023-01,3,Midwest
537,Affiliate / creator,True,2023-01-05,2023-01,2,Midwest
538,Paid social,True,2023-01-05,2023-01,1,Northeast
539,Retargeting,True,2023-01-05,2023-01,1,Midwest
540,Paid search,True,2023-01-05,2023-01,2,Midwest
541,Organic,False,2023-01-05,2023-01,3,West
542,Paid social,True,2023-01-05,2023-01,1,Northeast
543,Email / SMS,False,2023-01-05,2023-01,2,South
544,Paid social,True,2023-01-05,2023-01,4,West
545,Organic,False,2023-01-05,2023-01,2,Northeast
546,Retargeting,True,2023-01-05,2023-01,2,West
547,Paid search,True,2023-01-05,2023-01,3,Midwest
548,Paid search,True,2023-01-05,2023-01,3,Midwest
549,Paid social,True,2023-01-05,2023-01,2,Midwest
550,Affiliate / creator,True,2023-01-05,2023-01,2,Midwest
551,Paid search,True,2023-01-05,2023-01,1,Midwest
552,Paid social,True,2023-01-05,2023-01,2,South
553,Paid social,True,2023-01-05,2023-01,1,South
554,Affiliate / creator,True,2023-01-05,2023-01,2,South
555,Referral,False,2023-01-05,2023-01,1,Midwest
556,Paid social,True,2023-01-05,2023-01,1,Northeast
557,Paid search,True,2023-01-05,2023-01,1,South
558,Email / SMS,False,2023-01-05,2023-01,1,West
559,Paid search,True,2023-01-05,2023-01,2,Northeast
560,Affiliate / creator,True,2023-01-05,2023-01,2,Northeast
561,Paid search,True,2023-01-05,2023-01,3,West
562,Paid social,True,2023-01-05,2023-01,2,Northeast
563,Paid social,True,2023-01-05,2023-01,2,South
564,Paid social,True,2023-01-05,2023-01,2,Midwest
565,Paid social,True,2023-01-05,2023-01,2,Midwest
566,Paid social,True,2023-01-05,2023-01,3,Midwest
567,Referral,False,2023-01-05,2023-01,3,Northeast
568,Paid social,True,2023-01-05,2023-01,2,Northeast
569,Paid social,True,2023-01-06,2023-01,2,West
570,Paid social,True,2023-01-06,2023-01,1,West
571,Referral,False,2023-01-06,2023-01,1,Midwest
572,Paid social,True,2023-01-06,2023-01,2,South
573,Retargeting,True,2023-01-06,2023-01,2,West
574,Organic,False,2023-01-06,2023-01,2,South
575,Paid social,True,2023-01-06,2023-01,1,Northeast
576,Organic,False,2023-01-06,2023-01,2,West
577,Referral,False,2023-01-06,2023-01,1,West
578,Organic,False,2023-01-06,2023-01,2,West
579,Organic,False,2023-01-06,2023-01,2,Northeast
580,Organic,False,2023-01-06,2023-01,3,South
581,Paid social,True,2023-01-06,2023-01,1,South
582,Organic,False,2023-01-06,2023-01,2,Midwest
583,Paid search,True,2023-01-06,2023-01,2,West
584,Paid search,True,2023-01-01,2023-01,2,South
585,Organic,False,2023-01-06,2023-01,2,West
586,Paid search,True,2023-01-06,2023-01,1,Midwest
587,Paid social,True,2023-01-06,2023-01,3,West
588,Referral,False,2023-01-06,2023-01,1,Midwest
589,Paid social,True,2023-01-06,2023-01,4,Midwest
590,Affiliate / creator,True,2023-01-06,2023-01,1,South
591,Paid social,True,2023-01-06,2023-01,1,Midwest
592,Paid search,True,2023-01-06,2023-01,2,Midwest
593,Paid social,True,2023-01-06,2023-01,2,Northeast
594,Paid social,True,2023-01-06,2023-01,8,Midwest
595,Retargeting,True,2023-01-06,2023-01,3,West
596,Referral,False,2023-01-06,2023-01,1,Midwest
597,Paid social,True,2023-01-06,2023-01,3,South
598,Paid social,True,2023-01-06,2023-01,2,Midwest
599,Paid social,True,2023-01-06,2023-01,2,West
600,Paid social,True,2023-01-06,2023-01,2,Midwest
601,Retargeting,True,2023-01-06,2023-01,2,West
602,Retargeting,True,2023-01-06,2023-01,2,South
603,Paid social,True,2023-01-06,2023-01,2,South
604,Email / SMS,False,2023-01-06,2023-01,3,South
605,Paid search,True,2023-01-06,2023-01,2,Northeast
606,Paid search,True,2023-01-06,2023-01,1,Northeast
607,Retargeting,True,2023-01-06,2023-01,1,South
608,Paid social,True,2023-01-06,2023-01,3,South
609,Retargeting,True,2023-01-06,2023-01,4,Midwest
610,Affiliate / creator,True,2023-01-06,2023-01,3,Northeast
611,Paid social,True,2023-01-06,2023-01,3,Northeast
612,Organic,False,2023-01-06,2023-01,1,Midwest
613,Affiliate / creator,True,2023-01-06,2023-01,1,South
614,Paid social,True,2023-01-06,2023-01,2,South
615,Paid social,True,2023-01-06,2023-01,1,Northeast
616,Email / SMS,False,2023-01-06,2023-01,3,Northeast
617,Organic,False,2023-01-06,2023-01,1,West
618,Paid search,True,2023-01-06,2023-01,3,South
619,Affiliate / creator,True,2023-01-06,2023-01,1,West
620,Paid social,True,2023-01-06,2023-01,3,Midwest
621,Paid social,True,2023-01-06,2023-01,2,Midwest
622,Referral,False,2023-01-06,2023-01,1,South
623,Paid social,True,2023-01-06,2023-01,2,West
624,Paid social,True,2023-01-06,2023-01,2,Northeast
625,Paid social,True,2023-01-06,2023-01,2,West
626,Affiliate / creator,True,2023-01-06,2023-01,4,Northeast
627,Paid social,True,2023-01-06,2023-01,1,West
628,Paid search,True,2023-01-06,2023-01,1,Midwest
629,Retargeting,True,2023-01-06,2023-01,1,South
630,Paid social,True,2023-01-06,2023-01,1,Midwest
631,Paid social,True,2023-01-06,2023-01,1,Midwest
632,Retargeting,True,2023-01-06,2023-01,3,Northeast
633,Paid search,True,2023-01-06,2023-01,1,West
634,Referral,False,2023-01-06,2023-01,3,Midwest
635,Retargeting,True,2023-01-06,2023-01,2,Northeast
636,Paid social,True,2023-01-06,2023-01,1,Midwest
637,Paid social,True,2023-01-06,2023-01,2,West
638,Paid search,True,2023-01-06,2023-01,1,West
639,Paid social,True,2023-01-06,2023-01,3,Midwest
640,Paid search,True,2023-01-06,2023-01,1,Northeast
641,Organic,False,2023-01-06,2023-01,3,West
642,Paid search,True,2023-01-06,2023-01,2,Midwest
643,Affiliate / creator,True,2023-01-06,2023-01,1,Midwest
644,Paid social,True,2023-01-06,2023-01,3,Northeast
645,Referral,False,2023-01-06,2023-01,3,West
646,Retargeting,True,2023-01-06,2023-01,3,Northeast
647,Retargeting,True,2023-01-06,2023-01,1,Midwest
648,Affiliate / creator,True,2023-01-06,2023-01,1,Northeast
649,Paid social,True,2023-01-06,2023-01,5,Northeast
650,Paid social,True,2023-01-06,2023-01,1,South
651,Paid social,True,2023-01-06,2023-01,1,South
652,Paid search,True,2023-01-06,2023-01,3,Midwest
653,Retargeting,True,2023-01-06,2023-01,3,South
654,Organic,False,2023-01-06,2023-01,1,South
655,Paid search,True,2023-01-06,2023-01,1,Northeast
656,Paid social,True,2023-01-06,2023-01,1,Midwest
657,Affiliate / creator,True,2023-01-06,2023-01,2,Northeast
658,Paid social,True,2023-01-06,2023-01,3,Northeast
659,Paid social,True,2023-01-06,2023-01,1,West
660,Retargeting,True,2023-01-06,2023-01,3,West
661,Referral,False,2023-01-06,2023-01,3,Northeast
662,Paid search,True,2023-01-06,2023-01,1,Midwest
663,Affiliate / creator,True,2023-01-06,2023-01,1,West
664,Organic,False,2023-01-06,2023-01,2,Northeast
665,Paid social,True,2023-01-06,2023-01,1,West
666,Paid search,True,2023-01-06,2023-01,3,Northeast
667,Referral,False,2023-01-06,2023-01,1,South
668,Paid social,True,2023-01-06,2023-01,1,Northeast
669,Paid search,True,2023-01-06,2023-01,2,Northeast
670,Paid social,True,2023-01-06,2023-01,2,West
671,Paid social,True,2023-01-06,2023-01,2,West
672,Paid social,True,2023-01-06,2023-01,2,South
673,Organic,False,2023-01-06,2023-01,2,South
674,Paid social,True,2023-01-06,2023-01,2,Midwest
675,Paid social,True,2023-01-06,2023-01,1,South
676,Affiliate / creator,True,2023-01-06,2023-01,1,Midwest
677,Paid search,True,2023-01-06,2023-01,1,South
678,Paid search,True,2023-01-06,2023-01,4,Northeast
679,Email / SMS,False,2023-01-06,2023-01,2,Midwest
680,Affiliate / creator,True,2023-01-06,2023-01,1,Midwest
681,Referral,False,2023-01-06,2023-01,4,South
682,Paid social,True,2023-01-06,2023-01,1,South
683,Paid social,True,2023-01-06,2023-01,3,South
684,Retargeting,True,2023-01-06,2023-01,1,Midwest
685,Email / SMS,False,2023-01-06,2023-01,2,West
686,Paid social,True,2023-01-06,2023-01,4,Northeast
687,Paid social,True,2023-01-06,2023-01,3,Midwest
688,Paid social,True,2023-01-06,2023-01,1,Northeast
689,Paid search,True,2023-01-06,2023-01,2,West
690,Paid social,True,2023-01-06,2023-01,1,Midwest
691,Referral,False,2023-01-06,2023-01,3,Midwest
692,Paid search,True,2023-01-06,2023-01,2,Midwest
693,Affiliate / creator,True,2023-01-06,2023-01,2,Northeast
694,Paid social,True,2023-01-06,2023-01,5,Midwest
695,Referral,False,2023-01-06,2023-01,2,Northeast
696,Paid social,True,2023-01-06,2023-01,1,West
697,Paid search,True,2023-01-06,2023-01,1,Midwest
698,Referral,False,2023-01-07,2023-01,2,West
699,Referral,False,2023-01-07,2023-01,2,Midwest
700,Organic,False,2023-01-07,2023-01,1,South
701,Paid social,True,2023-01-07,2023-01,1,Northeast
702,Paid social,True,2023-01-07,2023-01,3,Northeast
703,Paid social,True,2023-01-07,2023-01,3,Northeast
704,Organic,False,2023-01-07,2023-01,1,South
705,Email / SMS,False,2023-01-07,2023-01,2,West
706,Affiliate / creator,True,2023-01-07,2023-01,2,West
707,Retargeting,True,2023-01-07,2023-01,1,West
708,Affiliate / creator,True,2023-01-07,2023-01,2,West
709,Paid social,True,2023-01-07,2023-01,2,West
710,Paid social,True,2023-01-07,2023-01,3,South
711,Retargeting,True,2023-01-07,2023-01,3,Northeast
712,Referral,False,2023-01-07,2023-01,3,Midwest
713,Affiliate / creator,True,2023-01-07,2023-01,3,South
714,Paid social,True,2023-01-01,2023-01,2,South
715,Paid social,True,2023-01-07,2023-01,2,Northeast
716,Paid social,True,2023-01-07,2023-01,1,South
717,Paid social,True,2023-01-07,2023-01,2,Northeast
718,Retargeting,True,2023-01-07,2023-01,2,Midwest
719,Organic,False,2023-01-07,2023-01,1,Midwest
720,Paid social,True,2023-01-07,2023-01,1,Midwest
721,Referral,False,2023-01-07,2023-01,5,South
722,Paid social,True,2023-01-07,2023-01,3,South
723,Paid social,True,2023-01-07,2023-01,1,West
724,Paid social,True,2023-01-07,2023-01,2,South
725,Paid social,True,2023-01-07,2023-01,1,Midwest
726,Paid social,True,2023-01-07,2023-01,4,Midwest
727,Referral,False,2023-01-07,2023-01,2,South
728,Email / SMS,False,2023-01-07,2023-01,3,South
729,Paid social,True,2023-01-07,2023-01,2,Northeast
730,Paid search,True,2023-01-07,2023-01,1,Northeast
731,Referral,False,2023-01-07,2023-01,1,Northeast
732,Paid search,True,2023-01-07,2023-01,3,Northeast
733,Referral,False,2023-01-07,2023-01,1,South
734,Organic,False,2023-01-07,2023-01,4,West
735,Affiliate / creator,True,2023-01-07,2023-01,1,Northeast
736,Paid search,True,2023-01-07,2023-01,1,Midwest
737,Referral,False,2023-01-07,2023-01,5,West
738,Retargeting,True,2023-01-07,2023-01,1,South
739,Retargeting,True,2023-01-07,2023-01,3,Northeast
740,Email / SMS,False,2023-01-07,2023-01,3,West
741,Affiliate / creator,True,2023-01-07,2023-01,3,Midwest
742,Affiliate / creator,True,2023-01-07,2023-01,2,Northeast
743,Affiliate / creator,True,2023-01-07,2023-01,1,Midwest
744,Paid search,True,2023-01-07,2023-01,1,Midwest
745,Paid search,True,2023-01-07,2023-01,2,West
746,Retargeting,True,2023-01-07,2023-01,2,South
747,Paid social,True,2023-01-07,2023-01,4,West
748,Paid search,True,2023-01-07,2023-01,2,West
749,Referral,False,2023-01-07,2023-01,2,West
750,Affiliate / creator,True,2023-01-07,2023-01,2,South
751,Paid social,True,2023-01-07,2023-01,1,West
752,Affiliate / creator,True,2023-01-07,2023-01,3,West
753,Paid social,True,2023-01-07,2023-01,3,South
754,Paid social,True,2023-01-07,2023-01,3,South
755,Paid social,True,2023-01-07,2023-01,3,Midwest
756,Paid social,True,2023-01-07,2023-01,3,South
757,Affiliate / creator,True,2023-01-07,2023-01,3,South
758,Paid social,True,2023-01-07,2023-01,1,West
759,Paid social,True,2023-01-07,2023-01,2,Midwest
760,Paid social,True,2023-01-07,2023-01,4,West
761,Email / SMS,False,2023-01-07,2023-01,1,Northeast
762,Paid social,True,2023-01-07,2023-01,1,Northeast
763,Affiliate / creator,True,2023-01-07,2023-01,4,Midwest
764,Paid social,True,2023-01-07,2023-01,2,South
765,Paid search,True,2023-01-07,2023-01,4,South
766,Paid social,True,2023-01-07,2023-01,1,West
767,Paid social,True,2023-01-07,2023-01,1,West
768,Paid social,True,2023-01-07,2023-01,1,South
769,Paid search,True,2023-01-07,2023-01,2,South
770,Affiliate / creator,True,2023-01-07,2023-01,2,South
771,Email / SMS,False,2023-01-07,2023-01,1,South
772,Paid search,True,2023-01-07,2023-01,3,Midwest
773,Paid social,True,2023-01-07,2023-01,1,West
774,Paid social,True,2023-01-07,2023-01,3,West
775,Email / SMS,False,2023-01-07,2023-01,1,Midwest
776,Email / SMS,False,2023-01-07,2023-01,1,Northeast
777,Affiliate / creator,True,2023-01-07,2023-01,3,Midwest
778,Retargeting,True,2023-01-07,2023-01,1,Midwest
779,Retargeting,True,2023-01-07,2023-01,1,Northeast
780,Paid social,True,2023-01-07,2023-01,1,West
781,Paid social,True,2023-01-07,2023-01,2,South
782,Organic,False,2023-01-07,2023-01,2,Northeast
783,Affiliate / creator,True,2023-01-03,2023-01,2,West
784,Paid social,True,2023-01-07,2023-01,1,South
785,Paid search,True,2023-01-07,2023-01,3,Midwest
786,Paid social,True,2023-01-07,2023-01,2,West
787,Paid social,True,2023-01-07,2023-01,2,Northeast
788,Paid social,True,2023-01-07,2023-01,1,South
789,Paid search,True,2023-01-07,2023-01,2,South
790,Paid social,True,2023-01-07,2023-01,3,South
791,Organic,False,2023-01-07,2023-01,4,West
792,Organic,False,2023-01-07,2023-01,2,South
793,Retargeting,True,2023-01-07,2023-01,2,Midwest
794,Organic,False,2023-01-07,2023-01,6,Midwest
795,Paid social,True,2023-01-07,2023-01,2,Northeast
796,Paid social,True,2023-01-07,2023-01,2,South
797,Paid social,True,2023-01-07,2023-01,1,Northeast
798,Paid social,True,2023-01-07,2023-01,1,Northeast
799,Paid search,True,2023-01-07,2023-01,2,West
800,Paid social,True,2023-01-07,2023-01,2,Northeast
801,Paid social,True,2023-01-07,2023-01,1,West
802,Paid social,True,2023-01-07,2023-01,2,Midwest
803,Organic,False,2023-01-07,2023-01,1,Midwest
804,Email / SMS,False,2023-01-08,2023-01,1,Northeast
805,Retargeting,True,2023-01-08,2023-01,1,Northeast
806,Paid search,True,2023-01-08,2023-01,1,South
807,Paid search,True,2023-01-08,2023-01,1,West
808,Paid social,True,2023-01-08,2023-01,1,South
809,Paid social,True,2023-01-08,2023-01,1,Northeast
810,Paid search,True,2023-01-08,2023-01,2,West
811,Paid search,True,2023-01-08,2023-01,1,West
812,Email / SMS,False,2023-01-08,2023-01,2,West
813,Retargeting,True,2023-01-08,2023-01,2,West
814,Organic,False,2023-01-08,2023-01,5,West
815,Paid social,True,2023-01-08,2023-01,1,Midwest
816,Email / SMS,False,2023-01-08,2023-01,1,West
817,Paid social,True,2023-01-08,2023-01,3,West
818,Organic,False,2023-01-08,2023-01,2,West
819,Paid social,True,2023-01-08,2023-01,2,Midwest
820,Paid social,True,2023-01-08,2023-01,2,West
821,Paid search,True,2023-01-08,2023-01,2,West
822,Paid social,True,2023-01-08,2023-01,2,Midwest
823,Organic,False,2023-01-08,2023-01,2,Northeast
824,Paid social,True,2023-01-08,2023-01,2,South
825,Paid social,True,2023-01-08,2023-01,3,Midwest
826,Paid search,True,2023-01-08,2023-01,2,South
827,Affiliate / creator,True,2023-01-08,2023-01,1,Northeast
828,Paid search,True,2023-01-08,2023-01,2,Midwest
829,Retargeting,True,2023-01-08,2023-01,3,Midwest
830,Paid social,True,2023-01-08,2023-01,2,Northeast
831,Retargeting,True,2023-01-08,2023-01,3,West
832,Affiliate / creator,True,2023-01-08,2023-01,2,Northeast
833,Paid social,True,2023-01-08,2023-01,2,Midwest
834,Affiliate / creator,True,2023-01-08,2023-01,1,Midwest
835,Paid search,True,2023-01-08,2023-01,3,South
836,Organic,False,2023-01-08,2023-01,2,West
837,Affiliate / creator,True,2023-01-08,2023-01,3,South
838,Paid social,True,2023-01-08,2023-01,1,South
839,Affiliate / creator,True,2023-01-08,2023-01,1,Midwest
840,Paid social,True,2023-01-08,2023-01,5,South
841,Paid social,True,2023-01-08,2023-01,3,Midwest
842,Paid search,True,2023-01-08,2023-01,1,South
843,Paid social,True,2023-01-08,2023-01,2,Northeast
844,Paid social,True,2023-01-02,2023-01,5,Midwest
845,Paid social,True,2023-01-08,2023-01,1,South
846,Paid search,True,2023-01-08,2023-01,3,South
847,Retargeting,True,2023-01-08,2023-01,2,Northeast
848,Paid social,True,2023-01-08,2023-01,1,West
849,Paid search,True,2023-01-08,2023-01,4,South
850,Email / SMS,False,2023-01-08,2023-01,1,Midwest
851,Affiliate / creator,True,2023-01-08,2023-01,3,Midwest
852,Affiliate / creator,True,2023-01-08,2023-01,2,West
853,Paid social,True,2023-01-08,2023-01,2,Northeast
854,Paid search,True,2023-01-08,2023-01,4,South
855,Retargeting,True,2023-01-08,2023-01,3,South
856,Paid search,True,2023-01-08,2023-01,1,Northeast
857,Affiliate / creator,True,2023-01-08,2023-01,3,Midwest
858,Paid social,True,2023-01-08,2023-01,2,West
859,Paid social,True,2023-01-08,2023-01,2,Northeast
860,Paid social,True,2023-01-08,2023-01,1,Midwest
861,Organic,False,2023-01-08,2023-01,2,West
862,Paid search,True,2023-01-08,2023-01,1,South
863,Paid social,True,2023-01-08,2023-01,1,Northeast
864,Paid search,True,2023-01-08,2023-01,2,Midwest
865,Paid social,True,2023-01-08,2023-01,1,Northeast
866,Referral,False,2023-01-08,2023-01,4,Midwest
867,Paid social,True,2023-01-08,2023-01,1,West
868,Paid social,True,2023-01-08,2023-01,2,South
869,Organic,False,2023-01-08,2023-01,2,Midwest
870,Paid social,True,2023-01-08,2023-01,3,West
871,Paid social,True,2023-01-08,2023-01,1,Northeast
872,Retargeting,True,2023-01-08,2023-01,2,South
873,Paid search,True,2023-01-08,2023-01,3,Northeast
874,Paid social,True,2023-01-08,2023-01,5,Midwest
875,Retargeting,True,2023-01-08,2023-01,1,Midwest
876,Paid social,True,2023-01-08,2023-01,3,Midwest
877,Paid social,True,2023-01-08,2023-01,1,Midwest
878,Organic,False,2023-01-08,2023-01,2,Midwest
879,Paid social,True,2023-01-08,2023-01,3,Northeast
880,Paid social,True,2023-01-08,2023-01,3,South
881,Paid search,True,2023-01-08,2023-01,2,South
882,Affiliate / creator,True,2023-01-08,2023-01,3,Midwest
883,Paid search,True,2023-01-08,2023-01,3,Northeast
884,Referral,False,2023-01-08,2023-01,1,South
885,Paid social,True,2023-01-08,2023-01,1,Northeast
886,Paid social,True,2023-01-08,2023-01,2,West
887,Paid search,True,2023-01-08,2023-01,3,South
888,Referral,False,2023-01-08,2023-01,1,Northeast
889,Paid social,True,2023-01-08,2023-01,2,West
890,Affiliate / creator,True,2023-01-08,2023-01,1,West
891,Paid social,True,2023-01-08,2023-01,1,West
892,Retargeting,True,2023-01-08,2023-01,1,Northeast
893,Paid search,True,2023-01-08,2023-01,2,West
894,Paid search,True,2023-01-08,2023-01,3,West
895,Paid social,True,2023-01-08,2023-01,2,Midwest
896,Paid social,True,2023-01-08,2023-01,5,Northeast
897,Paid search,True,2023-01-08,2023-01,2,West
898,Paid social,True,2023-01-01,2023-01,2,West
899,Paid social,True,2023-01-08,2023-01,1,South
900,Paid search,True,2023-01-08,2023-01,2,Northeast
901,Paid search,True,2023-01-08,2023-01,2,South
902,Email / SMS,False,2023-01-08,2023-01,3,Midwest
903,Paid social,True,2023-01-08,2023-01,2,West
904,Paid social,True,2023-01-08,2023-01,1,Northeast
905,Paid social,True,2023-01-08,2023-01,3,South
906,Paid search,True,2023-01-08,2023-01,1,West
907,Referral,False,2023-01-08,2023-01,2,South
908,Paid social,True,2023-01-08,2023-01,1,Midwest
909,Paid social,True,2023-01-08,2023-01,2,South
910,Organic,False,2023-01-08,2023-01,2,South
911,Affiliate / creator,True,2023-01-08,2023-01,2,West
912,Email / SMS,False,2023-01-08,2023-01,2,Northeast
913,Paid social,True,2023-01-08,2023-01,3,South
914,Paid social,True,2023-01-08,2023-01,3,Northeast
915,Email / SMS,False,2023-01-08,2023-01,3,Northeast
916,Paid search,True,2023-01-08,2023-01,6,South
917,Affiliate / creator,True,2023-01-08,2023-01,4,Northeast
918,Paid social,True,2023-01-08,2023-01,2,Midwest
919,Email / SMS,False,2023-01-08,2023-01,2,Northeast
920,Paid social,True,2023-01-08,2023-01,1,West
921,Paid social,True,2023-01-08,2023-01,2,Midwest
922,Retargeting,True,2023-01-08,2023-01,2,Midwest
923,Paid search,True,2023-01-08,2023-01,1,Northeast
924,Affiliate / creator,True,2023-01-08,2023-01,3,Midwest
925,Paid social,True,2023-01-08,2023-01,2,South
926,Email / SMS,False,2023-01-09,2023-01,2,Midwest
927,Retargeting,True,2023-01-09,2023-01,3,Northeast
928,Paid search,True,2023-01-09,2023-01,2,West
929,Organic,False,2023-01-09,2023-01,3,West
930,Affiliate / creator,True,2023-01-09,2023-01,2,West
931,Paid social,True,2023-01-09,2023-01,4,Northeast
932,Paid social,True,2023-01-09,2023-01,1,South
933,Retargeting,True,2023-01-09,2023-01,1,South
934,Paid search,True,2023-01-09,2023-01,2,South
935,Retargeting,True,2023-01-09,2023-01,3,Northeast
936,Paid search,True,2023-01-09,2023-01,3,Northeast
937,Paid social,True,2023-01-09,2023-01,2,South
938,Retargeting,True,2023-01-09,2023-01,1,Northeast
939,Paid social,True,2023-01-09,2023-01,4,Northeast
940,Referral,False,2023-01-09,2023-01,4,West
941,Referral,False,2023-01-09,2023-01,3,Northeast
942,Paid search,True,2023-01-09,2023-01,1,Midwest
943,Organic,False,2023-01-09,2023-01,1,Northeast
944,Affiliate / creator,True,2023-01-09,2023-01,2,Northeast
945,Paid social,True,2023-01-09,2023-01,1,Midwest
946,Organic,False,2023-01-09,2023-01,3,Northeast
947,Organic,False,2023-01-09,2023-01,1,West
948,Organic,False,2023-01-09,2023-01,2,Midwest
949,Retargeting,True,2023-01-09,2023-01,1,Northeast
950,Paid social,True,2023-01-09,2023-01,1,South
951,Paid social,True,2023-01-09,2023-01,2,Midwest
952,Paid social,True,2023-01-09,2023-01,2,Northeast
953,Organic,False,2023-01-09,2023-01,2,Northeast
954,Paid social,True,2023-01-09,2023-01,2,Northeast
955,Paid social,True,2023-01-09,2023-01,1,South
956,Affiliate / creator,True,2023-01-09,2023-01,2,West
957,Paid social,True,2023-01-09,2023-01,2,Northeast
958,Retargeting,True,2023-01-09,2023-01,4,South
959,Paid search,True,2023-01-09,2023-01,1,Midwest
960,Retargeting,True,2023-01-09,2023-01,2,Northeast
961,Paid search,True,2023-01-09,2023-01,2,South
962,Paid social,True,2023-01-09,2023-01,3,Midwest
963,Organic,False,2023-01-06,2023-01,6,South
964,Paid social,True,2023-01-09,2023-01,2,Midwest
965,Paid search,True,2023-01-09,2023-01,1,Midwest
966,Affiliate / creator,True,2023-01-09,2023-01,3,Midwest
967,Paid search,True,2023-01-09,2023-01,3,West
968,Paid social,True,2023-01-09,2023-01,2,Northeast
969,Organic,False,2023-01-09,2023-01,2,Northeast
970,Paid social,True,2023-01-09,2023-01,2,Midwest
971,Paid social,True,2023-01-09,2023-01,1,South
972,Paid social,True,2023-01-09,2023-01,1,Midwest
973,Organic,False,2023-01-09,2023-01,2,Northeast
974,Paid social,True,2023-01-09,2023-01,2,West
975,Paid social,True,2023-01-09,2023-01,1,Northeast
976,Paid search,True,2023-01-09,2023-01,1,South
977,Paid social,True,2023-01-09,2023-01,4,South
978,Paid social,True,2023-01-09,2023-01,2,West
979,Retargeting,True,2023-01-09,2023-01,2,South
980,Paid search,True,2023-01-09,2023-01,2,South
981,Referral,False,2023-01-09,2023-01,1,Northeast
982,Paid social,True,2023-01-09,2023-01,1,Northeast
983,Paid social,True,2023-01-09,2023-01,2,Northeast
984,Paid social,True,2023-01-09,2023-01,1,Northeast
985,Paid social,True,2023-01-09,2023-01,1,South
986,Retargeting,True,2023-01-09,2023-01,1,Northeast
987,Paid social,True,2023-01-09,2023-01,4,Northeast
988,Affiliate / creator,True,2023-01-09,2023-01,3,West
989,Paid search,True,2023-01-09,2023-01,2,South
990,Paid social,True,2023-01-09,2023-01,1,Northeast
991,Paid social,True,2023-01-09,2023-01,3,Midwest
992,Organic,False,2023-01-09,2023-01,3,West
993,Paid social,True,2023-01-09,2023-01,1,Midwest
994,Paid social,True,2023-01-09,2023-01,2,West
995,Paid social,True,2023-01-09,2023-01,1,Midwest
996,Email / SMS,False,2023-01-09,2023-01,1,South
997,Paid social,True,2023-01-09,2023-01,2,Midwest
998,Paid social,True,2023-01-09,2023-01,2,South
999,Paid social,True,2023-01-09,2023-01,2,Midwest
1000,Organic,False,2023-01-10,2023-01,3,Northeast
