date,product_key,suppressed_units,demand_units,lost_units,deferred_units
2023-02-24,5,12.0,13.0,6.0,6.0
2023-02-24,6,13.0,13.0,6.5,6.5
2023-02-24,7,8.0,9.0,4.0,4.0
2023-02-24,8,7.0,9.0,3.5,3.5
2023-02-24,9,8.0,8.0,4.0,4.0
2023-02-24,10,7.0,7.0,3.5,3.5
2023-02-24,11,5.0,5.0,2.5,2.5
2023-02-24,12,8.0,9.0,4.0,4.0
2023-02-24,13,6.0,6.0,3.0,3.0
2023-02-24,14,7.0,7.0,3.5,3.5
2023-02-24,15,5.0,6.0,2.5,2.5
2023-02-24,16,1.0,1.0,0.5,0.5
2023-02-24,17,3.0,3.0,1.5,1.5
2023-02-24,18,5.0,6.0,2.5,2.5
2023-02-24,19,2.0,2.0,1.0,1.0
2023-02-24,20,3.0,3.0,1.5,1.5
2023-02-24,21,8.0,8.0,4.0,4.0
2023-02-24,22,5.0,6.0,2.5,2.5
2023-02-24,23,6.0,6.0,3.0,3.0
2023-02-24,24,11.0,11.0,5.5,5.5
2023-02-24,26,2.0,2.0,1.0,1.0
2023-02-24,27,8.0,8.0,4.0,4.0
2023-02-24,28,1.0,1.0,0.5,0.5
2023-02-24,30,3.0,4.0,1.5,1.5
2023-02-24,31,3.0,3.0,1.5,1.5
2023-02-24,32,2.0,2.0,1.0,1.0
2023-02-24,33,1.0,1.0,0.5,0.5
2023-02-24,34,3.0,3.0,1.5,1.5
2023-02-24,35,4.0,4.0,2.0,2.0
2023-02-25,1,19.0,19.0,9.5,9.5
2023-02-25,2,33.0,34.0,16.5,16.5
2023-02-25,3,13.0,17.0,6.5,6.5
2023-02-25,4,13.0,17.0,6.5,6.5
2023-02-25,5,8.0,8.0,4.0,4.0
2023-02-25,6,6.0,8.0,3.0,3.0
2023-02-25,7,16.0,16.0,8.0,8.0
2023-02-25,8,7.0,8.0,3.5,3.5
2023-02-25,9,4.0,4.0,2.0,2.0
2023-02-25,10,18.0,20.0,9.0,9.0
2023-02-25,11,4.0,4.0,2.0,2.0
2023-02-25,12,9.0,9.0,4.5,4.5
2023-02-25,13,6.0,6.0,3.0,3.0
2023-02-25,14,2.0,2.0,1.0,1.0
2023-02-25,15,3.0,3.0,1.5,1.5
2023-02-25,16,1.0,1.0,0.5,0.5
2023-02-25,17,3.0,3.0,1.5,1.5
2023-02-25,18,22.0,22.0,11.0,11.0
2023-02-25,19,2.0,4.0,1.0,1.0
2023-02-25,20,2.0,2.0,1.0,1.0
2023-02-25,21,6.0,6.0,3.0,3.0
2023-02-25,22,1.0,2.0,0.5,0.5
2023-02-25,23,2.0,2.0,1.0,1.0
2023-02-25,24,9.0,9.0,4.5,4.5
2023-02-25,26,5.0,5.0,2.5,2.5
2023-02-25,27,9.0,9.0,4.5,4.5
2023-02-25,28,3.0,3.0,1.5,1.5
2023-02-25,29,2.0,3.0,1.0,1.0
2023-02-25,30,4.0,4.0,2.0,2.0
2023-02-25,31,1.0,1.0,0.5,0.5
2023-02-25,32,2.0,2.0,1.0,1.0
2023-02-25,33,1.0,1.0,0.5,0.5
2023-02-25,34,3.0,3.0,1.5,1.5
2023-02-25,35,1.0,1.0,0.5,0.5
2023-02-26,1,77.0,77.0,38.5,38.5
2023-02-26,2,75.0,78.0,37.5,37.5
2023-02-26,3,106.0,107.0,53.0,53.0
2023-02-26,4,33.0,38.0,16.5,16.5
2023-02-26,5,73.0,74.0,36.5,36.5
2023-02-26,6,55.0,55.0,27.5,27.5
2023-02-26,7,55.0,56.0,27.5,27.5
2023-02-26,8,10.0,11.0,5.0,5.0
2023-02-26,9,79.0,81.0,39.5,39.5
2023-02-26,10,46.0,46.0,23.0,23.0
2023-02-26,11,4.0,4.0,2.0,2.0
2023-02-26,12,65.0,66.0,32.5,32.5
2023-02-26,13,53.0,53.0,26.5,26.5
2023-02-26,15,40.0,40.0,20.0,20.0
2023-02-26,16,2.0,2.0,1.0,1.0
2023-02-26,17,45.0,45.0,22.5,22.5
2023-02-26,18,11.0,11.0,5.5,5.5
2023-02-26,19,5.0,5.0,2.5,2.5
2023-02-26,20,11.0,11.0,5.5,5.5
2023-02-26,21,93.0,93.0,46.5,46.5
2023-02-26,22,2.0,2.0,1.0,1.0
2023-02-26,23,89.0,89.0,44.5,44.5
2023-02-26,24,4.0,4.0,2.0,2.0
2023-02-26,26,2.0,2.0,1.0,1.0
2023-02-26,27,8.0,9.0,4.0,4.0
2023-02-26,29,15.0,15.0,7.5,7.5
2023-02-26,30,81.0,81.0,40.5,40.5
2023-02-26,32,2.0,2.0,1.0,1.0
2023-02-26,33,3.0,3.0,1.5,1.5
2023-02-26,34,1.0,1.0,0.5,0.5
2023-02-26,35,14.0,14.0,7.0,7.0
2023-02-26,40,10.071429,58.0,5.035714,5.035714
2023-02-27,1,23.0,23.0,11.5,11.5
2023-02-27,2,18.0,21.0,9.0,9.0
2023-02-27,3,11.0,11.0,5.5,5.5
2023-02-27,4,20.0,20.0,10.0,10.0
2023-02-27,5,4.0,4.0,2.0,2.0
2023-02-27,6,12.0,12.0,6.0,6.0
2023-02-27,7,8.0,10.0,4.0,4.0
2023-02-27,8,2.0,4.0,1.0,1.0
2023-02-27,9,7.0,7.0,3.5,3.5
2023-02-27,10,2.0,4.0,1.0,1.0
2023-02-27,11,7.0,7.0,3.5,3.5
2023-02-27,12,2.0,2.0,1.0,1.0
2023-02-27,13,3.0,3.0,1.5,1.5
2023-02-27,14,3.0,3.0,1.5,1.5
2023-02-27,15,9.0,9.0,4.5,4.5
2023-02-27,16,5.0,5.0,2.5,2.5
2023-02-27,17,6.0,6.0,3.0,3.0
2023-02-27,18,11.0,11.0,5.5,5.5
2023-02-27,19,2.0,2.0,1.0,1.0
2023-02-27,20,2.0,4.0,1.0,1.0
2023-02-27,21,6.0,7.0,3.0,3.0
2023-02-27,22,2.0,2.0,1.0,1.0
2023-02-27,23,3.0,3.0,1.5,1.5
2023-02-27,24,9.0,9.0,4.5,4.5
2023-02-27,25,6.0,7.0,3.0,3.0
2023-02-27,26,5.0,5.0,2.5,2.5
2023-02-27,27,11.0,11.0,5.5,5.5
2023-02-27,28,2.0,2.0,1.0,1.0
2023-02-27,29,3.0,3.0,1.5,1.5
2023-02-27,30,4.0,4.0,2.0,2.0
2023-02-27,31,5.0,5.0,2.5,2.5
2023-02-27,32,2.0,2.0,1.0,1.0
2023-02-27,33,4.0,4.0,2.0,2.0
2023-02-27,34,1.0,1.0,0.5,0.5
2023-02-27,40,1.0,1.0,0.5,0.5
2023-02-28,1,17.0,17.0,8.5,8.5
2023-02-28,2,36.0,38.0,18.0,18.0
2023-02-28,3,17.0,18.0,8.5,8.5
2023-02-28,4,21.0,22.0,10.5,10.5
2023-02-28,5,17.0,18.0,8.5,8.5
2023-02-28,6,14.0,17.0,7.0,7.0
2023-02-28,7,20.0,20.0,10.0,10.0
2023-02-28,8,19.0,19.0,9.5,9.5
2023-02-28,9,8.0,8.0,4.0,4.0
2023-02-28,10,8.0,10.0,4.0,4.0
2023-02-28,11,6.0,6.0,3.0,3.0
2023-02-28,12,5.0,7.0,2.5,2.5
2023-02-28,13,8.0,8.0,4.0,4.0
2023-02-28,14,9.0,9.0,4.5,4.5
2023-02-28,15,4.0,4.0,2.0,2.0
2023-02-28,16,3.0,3.0,1.5,1.5
2023-02-28,17,5.0,5.0,2.5,2.5
2023-02-28,18,11.0,11.0,5.5,5.5
2023-02-28,19,6.0,6.0,3.0,3.0
2023-02-28,20,4.0,4.0,2.0,2.0
2023-02-28,21,16.0,16.0,8.0,8.0
2023-02-28,22,2.0,2.0,1.0,1.0
2023-02-28,23,4.0,4.0,2.0,2.0
2023-02-28,24,9.0,9.0,4.5,4.5
2023-02-28,25,1.0,1.0,0.5,0.5
2023-02-28,26,4.0,5.0,2.0,2.0
2023-02-28,27,5.0,5.0,2.5,2.5
2023-02-28,28,2.0,2.0,1.0,1.0
2023-02-28,29,6.0,6.0,3.0,3.0
2023-02-28,30,9.0,9.0,4.5,4.5
2023-02-28,31,1.0,1.0,0.5,0.5
2023-02-28,32,1.0,2.0,0.5,0.5
2023-02-28,33,4.0,4.0,2.0,2.0
2023-02-28,35,1.0,1.0,0.5,0.5
2023-02-28,40,2.0,2.0,1.0,1.0
2023-03-01,1,116.0,118.0,58.0,58.0
2023-03-01,2,95.0,97.0,47.5,47.5
2023-03-01,3,52.0,52.0,26.0,26.0
2023-03-01,4,69.0,70.0,34.5,34.5
2023-03-01,5,72.0,73.0,36.0,36.0
2023-03-01,6,54.0,55.0,27.0,27.0
2023-03-01,7,51.0,52.0,25.5,25.5
2023-03-01,8,40.0,43.0,20.0,20.0
2023-03-01,9,42.0,42.0,21.0,21.0
2023-03-01,10,15.0,16.0,7.5,7.5
2023-03-01,11,39.0,39.0,19.5,19.5
2023-03-01,12,41.0,41.0,20.5,20.5
2023-03-01,13,13.0,13.0,6.5,6.5
2023-03-01,14,16.0,16.0,8.0,8.0
2023-03-01,15,73.0,76.0,36.5,36.5
2023-03-01,16,59.0,59.0,29.5,29.5
2023-03-01,17,7.0,7.0,3.5,3.5
2023-03-01,18,62.0,62.0,31.0,31.0
2023-03-01,19,3.0,3.0,1.5,1.5
2023-03-01,20,6.0,7.0,3.0,3.0
2023-03-01,21,74.0,74.0,37.0,37.0
2023-03-01,22,21.0,23.0,10.5,10.5
2023-03-01,23,42.0,42.0,21.0,21.0
2023-03-01,24,38.0,40.0,19.0,19.0
2023-03-01,25,6.0,6.0,3.0,3.0
2023-03-01,26,21.0,21.0,10.5,10.5
2023-03-01,27,16.0,17.0,8.0,8.0
2023-03-01,28,32.0,32.0,16.0,16.0
2023-03-01,29,20.0,20.0,10.0,10.0
2023-03-01,30,6.0,6.0,3.0,3.0
2023-03-01,31,21.0,22.0,10.5,10.5
2023-03-01,32,5.0,5.0,2.5,2.5
2023-03-01,33,16.0,16.0,8.0,8.0
2023-03-01,34,2.0,3.0,1.0,1.0
2023-03-01,35,2.0,2.0,1.0,1.0
2023-03-01,40,1.0,1.0,0.5,0.5
2023-03-01,67,5.035714,37.0,2.517857,2.517857
2023-03-01,70,1.428571,14.0,0.714286,0.714286
2023-03-02,1,46.0,47.0,23.0,23.0
2023-03-02,2,19.0,25.0,9.5,9.5
2023-03-02,3,43.0,43.0,21.5,21.5
2023-03-02,4,45.0,46.0,22.5,22.5
2023-03-02,5,10.0,10.0,5.0,5.0
2023-03-02,6,43.0,43.0,21.5,21.5
2023-03-02,7,37.0,37.0,18.5,18.5
2023-03-02,8,9.0,9.0,4.5,4.5
2023-03-02,9,7.0,7.0,3.5,3.5
2023-03-02,10,10.0,10.0,5.0,5.0
2023-03-02,11,41.0,41.0,20.5,20.5
2023-03-02,12,12.0,13.0,6.0,6.0
2023-03-02,13,17.0,17.0,8.5,8.5
2023-03-02,14,4.0,6.0,2.0,2.0
2023-03-02,15,24.0,27.0,12.0,12.0
2023-03-02,16,23.0,23.0,11.5,11.5
2023-03-02,17,6.0,6.0,3.0,3.0
2023-03-02,18,14.0,15.0,7.0,7.0
2023-03-02,19,1.0,1.0,0.5,0.5
2023-03-02,20,19.0,19.0,9.5,9.5
2023-03-02,21,35.0,36.0,17.5,17.5
2023-03-02,22,18.0,20.0,9.0,9.0
2023-03-02,23,22.0,22.0,11.0,11.0
2023-03-02,24,11.0,12.0,5.5,5.5
2023-03-02,25,2.0,2.0,1.0,1.0
2023-03-02,27,6.0,6.0,3.0,3.0
2023-03-02,28,4.0,4.0,2.0,2.0
2023-03-02,29,7.0,7.0,3.5,3.5
2023-03-02,30,11.0,11.0,5.5,5.5
2023-03-02,31,1.0,1.0,0.5,0.5
2023-03-02,32,1.0,1.0,0.5,0.5
2023-03-02,33,25.0,26.0,12.5,12.5
2023-03-02,34,2.0,2.0,1.0,1.0
2023-03-02,35,2.0,2.0,1.0,1.0
2023-03-02,70,1.0,1.0,0.5,0.5
2023-03-03,1,47.0,50.0,23.5,23.5
2023-03-03,2,48.0,52.0,24.0,24.0
2023-03-03,3,45.0,45.0,22.5,22.5
2023-03-03,4,30.0,30.0,15.0,15.0
2023-03-03,5,23.0,23.0,11.5,11.5
2023-03-03,6,22.0,28.0,11.0,11.0
2023-03-03,7,13.0,13.0,6.5,6.5
2023-03-03,8,11.0,13.0,5.5,5.5
2023-03-03,9,13.0,13.0,6.5,6.5
2023-03-03,10,8.0,11.0,4.0,4.0
2023-03-03,11,24.0,24.0,12.0,12.0
2023-03-03,12,2.0,5.0,1.0,1.0
2023-03-03,13,12.0,13.0,6.0,6.0
2023-03-03,14,5.0,5.0,2.5,2.5
2023-03-03,15,15.0,16.0,7.5,7.5
2023-03-03,16,2.0,2.0,1.0,1.0
2023-03-03,17,6.0,6.0,3.0,3.0
2023-03-03,18,7.0,7.0,3.5,3.5
2023-03-03,19,5.0,5.0,2.5,2.5
2023-03-03,20,7.0,7.0,3.5,3.5
2023-03-03,21,13.0,14.0,6.5,6.5
2023-03-03,22,5.0,5.0,2.5,2.5
2023-03-03,23,5.0,5.0,2.5,2.5
2023-03-03,24,14.0,14.0,7.0,7.0
2023-03-03,25,2.0,2.0,1.0,1.0
2023-03-03,26,1.0,1.0,0.5,0.5
2023-03-03,27,15.0,15.0,7.5,7.5
2023-03-03,28,5.0,5.0,2.5,2.5
2023-03-03,29,7.0,7.0,3.5,3.5
2023-03-03,30,23.0,23.0,11.5,11.5
2023-03-03,32,7.0,7.0,3.5,3.5
2023-03-03,33,5.0,5.0,2.5,2.5
2023-03-03,35,4.0,4.0,2.0,2.0
2023-03-03,40,2.0,2.0,1.0,1.0
2023-03-03,70,1.0,1.0,0.5,0.5
2023-03-04,1,312.0,315.0,156.0,156.0
2023-03-04,2,173.0,176.0,86.5,86.5
2023-03-04,3,106.0,107.0,53.0,53.0
2023-03-04,4,21.0,21.0,10.5,10.5
2023-03-04,5,121.0,122.0,60.5,60.5
2023-03-04,6,29.0,32.0,14.5,14.5
2023-03-04,7,292.0,293.0,146.0,146.0
2023-03-04,8,23.0,23.0,11.5,11.5
2023-03-04,9,141.0,143.0,70.5,70.5
2023-03-04,10,115.0,116.0,57.5,57.5
2023-03-04,11,7.0,7.0,3.5,3.5
2023-03-04,12,64.0,65.0,32.0,32.0
2023-03-04,13,3.0,3.0,1.5,1.5
2023-03-04,14,210.0,210.0,105.0,105.0
2023-03-04,15,15.0,15.0,7.5,7.5
2023-03-04,16,2.0,2.0,1.0,1.0
2023-03-04,17,3.0,3.0,1.5,1.5
2023-03-04,18,6.0,6.0,3.0,3.0
2023-03-04,19,10.0,10.0,5.0,5.0
2023-03-04,20,199.0,199.0,99.5,99.5
2023-03-04,21,87.0,87.0,43.5,43.5
2023-03-04,22,288.0,288.0,144.0,144.0
2023-03-04,23,7.0,7.0,3.5,3.5
2023-03-04,24,190.0,190.0,95.0,95.0
2023-03-04,25,2.0,2.0,1.0,1.0
2023-03-04,27,256.0,256.0,128.0,128.0
2023-03-04,28,49.0,49.0,24.5,24.5
2023-03-04,29,4.0,4.0,2.0,2.0
2023-03-04,30,16.0,16.0,8.0,8.0
2023-03-04,31,2.0,2.0,1.0,1.0
2023-03-04,33,3.0,3.0,1.5,1.5
2023-03-04,35,3.0,3.0,1.5,1.5
2023-03-04,40,283.0,283.0,141.5,141.5
2023-03-04,69,54.0,87.0,27.0,27.0
2023-03-04,70,2.0,2.0,1.0,1.0
2023-03-05,1,41.0,44.0,20.5,20.5
2023-03-05,2,50.0,51.0,25.0,25.0
2023-03-05,3,19.0,21.0,9.5,9.5
2023-03-05,4,41.0,44.0,20.5,20.5
2023-03-05,5,38.0,39.0,19.0,19.0
2023-03-05,6,35.0,35.0,17.5,17.5
2023-03-05,7,36.0,38.0,18.0,18.0
2023-03-05,8,23.0,25.0,11.5,11.5
2023-03-05,9,16.0,16.0,8.0,8.0
2023-03-05,10,27.0,27.0,13.5,13.5
2023-03-05,11,36.0,36.0,18.0,18.0
2023-03-05,12,4.0,6.0,2.0,2.0
2023-03-05,13,15.0,15.0,7.5,7.5
2023-03-05,14,3.0,3.0,1.5,1.5
2023-03-05,15,12.0,12.0,6.0,6.0
2023-03-05,16,5.0,5.0,2.5,2.5
2023-03-05,17,5.0,5.0,2.5,2.5
2023-03-05,18,13.0,13.0,6.5,6.5
2023-03-05,19,35.0,35.0,17.5,17.5
2023-03-05,20,5.0,5.0,2.5,2.5
2023-03-05,21,9.0,9.0,4.5,4.5
2023-03-05,22,1.0,1.0,0.5,0.5
2023-03-05,23,1.0,1.0,0.5,0.5
2023-03-05,24,9.0,9.0,4.5,4.5
2023-03-05,25,2.0,2.0,1.0,1.0
2023-03-05,27,7.0,7.0,3.5,3.5
2023-03-05,28,18.0,18.0,9.0,9.0
2023-03-05,29,2.0,3.0,1.0,1.0
2023-03-05,30,17.0,17.0,8.5,8.5
2023-03-05,32,2.0,3.0,1.0,1.0
2023-03-05,33,39.0,39.0,19.5,19.5
2023-03-05,34,5.0,5.0,2.5,2.5
2023-03-05,35,2.0,2.0,1.0,1.0
2023-03-05,67,20.0,20.0,10.0,10.0
2023-03-06,1,21.0,24.0,10.5,10.5
2023-03-06,2,13.0,17.0,6.5,6.5
2023-03-06,3,10.0,10.0,5.0,5.0
2023-03-06,4,10.0,11.0,5.0,5.0
2023-03-06,5,12.0,12.0,6.0,6.0
2023-03-06,6,6.0,6.0,3.0,3.0
2023-03-06,7,6.0,7.0,3.0,3.0
2023-03-06,8,8.0,8.0,4.0,4.0
2023-03-06,9,7.0,10.0,3.5,3.5
2023-03-06,10,10.0,10.0,5.0,5.0
2023-03-06,11,3.0,3.0,1.5,1.5
2023-03-06,12,6.0,6.0,3.0,3.0
2023-03-06,13,8.0,8.0,4.0,4.0
2023-03-06,14,10.0,10.0,5.0,5.0
2023-03-06,15,8.0,8.0,4.0,4.0
2023-03-06,16,1.0,1.0,0.5,0.5
2023-03-06,17,6.0,6.0,3.0,3.0
2023-03-06,18,5.0,5.0,2.5,2.5
2023-03-06,19,4.0,4.0,2.0,2.0
2023-03-06,21,9.0,11.0,4.5,4.5
2023-03-06,22,2.0,2.0,1.0,1.0
2023-03-06,23,4.0,4.0,2.0,2.0
2023-03-06,24,2.0,4.0,1.0,1.0
2023-03-06,25,1.0,1.0,0.5,0.5
2023-03-06,26,5.0,5.0,2.5,2.5
2023-03-06,27,3.0,4.0,1.5,1.5
2023-03-06,29,2.0,2.0,1.0,1.0
2023-03-06,30,6.0,6.0,3.0,3.0
2023-03-06,31,2.0,2.0,1.0,1.0
2023-03-06,33,5.0,5.0,2.5,2.5
2023-03-06,34,3.0,3.0,1.5,1.5
2023-03-06,40,4.0,4.0,2.0,2.0
2023-03-06,69,3.0,3.0,1.5,1.5
2023-03-07,1,26.0,27.0,13.0,13.0
2023-03-07,2,42.0,43.0,21.0,21.0
2023-03-07,3,18.0,22.0,9.0,9.0
2023-03-07,4,28.0,28.0,14.0,14.0
2023-03-07,5,13.0,13.0,6.5,6.5
2023-03-07,6,44.0,44.0,22.0,22.0
2023-03-07,7,13.0,15.0,6.5,6.5
2023-03-07,8,7.0,7.0,3.5,3.5
2023-03-07,9,6.0,6.0,3.0,3.0
2023-03-07,10,5.0,5.0,2.5,2.5
2023-03-07,11,1.0,2.0,0.5,0.5
2023-03-07,12,13.0,13.0,6.5,6.5
2023-03-07,13,5.0,5.0,2.5,2.5
2023-03-07,14,7.0,7.0,3.5,3.5
2023-03-07,15,22.0,22.0,11.0,11.0
2023-03-07,16,6.0,6.0,3.0,3.0
2023-03-07,17,2.0,2.0,1.0,1.0
2023-03-07,18,8.0,8.0,4.0,4.0
2023-03-07,19,8.0,8.0,4.0,4.0
2023-03-07,20,17.0,17.0,8.5,8.5
2023-03-07,21,13.0,13.0,6.5,6.5
2023-03-07,22,2.0,2.0,1.0,1.0
2023-03-07,23,2.0,2.0,1.0,1.0
2023-03-07,24,11.0,11.0,5.5,5.5
2023-03-07,25,4.0,4.0,2.0,2.0
2023-03-07,26,8.0,8.0,4.0,4.0
2023-03-07,27,8.0,8.0,4.0,4.0
2023-03-07,28,3.0,3.0,1.5,1.5
2023-03-07,29,4.0,4.0,2.0,2.0
2023-03-07,30,16.0,16.0,8.0,8.0
2023-03-07,31,2.0,2.0,1.0,1.0
2023-03-07,32,1.0,1.0,0.5,0.5
2023-03-07,33,3.0,3.0,1.5,1.5
2023-03-07,34,1.0,1.0,0.5,0.5
2023-03-07,35,2.0,3.0,1.0,1.0
2023-03-07,69,1.0,1.0,0.5,0.5
2023-03-08,1,32.0,35.0,16.0,16.0
2023-03-08,2,31.0,32.0,15.5,15.5
2023-03-08,3,23.0,23.0,11.5,11.5
2023-03-08,4,16.0,16.0,8.0,8.0
2023-03-08,5,14.0,14.0,7.0,7.0
2023-03-08,6,6.0,7.0,3.0,3.0
2023-03-08,7,9.0,9.0,4.5,4.5
2023-03-08,8,14.0,15.0,7.0,7.0
2023-03-08,9,9.0,9.0,4.5,4.5
2023-03-08,10,2.0,2.0,1.0,1.0
2023-03-08,11,8.0,8.0,4.0,4.0
2023-03-08,12,3.0,3.0,1.5,1.5
2023-03-08,13,6.0,6.0,3.0,3.0
2023-03-08,14,6.0,8.0,3.0,3.0
2023-03-08,15,14.0,14.0,7.0,7.0
2023-03-08,16,3.0,3.0,1.5,1.5
2023-03-08,17,3.0,3.0,1.5,1.5
2023-03-08,18,11.0,11.0,5.5,5.5
2023-03-08,19,6.0,6.0,3.0,3.0
2023-03-08,20,4.0,4.0,2.0,2.0
2023-03-08,21,3.0,3.0,1.5,1.5
2023-03-08,22,2.0,2.0,1.0,1.0
2023-03-08,23,1.0,2.0,0.5,0.5
2023-03-08,24,14.0,14.0,7.0,7.0
2023-03-08,25,1.0,1.0,0.5,0.5
2023-03-08,26,3.0,4.0,1.5,1.5
2023-03-08,27,7.0,7.0,3.5,3.5
2023-03-08,28,4.0,4.0,2.0,2.0
2023-03-08,29,3.0,3.0,1.5,1.5
2023-03-08,30,8.0,8.0,4.0,4.0
2023-03-08,31,3.0,3.0,1.5,1.5
2023-03-08,32,4.0,4.0,2.0,2.0
2023-03-08,33,7.0,7.0,3.5,3.5
2023-03-08,40,5.0,5.0,2.5,2.5
2023-03-08,69,6.0,6.0,3.0,3.0
2023-03-09,1,69.0,70.0,34.5,34.5
